acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
"Boissonneaua flavescens (Loddiges, 1832)",414,SPECIES,ACCEPTED,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,LC,Boissonneaua flavescens,"(Loddiges, 1832)",Buff-tailed Coronet,"Boissonneaua flavescens tinochlora, 0.0072992700729927005"
"Metallura tyrianthina (Loddiges, 1832)",32,SPECIES,ACCEPTED,Metallura,2476858.0,Metallura tyrianthina,2476860.0,LC,Metallura tyrianthina,"(Loddiges, 1832)",Tyrian Metaltail,
"Urochroa bougueri (Bourcier, 1851)",927,SPECIES,ACCEPTED,Urochroa,2476896.0,Urochroa bougueri,2476897.0,LC,Urochroa bougueri,"(Bourcier, 1851)",Rufous-gaped Hillstar,
"Discosura conversii (Bourcier & Mulsant, 1846)",2174,SPECIES,ACCEPTED,Discosura,2476900.0,Discosura conversii,2476911.0,LC,Discosura conversii,"(Bourcier & Mulsant, 1846)",Green Thorntail,
"Chaetocercus bombus Gould, 1871",9,SPECIES,ACCEPTED,Chaetocercus,2476913.0,Chaetocercus bombus,5228583.0,NT,Chaetocercus bombus,"Gould, 1871",Little Woodstar,
"Chaetocercus mulsant (Bourcier, 1843)",199,SPECIES,ACCEPTED,Chaetocercus,2476913.0,Chaetocercus mulsant,5788533.0,LC,Chaetocercus mulsant,"(Bourcier, 1843)",White-bellied Woodstar,
"Heliodoxa rubinoides (Bourcier & Mulsant, 1846)",3344,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,LC,Heliodoxa rubinoides,"(Bourcier & Mulsant, 1846)",Fawn-breasted Brilliant,"Heliodoxa rubinoides aequatorialis, 0.0017974835230677051"
"Heliodoxa jacula Gould, 1850",5897,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,LC,Heliodoxa jacula,"Gould, 1850",Green-crowned Brilliant,"Heliodoxa jacula jamesoni, 0.0013591573224600749; Heliodoxa jacula jamersoni, 0.0005089921954530031"
"Heliodoxa imperatrix (Gould, 1856)",2329,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa imperatrix,2476953.0,LC,Heliodoxa imperatrix,"(Gould, 1856)",Empress Brilliant,
"Patagona gigas (Vieillot, 1824)",9,SPECIES,ACCEPTED,Patagona,2476963.0,Patagona gigas,2476964.0,LC,Patagona gigas,"(Vieillot, 1824)",Southern Giant Hummingbird,
"Doryfera ludovicae (Bourcier & Mulsant, 1847)",1036,SPECIES,ACCEPTED,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,LC,Doryfera ludovicae,"(Bourcier & Mulsant, 1847)",Green-fronted Lancebill,"Doryfera ludovicae ludovicae, 0.0019342359767891683"
"Heliomaster longirostris (Audebert & Vieillot, 1801)",25,SPECIES,ACCEPTED,Heliomaster,2476988.0,Heliomaster longirostris,2476994.0,LC,Heliomaster longirostris,"(Audebert & Vieillot, 1801)",Long-billed Starthroat,
"Coeligena lutetiae (Delattre & Bourcier, 1846)",2,SPECIES,ACCEPTED,Coeligena,2477027.0,Coeligena lutetiae,2477040.0,LC,Coeligena lutetiae,"(Delattre & Bourcier, 1846)",Buff-winged Starfrontlet,
"Coeligena wilsoni (Delattre & Bourcier, 1846)",2492,SPECIES,ACCEPTED,Coeligena,2477027.0,Coeligena wilsoni,2477042.0,LC,Coeligena wilsoni,"(Delattre & Bourcier, 1846)",Brown Inca,
"Coeligena torquata (Boissonneau, 1840)",243,SPECIES,ACCEPTED,Coeligena,2477027.0,Coeligena torquata,2477053.0,LC,Coeligena torquata,"(Boissonneau, 1840)",Collared Inca,
"Coeligena coeligena (R.Lesson, 1833)",1,SPECIES,ACCEPTED,Coeligena,2477027.0,Coeligena coeligena,2477062.0,LC,Coeligena coeligena,"(R.Lesson, 1833)",Bronzy Inca,
"Amazilis amazilia (R.Lesson & Garnot, 1827)",1,SPECIES,ACCEPTED,Amazilis,4847893.0,Amazilis amazilia,10907193.0,NE,Amazilis amazilia,"(R.Lesson & Garnot, 1827)",Amazilia Hummingbird,
"Polyerata rosenbergi Boucard, 1895",49,SPECIES,ACCEPTED,Polyerata,4849016.0,Polyerata rosenbergi,10925050.0,NE,Polyerata rosenbergi,"Boucard, 1895",Purple-chested Hummingbird,
"Uranomitra franciae (Bourcier & Mulsant, 1846)",7876,SPECIES,ACCEPTED,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,NE,Uranomitra franciae,"(Bourcier & Mulsant, 1846)",Andean Emerald,"Uranomitra franciae viridiceps, 0.002166985340981517; Amazilia franciae viridiceps, 0.0017807173747138134"
"Uranomitra franciae (Bourcier & Mulsant, 1846)",9,SPECIES,SYNONYM,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,LC,Amazilia franciae,"(Bourcier & Mulsant, 1846)",Andean Emerald,
"Colibri coruscans (Gould, 1846)",2286,SPECIES,ACCEPTED,Colibri,5228473.0,Colibri coruscans,5228474.0,LC,Colibri coruscans,"(Gould, 1846)",Sparkling Violetear,"Colibri coruscans coruscans, 0.002631578947368421"
"Colibri delphinae (R.Lesson, 1839)",4905,SPECIES,ACCEPTED,Colibri,5228473.0,Colibri delphinae,5228485.0,LC,Colibri delphinae,"(R.Lesson, 1839)",Brown Violetear,
"Colibri cyanotus (Bourcier, 1843)",472,SPECIES,ACCEPTED,Colibri,5228473.0,Colibri cyanotus,9053125.0,NE,Colibri cyanotus,"(Bourcier, 1843)",Lesser Violetear,"Colibri cyanotus cyanotus, 0.010706638115631691"
"Chlorestes julie (Bourcier, 1843)",117,SPECIES,ACCEPTED,Chlorestes,7611138.0,Chlorestes julie,11080380.0,NE,Chlorestes julie,"(Bourcier, 1843)",Violet-bellied Hummingbird,
"Trogon comptus J.T.Zimmer, 1948",62,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon comptus,2496669.0,LC,Trogon comptus,"J.T.Zimmer, 1948",Chocó Trogon,
"Trogon personatus Gould, 1842",1710,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon personatus,2496673.0,LC,Trogon personatus,"Gould, 1842",Masked Trogon,"Trogon personatus assimilis, 0.005291005291005291"
"Trogon rufus cupreicauda (Chapman, 1914)",6,SPECIES,SYNONYM,Trogon,2496633.0,Trogon rufus,2496683.0,NE,Trogon cupreicauda,"(Chapman, 1914)",Choco Black-Throated Trogon,
"Trogon collaris Vieillot, 1817",233,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon collaris,2496700.0,LC,Trogon collaris,"Vieillot, 1817",Collared Trogon,
"Trogon caligatus Gould, 1838",14,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon caligatus,5788446.0,LC,Trogon caligatus,"Gould, 1838",Gartered Trogon,
"Trogon chionurus P.L.Sclater & Salvin, 1871",16,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon chionurus,5788448.0,LC,Trogon chionurus,"P.L.Sclater & Salvin, 1871",White-tailed Trogon,
"Pharomachrus antisianus (d'Orbigny, 1837)",116,SPECIES,ACCEPTED,Pharomachrus,2496714.0,Pharomachrus antisianus,2496719.0,LC,Pharomachrus antisianus,"(d'Orbigny, 1837)",Crested Quetzal,
"Pharomachrus auriceps (Gould, 1842)",3777,SPECIES,ACCEPTED,Pharomachrus,2496714.0,Pharomachrus auriceps,2496720.0,LC,Pharomachrus auriceps,"(Gould, 1842)",Golden-headed Quetzal,"Pharomachrus auriceps auriceps, 0.0005298013245033113"
"Tyto alba (Scopoli, 1769)",61,SPECIES,ACCEPTED,Tyto,2497905.0,Tyto alba,2497921.0,LC,Tyto alba,"(Scopoli, 1769)",Western Barn Owl,
"Tyto furcata (Temminck, 1827)",2,SPECIES,ACCEPTED,Tyto,2497905.0,Tyto furcata,9568884.0,NE,Tyto furcata,"(Temminck, 1827)",American Barn Owl,
"Glaucidium nubicola Robbins & Stiles, 1999",341,SPECIES,ACCEPTED,Glaucidium,2497151.0,Glaucidium nubicola,5232136.0,VU,Glaucidium nubicola,"Robbins & Stiles, 1999",Cloud-forest Pygmy Owl,
"Glaucidium jardinii (Bonaparte, 1855)",21,SPECIES,ACCEPTED,Glaucidium,2497151.0,Glaucidium jardinii,5232137.0,LC,Glaucidium jardinii,"(Bonaparte, 1855)",Andean Pygmy Owl,
"Megascops ingens (Salvin, 1897)",160,SPECIES,ACCEPTED,Megascops,2497318.0,Megascops ingens,2497328.0,LC,Megascops ingens,"(Salvin, 1897)",Rufescent Screech Owl,"Megascops ingens colombianus, 0.01910828025477707"
"Megascops colombianus (Traylor, 1952)",1,SPECIES,ACCEPTED,Megascops,2497318.0,Megascops colombianus,2497378.0,NT,Megascops colombianus,"(Traylor, 1952)",Rufescent Screech Owl,
"Megascops centralis (Hekstra, 1982)",21,SPECIES,ACCEPTED,Megascops,2497318.0,Megascops centralis,6101162.0,NE,Megascops centralis,"(Hekstra, 1982)",Chocó Screech Owl,
"Strix virgata (Cassin, 1849)",476,SPECIES,ACCEPTED,Strix,2497486.0,Strix virgata,2497440.0,LC,Strix virgata,"(Cassin, 1849)",Mottled Owl,"Strix virgata virgata, 0.014925373134328358"
"Strix albitarsis (Bonaparte, 1850)",1,SPECIES,ACCEPTED,Strix,2497486.0,Strix albitarsis,2497536.0,LC,Strix albitarsis,"(Bonaparte, 1850)",Rufous-banded Owl,
"Strix nigrolineata (P.L.Sclater, 1859)",206,SPECIES,ACCEPTED,Strix,2497486.0,Strix nigrolineata,4843093.0,LC,Strix nigrolineata,"(P.L.Sclater, 1859)",Black-and-white Owl,
"Lophostrix cristata (Daudin, 1800)",3,SPECIES,ACCEPTED,Lophostrix,2497872.0,Lophostrix cristata,2497873.0,LC,Lophostrix cristata,"(Daudin, 1800)",Crested Owl,
"Pulsatrix perspicillata (Latham, 1790)",6,SPECIES,ACCEPTED,Pulsatrix,2497877.0,Pulsatrix perspicillata,2497878.0,LC,Pulsatrix perspicillata,"(Latham, 1790)",Spectacled Owl,
"Bubo virginianus (J.F.Gmelin, 1788)",15,SPECIES,ACCEPTED,Bubo,5959091.0,Bubo virginianus,5959118.0,LC,Bubo virginianus,"(J.F.Gmelin, 1788)",Great Horned Owl,
"Asio stygius (Wagler, 1832)",270,SPECIES,ACCEPTED,Asio,8373955.0,Asio stygius,2497311.0,LC,Asio stygius,"(Wagler, 1832)",Stygian Owl,
"Crotophaga ani Linnaeus, 1758",1425,SPECIES,ACCEPTED,Crotophaga,2496208.0,Crotophaga ani,2496209.0,LC,Crotophaga ani,"Linnaeus, 1758",Smooth-billed Ani,
"Crotophaga major Gmelin, 1788",4,SPECIES,ACCEPTED,Crotophaga,2496208.0,Crotophaga major,2496210.0,LC,Crotophaga major,"Gmelin, 1788",Greater Ani,
"Crotophaga sulcirostris Swainson, 1827",4,SPECIES,ACCEPTED,Crotophaga,2496208.0,Crotophaga sulcirostris,2496211.0,LC,Crotophaga sulcirostris,"Swainson, 1827",Groove-billed Ani,
"Coccyzus erythropthalmus (A.Wilson, 1811)",8,SPECIES,ACCEPTED,Coccyzus,2496285.0,Coccyzus erythropthalmus,2496286.0,LC,Coccyzus erythropthalmus,"(A.Wilson, 1811)",Black-billed Cuckoo,
"Coccyzus lansbergi Bonaparte, 1850",7,SPECIES,ACCEPTED,Coccyzus,2496285.0,Coccyzus lansbergi,2496292.0,LC,Coccyzus lansbergi,"Bonaparte, 1850",Grey-capped Cuckoo,
"Coccyzus melacoryphus Vieillot, 1817",9,SPECIES,ACCEPTED,Coccyzus,2496285.0,Coccyzus melacoryphus,2496297.0,LC,Coccyzus melacoryphus,"Vieillot, 1817",Dark-billed Cuckoo,
"Piaya minuta (Vieillot, 1817)",1215,SPECIES,SYNONYM,Piaya,2496427.0,Piaya minuta,2496428.0,LC,Coccycua minuta,"(Vieillot, 1817)",Little Cuckoo,
"Piaya cayana (Linnaeus, 1766)",4915,SPECIES,ACCEPTED,Piaya,2496427.0,Piaya cayana,2496432.0,LC,Piaya cayana,"(Linnaeus, 1766)",Squirrel Cuckoo,"Piaya cayana nigricrissa, 0.0006107491856677524"
"Tapera naevia (Linnaeus, 1766)",100,SPECIES,ACCEPTED,Tapera,2496501.0,Tapera naevia,5231932.0,LC,Tapera naevia,"(Linnaeus, 1766)",Striped Cuckoo,
"Fulica ardesiaca Tschudi, 1843",1,SPECIES,ACCEPTED,Fulica,2474376.0,Fulica ardesiaca,2474383.0,LC,Fulica ardesiaca,"Tschudi, 1843",Andean Coot,
"Laterallus exilis (Temminck, 1831)",66,SPECIES,ACCEPTED,Laterallus,2474584.0,Laterallus exilis,2474589.0,LC,Laterallus exilis,"(Temminck, 1831)",Grey-breasted Crake,
"Laterallus albigularis (Lawrence, 1861)",1555,SPECIES,ACCEPTED,Laterallus,2474584.0,Laterallus albigularis,2474599.0,LC,Laterallus albigularis,"(Lawrence, 1861)",White-throated Crake,"Laterallus albigularis albigularis, 0.00128783000643915"
"Porzana carolina (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Porzana,2474604.0,Porzana carolina,2474639.0,LC,Porzana carolina,"(Linnaeus, 1758)",Sora (Bird),
"Rallus limicola Vieillot, 1819",1,SPECIES,ACCEPTED,Rallus,2474794.0,Rallus limicola,2474825.0,LC,Rallus limicola,"Vieillot, 1819",Virginia Rail,
"Porphyrio martinica (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Porphyrio,3242186.0,Porphyrio martinica,5228136.0,LC,Porphyrio martinica,"(Linnaeus, 1766)",American Purple Gallinule,
"Gallinula chloropus galeata (Lichtenstein, 1818)",1,SPECIES,SYNONYM,Gallinula,7918617.0,Gallinula chloropus,5228199.0,LC,Gallinula galeata,"(Lichtenstein & Mhc, 1818)",Common Gallinule,
"Butorides striata (Linnaeus, 1758)",643,SPECIES,ACCEPTED,Butorides,2480817.0,Butorides striata,2480824.0,LC,Butorides striata,"(Linnaeus, 1758)",Striated Heron,
"Bubulcus ibis (Linnaeus, 1758)",6256,SPECIES,ACCEPTED,Bubulcus,2480829.0,Bubulcus ibis,2480830.0,LC,Bubulcus ibis,"(Linnaeus, 1758)",Western Cattle Egret,
"Bubulcus ibis (Linnaeus, 1758)",62,SPECIES,SYNONYM,Bubulcus,2480829.0,Bubulcus ibis,2480830.0,NE,Ardea ibis,"Linnaeus, 1758",Western Cattle Egret,
"Nycticorax nycticorax (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Nycticorax,2480856.0,Nycticorax nycticorax,2480863.0,LC,Nycticorax nycticorax,"(Linnaeus, 1758)",Black-crowned Night Heron,
"Tigrisoma fasciatum (Such, 1825)",362,SPECIES,ACCEPTED,Tigrisoma,2480866.0,Tigrisoma fasciatum,2480868.0,LC,Tigrisoma fasciatum,"(Such, 1825)",Fasciated Tiger Heron,
"Egretta thula (Molina, 1782)",1811,SPECIES,ACCEPTED,Egretta,2480872.0,Egretta thula,2480873.0,LC,Egretta thula,"(Molina, 1782)",Snowy Egret,
"Egretta caerulea (Linnaeus, 1758)",116,SPECIES,ACCEPTED,Egretta,2480872.0,Egretta caerulea,2480894.0,LC,Egretta caerulea,"(Linnaeus, 1758)",Little Blue Heron,
"Ardea cocoi Linnaeus, 1766",8,SPECIES,ACCEPTED,Ardea,2480922.0,Ardea cocoi,2480951.0,LC,Ardea cocoi,"Linnaeus, 1766",Cocoi Heron,
"Ardea alba Linnaeus, 1758",538,SPECIES,ACCEPTED,Ardea,2480922.0,Ardea alba,9752617.0,LC,Ardea alba,"Linnaeus, 1758",Great Egret,
"Nyctanassa violacea (Linnaeus, 1758)",5,SPECIES,ACCEPTED,Nyctanassa,2480952.0,Nyctanassa violacea,2480953.0,LC,Nyctanassa violacea,"(Linnaeus, 1758)",Yellow-crowned Night Heron,"Nyctanassa violacea caliginis, 0.25"
"Elanus leucurus (Vieillot, 1818)",9,SPECIES,ACCEPTED,Elanus,2480366.0,Elanus leucurus,2480367.0,LC,Elanus leucurus,"(Vieillot, 1818)",White-tailed Kite,
"Leucopternis plumbeus Salvin, 1872",23,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis plumbeus,2480398.0,NT,Cryptoleucopteryx plumbea,"(Salvin, 1872)",Plumbeous Hawk,
"Leucopternis princeps P.L.Sclater, 1865",1567,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis princeps,2480401.0,LC,Morphnarchus princeps,"(P.L.Sclater, 1865)",Barred Hawk,
"Leucopternis occidentalis Salvin, 1876",3,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis occidentalis,2480405.0,EN,Pseudastur occidentalis,"(Salvin, 1876)",Grey-backed Hawk,
"Parabuteo unicinctus (Temminck, 1824)",5,SPECIES,ACCEPTED,Parabuteo,2480409.0,Parabuteo unicinctus,2480410.0,LC,Parabuteo unicinctus,"(Temminck, 1824)",Harris'S Hawk,
"Rostrhamus sociabilis (Vieillot, 1817)",47,SPECIES,ACCEPTED,Rostrhamus,2480414.0,Rostrhamus sociabilis,2480415.0,LC,Rostrhamus sociabilis,"(Vieillot, 1817)",Snail Kite,
"Elanoides forficatus (Linnaeus, 1758)",3705,SPECIES,ACCEPTED,Elanoides,2480460.0,Elanoides forficatus,2480461.0,LC,Elanoides forficatus,"(Linnaeus, 1758)",Swallow-tailed Kite,"Elanoides forficatus yetapa, 0.0016220600162206002"
"Buteo albigula Philippi, 1899",18,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo albigula,2480535.0,LC,Buteo albigula,"Philippi, 1899",White-throated Hawk,
"Buteo platypterus (Vieillot, 1823)",393,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo platypterus,2480538.0,LC,Buteo platypterus,"(Vieillot, 1823)",Broad-winged Hawk,
"Buteo polyosoma (Quoy & Gaimard, 1824)",42,SPECIES,SYNONYM,Buteo,2480517.0,Buteo polyosoma,2480552.0,LC,Geranoaetus polyosoma,"(Quoy & Gaimard, 1824)",Variable Hawk,
"Buteo brachyurus Vieillot, 1816",355,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo brachyurus,2480553.0,LC,Buteo brachyurus,"Vieillot, 1816",Short-tailed Hawk,"Buteo brachyurus brachyurus, 0.002824858757062147"
"Buteo nitidus (Latham, 1790)",49,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo nitidus,2480556.0,LC,Buteo nitidus,"(Latham, 1790)",Gray-lined Hawk,
"Chondrohierax uncinatus (Temminck, 1822)",1737,SPECIES,ACCEPTED,Chondrohierax,2480570.0,Chondrohierax uncinatus,2480571.0,LC,Chondrohierax uncinatus,"(Temminck, 1822)",Hook-billed Kite,
"Buteogallus urubitinga (Gmelin, 1788)",4,SPECIES,ACCEPTED,Buteogallus,2480650.0,Buteogallus urubitinga,2480657.0,LC,Buteogallus urubitinga,"(Gmelin, 1788)",Great Black Hawk,
"Spizaetus tyrannus (Wied-Neuwied, 1820)",12,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus tyrannus,2480672.0,LC,Spizaetus tyrannus,"(Wied-Neuwied, 1820)",Black Hawk-Eagle,
"Spizaetus ornatus (Daudin, 1800)",6,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus ornatus,2480679.0,NT,Spizaetus ornatus,"(Daudin, 1800)",Ornate Hawk-Eagle,
"Spizaetus isidori (Des Murs, 1845)",37,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus isidori,5788512.0,EN,Spizaetus isidori,"(Des Murs, 1845)",Black-and-chestnut Eagle,
"Spizaetus melanoleucus (Vieillot, 1816)",5,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus melanoleucus,5788513.0,LC,Spizaetus melanoleucus,"(Vieillot, 1816)",Black-and-white Hawk-Eagle,
"Harpagus bidentatus (Latham, 1790)",121,SPECIES,ACCEPTED,Harpagus,2480680.0,Harpagus bidentatus,5229191.0,LC,Harpagus bidentatus,"(Latham, 1790)",Double-toothed Kite,"Harpagus bidentatus fasciatus, 0.025423728813559324"
"Gampsonyx swainsonii Vigors, 1825",1,SPECIES,ACCEPTED,Gampsonyx,2480709.0,Gampsonyx swainsonii,2480710.0,LC,Gampsonyx swainsonii,"Vigors, 1825",Pearl Kite,
"Leptodon cayanensis (Latham, 1790)",484,SPECIES,ACCEPTED,Leptodon,2480711.0,Leptodon cayanensis,5229197.0,LC,Leptodon cayanensis,"(Latham, 1790)",Gray-headed Kite,"Leptodon cayanensis cayanensis, 0.002070393374741201"
"Ictinia plumbea (Gmelin, 1788)",31,SPECIES,ACCEPTED,Ictinia,2480718.0,Ictinia plumbea,2480720.0,LC,Ictinia plumbea,"(Gmelin, 1788)",Plumbeous Kite,
"Rupornis magnirostris (Gmelin, 1788)",3761,SPECIES,ACCEPTED,Rupornis,4850093.0,Rupornis magnirostris,5844398.0,LC,Rupornis magnirostris,"(Gmelin, 1788)",Roadside Hawk,"Rupornis magnirostris magnirostris, 0.0005320563979781857"
"Percnohierax leucorrhous (Quoy & Gaimard, 1824)",25,SPECIES,SYNONYM,Percnohierax,4852582.0,Percnohierax leucorrhous,6066303.0,LC,Parabuteo leucorrhous,"(Quoy & Gaimard, 1824)",White-rumped Hawk,
"Accipiter superciliosus (Linnaeus, 1766)",17,SPECIES,SYNONYM,Accipiter,9405810.0,Accipiter superciliosus,2480580.0,NE,Microspizias superciliosus,"(Linnaeus, 1766)",Tiny Hawk,
"Accipiter collaris P.L.Sclater, 1860",7,SPECIES,SYNONYM,Accipiter,9405810.0,Accipiter collaris,2480593.0,NE,Microspizias collaris,"(P.L.Sclater, 1860)",Semicollared Hawk,
"Accipiter bicolor (Vieillot, 1817)",306,SPECIES,ACCEPTED,Accipiter,9405810.0,Accipiter bicolor,2480599.0,LC,Accipiter bicolor,"(Vieillot, 1817)",Bicolored Hawk,"Accipiter bicolor bicolor, 0.006578947368421052"
"Accipiter ventralis P.L.Sclater, 1866",2,SPECIES,ACCEPTED,Accipiter,9405810.0,Accipiter ventralis,2480620.0,NE,Accipiter ventralis,"P.L.Sclater, 1866",Plain-breasted Hawk,
"Accipiter striatus Vieillot, 1808",218,SPECIES,ACCEPTED,Accipiter,9405810.0,Accipiter striatus,9740253.0,LC,Accipiter striatus,"Vieillot, 1808",Sharp-shinned Hawk,"Accipiter striatus ventralis, 0.009259259259259259"
"Cathartes aura (Linnaeus, 1758)",6494,SPECIES,ACCEPTED,Cathartes,2481927.0,Cathartes aura,2481930.0,LC,Cathartes aura,"(Linnaeus, 1758)",Turkey Vulture,
"Coragyps atratus (Bechstein, 1793)",8813,SPECIES,ACCEPTED,Coragyps,2481941.0,Coragyps atratus,2481942.0,LC,Coragyps atratus,"(Bechstein, 1793)",Black Vulture,
"Pandion haliaetus (Linnaeus, 1758)",48,SPECIES,ACCEPTED,Pandion,2480725.0,Pandion haliaetus,2480726.0,LC,Pandion haliaetus,"(Linnaeus, 1758)",Osprey,
"Caracara plancus (J.F.Miller, 1777)",2,SPECIES,ACCEPTED,Caracara,2480984.0,Caracara plancus,2480989.0,LC,Caracara plancus,"(J.F.Miller, 1777)",Crested Caracara,
"Falco rufigularis Daudin, 1800",540,SPECIES,ACCEPTED,Falco,2480996.0,Falco rufigularis,2481033.0,LC,Falco rufigularis,"Daudin, 1800",Bat Falcon,"Falco rufigularis petoensis, 0.0018552875695732839"
"Falco peregrinus Tunstall, 1771",22,SPECIES,ACCEPTED,Falco,2480996.0,Falco peregrinus,2481047.0,LC,Falco peregrinus,"Tunstall, 1771",Peregrine Falcon,
"Falco sparverius Linnaeus, 1758",180,SPECIES,ACCEPTED,Falco,2480996.0,Falco sparverius,9685907.0,LC,Falco sparverius,"Linnaeus, 1758",American Kestrel,
"Falco columbarius Linnaeus, 1758",1,SPECIES,ACCEPTED,Falco,2480996.0,Falco columbarius,9813242.0,LC,Falco columbarius,"Linnaeus, 1758",Merlin (Bird),
"Herpetotheres cachinnans (Linnaeus, 1758)",1009,SPECIES,ACCEPTED,Herpetotheres,2481070.0,Herpetotheres cachinnans,2481071.0,LC,Herpetotheres cachinnans,"(Linnaeus, 1758)",Laughing Falcon,
"Micrastur ruficollis (Vieillot, 1817)",290,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur ruficollis,2481082.0,LC,Micrastur ruficollis,"(Vieillot, 1817)",Barred Forest Falcon,"Micrastur ruficollis interstes, 0.006944444444444444"
"Micrastur plumbeus W.L.Sclater, 1918",8,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur plumbeus,2481086.0,VU,Micrastur plumbeus,"W.L.Sclater, 1918",Plumbeous Forest Falcon,
"Micrastur semitorquatus (Vieillot, 1817)",249,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur semitorquatus,2481088.0,LC,Micrastur semitorquatus,"(Vieillot, 1817)",Collared Forest Falcon,
"Tachybaptus dominicus (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Tachybaptus,2482040.0,Tachybaptus dominicus,2482044.0,LC,Tachybaptus dominicus,"(Linnaeus, 1766)",Least Grebe,
"Podilymbus podiceps (Linnaeus, 1758)",5,SPECIES,ACCEPTED,Podilymbus,2482075.0,Podilymbus podiceps,2482077.0,LC,Podilymbus podiceps,"(Linnaeus, 1758)",Pied-billed Grebe,
"Tringa solitaria A.Wilson, 1813",22,SPECIES,ACCEPTED,Tringa,2481709.0,Tringa solitaria,2481710.0,LC,Tringa solitaria,"A.Wilson, 1813",Solitary Sandpiper,
"Tringa flavipes (J.F.Gmelin, 1789)",1,SPECIES,ACCEPTED,Tringa,2481709.0,Tringa flavipes,2481721.0,LC,Tringa flavipes,"(J.F.Gmelin, 1789)",Lesser Yellowlegs,
"Calidris minutilla (Vieillot, 1819)",4,SPECIES,ACCEPTED,Calidris,2481739.0,Calidris minutilla,2481745.0,LC,Calidris minutilla,"(Vieillot, 1819)",Least Sandpiper,
"Calidris bairdii (Coues, 1861)",1,SPECIES,ACCEPTED,Calidris,2481739.0,Calidris bairdii,2481770.0,LC,Calidris bairdii,"(Coues, 1861)",Baird'S Sandpiper,
"Actitis macularius (Linnaeus, 1766)",733,SPECIES,ACCEPTED,Actitis,2481797.0,Actitis macularius,2481798.0,LC,Actitis macularius,"(Linnaeus, 1766)",Spotted Sandpiper,
"Leucophaeus atricilla (Linnaeus, 1758)",9,SPECIES,ACCEPTED,Leucophaeus,4352369.0,Leucophaeus atricilla,6065844.0,NE,Leucophaeus atricilla,"(Linnaeus, 1758)",Laughing Gull,
"Chroicocephalus serranus (Tschudi, 1844)",6,SPECIES,ACCEPTED,Chroicocephalus,4848452.0,Chroicocephalus serranus,6065825.0,NE,Chroicocephalus serranus,"(Tschudi, 1844)",Andean Gull,
"Vanellus chilensis (Molina, 1782)",1184,SPECIES,ACCEPTED,Vanellus,3242344.0,Vanellus chilensis,5229146.0,LC,Vanellus chilensis,"(Molina, 1782)",Southern Lapwing,
"Anhinga anhinga (Linnaeus, 1766)",5,SPECIES,ACCEPTED,Anhinga,2482079.0,Anhinga anhinga,2482082.0,LC,Anhinga anhinga,"(Linnaeus, 1766)",Anhinga,
"Fregata magnificens Mathews, 1914",1,SPECIES,ACCEPTED,Fregata,2480184.0,Fregata magnificens,2480189.0,LC,Fregata magnificens,"Mathews, 1914",Magnificent Frigatebird,
"Phalacrocorax brasilianus (Gmelin, 1789)",733,SPECIES,SYNONYM,Phalacrocorax,2481854.0,Phalacrocorax brasilianus,9399113.0,LC,Nannopterum brasilianum,"(J.F.Gmelin, 1789)",Neotropic Cormorant,
"Eurypyga helias (Pallas, 1781)",1530,SPECIES,ACCEPTED,Eurypyga,2474331.0,Eurypyga helias,2474332.0,LC,Eurypyga helias,"(Pallas, 1781)",Sunbittern,"Eurypyga helias major, 0.003278688524590164"
