taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6087916	Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884	6087916	Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Henicorhina	2493955	Henicorhina leucophrys	2493957	
2480138	Touit dilectissimus (P.L.Sclater & Salvin, 1871)	2480138	Touit dilectissimus (P.L.Sclater & Salvin, 1871)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Touit	2480121	Touit dilectissimus	2480138	LC
2483497	Myiodynastes maculatus (Statius Muller, 1776)	2483497	Myiodynastes maculatus (Statius Muller, 1776)	317	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiodynastes	2483488	Myiodynastes maculatus	2483497	LC
5228729	Picumnus olivaceus harterti Hellmayr, 1909	5228729	Picumnus olivaceus harterti Hellmayr, 1909	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Picumnus	2477643	Picumnus olivaceus	5228725	
2485950	Dendrocincla fuliginosa (Vieillot, 1818)	2485950	Dendrocincla fuliginosa (Vieillot, 1818)	2542	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocincla	2485949	Dendrocincla fuliginosa	2485950	LC
5228236	Galbula ruficauda Cuvier, 1816	5228236	Galbula ruficauda Cuvier, 1816	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Galbulidae	5244	Galbula	7772409	Galbula ruficauda	5228236	LC
6542626	Momotus subrufescens argenticinctus Sharpe, 1892	6542626	Momotus subrufescens argenticinctus Sharpe, 1892	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Momotus	2475289	Momotus subrufescens	7342297	
2480461	Elanoides forficatus (Linnaeus, 1758)	2480461	Elanoides forficatus (Linnaeus, 1758)	3699	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461	LC
2488498	Piranga flava (Vieillot, 1822)	2488498	Piranga flava (Vieillot, 1822)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga flava	2488498	LC
2496078	Leptotila pallida von Berlepsch & Taczanowski, 1884	2496078	Leptotila pallida von Berlepsch & Taczanowski, 1884	712	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Leptotila	2496059	Leptotila pallida	2496078	LC
5230952	Saltator atripennis P.L.Sclater, 1857	5230952	Saltator atripennis P.L.Sclater, 1857	4792	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Saltator	5428759	Saltator atripennis	5230952	LC
6086489	Myadestes ralloides plumbeiceps Hellmayr, 1921	6086489	Myadestes ralloides plumbeiceps Hellmayr, 1921	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Myadestes	2490834	Myadestes ralloides	2490848	
7728532	Phylloscartes flaveola (Lichtenstein, 1823)	2483845	Capsiempis flaveola (Lichtenstein, 1823)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Capsiempis	2483844	Capsiempis flaveola	2483845	NE
6093202	Setophaga castanea (A.Wilson, 1810)	6093202	Setophaga castanea (A.Wilson, 1810)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga castanea	6093202	LC
2491185	Catamenia analis (d'Orbigny & Lafresnaye, 1837)	2491185	Catamenia analis (d'Orbigny & Lafresnaye, 1837)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Catamenia	2491184	Catamenia analis	2491185	LC
2481937	Mycteria americana Linnaeus, 1758	2481937	Mycteria americana Linnaeus, 1758	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Mycteria	2481934	Mycteria americana	2481937	LC
2480989	Caracara plancus (J.F.Miller, 1777)	2480989	Caracara plancus (J.F.Miller, 1777)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Caracara	2480984	Caracara plancus	2480989	LC
2487484	Vireolanius leucotis (Swainson, 1838)	2487484	Vireolanius leucotis (Swainson, 1838)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireolanius	2487482	Vireolanius leucotis	2487484	LC
2488153	Tangara johannae (Dalmas, 1900)	2488153	Tangara johannae (Dalmas, 1900)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara johannae	2488153	NT
7191376	Laterallus albigularis albigularis	7191376	Laterallus albigularis albigularis	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Laterallus	2474584	Laterallus albigularis	2474599	
2476948	Heliodoxa jacula Gould, 1850	2476948	Heliodoxa jacula Gould, 1850	5886	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Heliodoxa	2476930	Heliodoxa jacula	2476948	LC
2483801	Lathrotriccus griseipectus (Lawrence, 1869)	2483801	Lathrotriccus griseipectus (Lawrence, 1869)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Lathrotriccus	2483791	Lathrotriccus griseipectus	2483801	VU
2480951	Ardea cocoi Linnaeus, 1766	2480951	Ardea cocoi Linnaeus, 1766	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea cocoi	2480951	LC
2483647	Pyrocephalus rubinus (Boddaert, 1783)	2483647	Pyrocephalus rubinus (Boddaert, 1783)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Pyrocephalus	2483646	Pyrocephalus rubinus	2483647	LC
2476718	Anthracothorax nigricollis (Vieillot, 1817)	2476718	Anthracothorax nigricollis (Vieillot, 1817)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Anthracothorax	2476712	Anthracothorax nigricollis	2476718	LC
2480367	Elanus leucurus (Vieillot, 1818)	2480367	Elanus leucurus (Vieillot, 1818)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanus	2480366	Elanus leucurus	2480367	LC
2480553	Buteo brachyurus Vieillot, 1816	2480553	Buteo brachyurus Vieillot, 1816	354	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo brachyurus	2480553	LC
2483882	Poecilotriccus ruficeps (Kaup, 1852)	2483882	Poecilotriccus ruficeps (Kaup, 1852)	34	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Poecilotriccus	2483869	Poecilotriccus ruficeps	2483882	LC
5230928	Saltator striatipectus Lafresnaye, 1847	5230928	Saltator striatipectus Lafresnaye, 1847	134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Saltator	5428759	Saltator striatipectus	5230928	LC
6173672	Sporophila corvina ophthalmica (P.L.Sclater, 1860)	6173672	Sporophila corvina ophthalmica (P.L.Sclater, 1860)	13	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila corvina	2491356	
2489641	Geothlypis semiflava P.L.Sclater, 1860	2489641	Geothlypis semiflava P.L.Sclater, 1860	802	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis semiflava	2489641	LC
5844398	Rupornis magnirostris (Gmelin, 1788)	5844398	Rupornis magnirostris (Gmelin, 1788)	3759	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Rupornis	4850093	Rupornis magnirostris	5844398	LC
6172046	Piranga leucoptera ardens (Tschudi, 1844)	6172046	Piranga leucoptera ardens (Tschudi, 1844)	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga leucoptera	2488493	
6174323	Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)	6174323	Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Pyrrhomyias	2483913	Pyrrhomyias cinnamomeus	2483914	
7949914	Thalurania colombica verticeps (Gould, 1851)	7949914	Thalurania colombica verticeps (Gould, 1851)	34	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Thalurania	2476526	Thalurania colombica	2476528	
11062474	Vireo chivi griseobarbatus (Berlepsch & Taczanowski, 1884)	6090470	Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	
2483261	Todirostrum nigriceps P.L.Sclater, 1855	2483261	Todirostrum nigriceps P.L.Sclater, 1855	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Todirostrum	2483258	Todirostrum nigriceps	2483261	LC
5229797	Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)	5229797	Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiophobus	5229779	Myiophobus phoenicomitra	5229797	LC
6175906	Baryphthengus martii semirufus (P.L.Sclater, 1853)	6175906	Baryphthengus martii semirufus (P.L.Sclater, 1853)	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Baryphthengus	2475268	Baryphthengus martii	2475270	
5788842	Arremon castaneiceps (P.L.Sclater, 1860)	5788842	Arremon castaneiceps (P.L.Sclater, 1860)	219	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Arremon	2491613	Arremon castaneiceps	5788842	NT
7191813	Syndactyla subalaris subalaris	7191813	Syndactyla subalaris subalaris	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Syndactyla	2485356	Syndactyla subalaris	2485362	
11102603	Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)	11102603	Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Asemospiza	7666090	Asemospiza obscura	11049909	
2495891	Columbina cruziana (Prévost, 1842)	2495891	Columbina cruziana (Prévost, 1842)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina cruziana	2495891	LC
5845228	Campylorhynchus zonatus brevirostris Lafresnaye, 1845	5845228	Campylorhynchus zonatus brevirostris Lafresnaye, 1845	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Campylorhynchus	2493929	Campylorhynchus zonatus	5231469	
9042377	Spinus psaltria colombianus (Lafresnaye, 1843)	9042377	Spinus psaltria colombianus (Lafresnaye, 1843)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus psaltria	5231647	
7646544	Myiothlypis coronata (Tschudi, 1844)	7646544	Myiothlypis coronata (Tschudi, 1844)	133	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Myiothlypis	7341612	Myiothlypis coronata	7646544	LC
2480657	Buteogallus urubitinga (Gmelin, 1788)	2480657	Buteogallus urubitinga (Gmelin, 1788)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteogallus	2480650	Buteogallus urubitinga	2480657	LC
2490848	Myadestes ralloides (Orbigny, 1840)	2490848	Myadestes ralloides (Orbigny, 1840)	1793	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Myadestes	2490834	Myadestes ralloides	2490848	LC
5229754	Contopus sordidulus P.L.Sclater, 1859	5229754	Contopus sordidulus P.L.Sclater, 1859	1404	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Contopus	2483729	Contopus sordidulus	5229754	LC
5230348	Pachyramphus versicolor (Hartlaub, 1843)	5230348	Pachyramphus versicolor (Hartlaub, 1843)	75	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pachyramphus	2486256	Pachyramphus versicolor	5230348	LC
11014529	Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)	11014529	Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)	26	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Stilpnia	8198888	Stilpnia cyanicollis	10992187	
2484419	Amblycercus holosericeus (Deppe, 1830)	2484419	Amblycercus holosericeus (Deppe, 1830)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Amblycercus	2484418	Amblycercus holosericeus	2484419	LC
7506330	Cryptoleucopteryx plumbea (Salvin, 1872)	2480398	Leucopternis plumbeus Salvin, 1872	23	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Leucopternis	2480394	Leucopternis plumbeus	2480398	NT
2480824	Butorides striata (Linnaeus, 1758)	2480824	Butorides striata (Linnaeus, 1758)	643	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Butorides	2480817	Butorides striata	2480824	LC
2482216	Penelope ortoni Salvin, 1874	2482216	Penelope ortoni Salvin, 1874	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Cracidae	5237	Penelope	2482191	Penelope ortoni	2482216	EN
2489203	Stelgidopteryx ruficollis (Vieillot, 1817)	2489203	Stelgidopteryx ruficollis (Vieillot, 1817)	4289	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Stelgidopteryx	2489200	Stelgidopteryx ruficollis	2489203	LC
9740253	Accipiter striatus Vieillot, 1808	9740253	Accipiter striatus Vieillot, 1808	216	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter striatus	9740253	LC
2478979	Eubucco bourcierii (Lafresnaye, 1845)	2478979	Eubucco bourcierii (Lafresnaye, 1845)	6334	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Capitonidae	3242201	Eubucco	2478968	Eubucco bourcierii	2478979	LC
2483490	Myiodynastes chrysocephalus (Tschudi, 1844)	2483490	Myiodynastes chrysocephalus (Tschudi, 1844)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiodynastes	2483488	Myiodynastes chrysocephalus	2483490	LC
6089502	Grallaria guatimalensis regulus P.L.Sclater, 1860	6089502	Grallaria guatimalensis regulus P.L.Sclater, 1860	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria guatimalensis	2490529	
10969016	Uranomitra franciae viridiceps (Gould, 1860)	10969016	Uranomitra franciae viridiceps (Gould, 1860)	17	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Uranomitra	4849137	Uranomitra franciae	10912964	
10925050	Polyerata rosenbergi Boucard, 1895	10925050	Polyerata rosenbergi Boucard, 1895	49	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Polyerata	4849016	Polyerata rosenbergi	10925050	NE
2487672	Manacus manacus (Linnaeus, 1766)	2487672	Manacus manacus (Linnaeus, 1766)	85	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pipridae	5270	Manacus	2487665	Manacus manacus	2487672	LC
2484046	Phyllomyias cinereiceps (P.L.Sclater, 1860)	2484046	Phyllomyias cinereiceps (P.L.Sclater, 1860)	364	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Phyllomyias	2484032	Phyllomyias cinereiceps	2484046	LC
2490224	Taraba major (Vieillot, 1816)	2490224	Taraba major (Vieillot, 1816)	423	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Taraba	2490223	Taraba major	2490224	LC
5843937	Geotrygon purpurata (Salvin, 1878)	5843937	Geotrygon purpurata (Salvin, 1878)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Geotrygon	2496103	Geotrygon purpurata	5843937	EN
6174501	Todirostrum cinereum sclateri (Cabanis & Heine, 1859)	6174501	Todirostrum cinereum sclateri (Cabanis & Heine, 1859)	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Todirostrum	2483258	Todirostrum cinereum	2483274	
2490523	Grallaria ruficapilla Lafresnaye, 1842	2490523	Grallaria ruficapilla Lafresnaye, 1842	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria ruficapilla	2490523	LC
2490999	Scytalopus vicinior Zimmer, 1939	2490999	Scytalopus vicinior Zimmer, 1939	327	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Scytalopus	2490976	Scytalopus vicinior	2490999	LC
5229534	Mionectes striaticollis (Orbigny & Lafresnaye, 1837)	5229534	Mionectes striaticollis (Orbigny & Lafresnaye, 1837)	274	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Mionectes	2482811	Mionectes striaticollis	5229534	LC
5229760	Contopus fumigatus (Orbigny & Lafresnaye, 1837)	5229760	Contopus fumigatus (Orbigny & Lafresnaye, 1837)	840	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Contopus	2483729	Contopus fumigatus	5229760	LC
7191462	Megaceryle torquata torquata	7191462	Megaceryle torquata torquata	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Megaceryle	2475462	Megaceryle torquata	2475466	LC
2485265	Thripadectes holostictus (P.L.Sclater & Salvin, 1876)	2485265	Thripadectes holostictus (P.L.Sclater & Salvin, 1876)	88	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Thripadectes	2485254	Thripadectes holostictus	2485265	LC
2488517	Piranga olivacea (J.F.Gmelin, 1789)	2488517	Piranga olivacea (J.F.Gmelin, 1789)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga olivacea	2488517	LC
5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Eriocnemis	2476643	Eriocnemis nigrivestis	5228530	EN
6179015	Amazilia tzacatl jucunda (Heine, 1863)	6179015	Amazilia tzacatl jucunda (Heine, 1863)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Amazilia	2476407	Amazilia tzacatl	2476441	
7340691	Henicorhina leucophrys leucophrys	7340691	Henicorhina leucophrys leucophrys	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Henicorhina	2493955	Henicorhina leucophrys	2493957	
7852616	Euchrepomis callinota callinota	2490016	Terenura callinota (P.L.Sclater, 1855)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Terenura	2490011	Terenura callinota	2490016	
2497378	Megascops colombianus (Traylor, 1952)	2497378	Megascops colombianus (Traylor, 1952)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Megascops	2497318	Megascops colombianus	2497378	NT
10729360	Columba livia var. domestica J.F.Gmelin, 1789	10729360	Columba livia var. domestica J.F.Gmelin, 1789	15	VARIETY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	
10809442	Dryobates fumigatus (d'Orbigny, 1840)	9000455	Leuconotopicus fumigatus (d'Orbigny, 1840)	2282	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Leuconotopicus	4845041	Leuconotopicus fumigatus	9000455	NE
11081628	Stilpnia vitriolina (Cabanis, 1851)	11081628	Stilpnia vitriolina (Cabanis, 1851)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Stilpnia	8198888	Stilpnia vitriolina	11081628	NE
2476219	Heliothryx barroti (Bourcier, 1843)	2476219	Heliothryx barroti (Bourcier, 1843)	676	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Heliothryx	2476218	Heliothryx barroti	2476219	LC
5229761	Contopus fumigatus zarumae (Chapman, 1924)	5229761	Contopus fumigatus zarumae (Chapman, 1924)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Contopus	2483729	Contopus fumigatus	5229760	
2485239	Sclerurus guatemalensis (Hartlaub, 1844)	2485239	Sclerurus guatemalensis (Hartlaub, 1844)	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Sclerurus	2485208	Sclerurus guatemalensis	2485239	LC
6171562	Thripadectes holostictus striatidorsus (Berlepsch & Taczanowski, 1884)	6171562	Thripadectes holostictus striatidorsus (Berlepsch & Taczanowski, 1884)	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Thripadectes	2485254	Thripadectes holostictus	2485265	
2497873	Lophostrix cristata (Daudin, 1800)	2497873	Lophostrix cristata (Daudin, 1800)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Lophostrix	2497872	Lophostrix cristata	2497873	LC
5231469	Campylorhynchus zonatus (Lesson, 1832)	5231469	Campylorhynchus zonatus (Lesson, 1832)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Campylorhynchus	2493929	Campylorhynchus zonatus	5231469	LC
11254200	Chlorophonia cyanocephala pelzelni (P.L.Sclater, 1886)	6172103	Euphonia cyanocephala pelzelni P.L.Sclater, 1886	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia cyanocephala	2488023	
6174866	Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896	6174866	Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896	23	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis nigricans	2483612	
2483511	Camptostoma obsoletum (Temminck, 1824)	2483511	Camptostoma obsoletum (Temminck, 1824)	1804	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Camptostoma	2483506	Camptostoma obsoletum	2483511	LC
5788720	Buthraupis edwardsi D.G.Elliot, 1865	2488336	Bangsia edwardsi (D.G.Elliot, 1865)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Bangsia	2488329	Bangsia edwardsi	2488336	NE
6172170	Dacnis lineata aequatorialis Berlepsch & Taczanowski, 1884	9167607	Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Dacnis	2488348	Dacnis egregia	6100781	
6176765	Eurypyga helias major Hartlaub, 1844	6176765	Eurypyga helias major Hartlaub, 1844	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Eurypygiformes	8481794	Eurypygidae	5710	Eurypyga	2474331	Eurypyga helias	2474332	
2488644	Iridosornis rufivertex (Lafresnaye, 1842)	2488644	Iridosornis rufivertex (Lafresnaye, 1842)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Iridosornis	2488643	Iridosornis rufivertex	2488644	LC
2488703	Chlorospingus flavigularis (P.L.Sclater, 1852)	2488703	Chlorospingus flavigularis (P.L.Sclater, 1852)	5302	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Chlorospingus	2488700	Chlorospingus flavigularis	2488703	LC
5229832	Cacicus cela (Linnaeus, 1758)	5229832	Cacicus cela (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Cacicus	2484110	Cacicus cela	5229832	LC
2490776	Turdus maculirostris Berlepsch & Taczanowski, 1884	2490776	Turdus maculirostris Berlepsch & Taczanowski, 1884	7381	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus maculirostris	2490776	LC
