,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
443,"Hemithraupis guira (Linnaeus, 1766)","Hemithraupis guira (Linnaeus, 1766)",2288,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Hemithraupis,3241506.0,Hemithraupis guira,2488072.0,LC,,Hemithraupis guira,,"(Linnaeus, 1766)",13837,34916.0,32808,guitan1,Hemithraupis guira,Hemithraupis guira,Guira Tanager,Guira Tanager,species,Species,,Hemithraupis,Thraupidae,,Hemithraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,SA : widespread,
444,"Chalcothraupis ruficervix (Prévost & Des Murs, 1842)","Chalcothraupis ruficervix (Prévost & Des Murs, 1842)",3047,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chalcothraupis,4844667.0,Chalcothraupis ruficervix,10985391.0,NE,,Chalcothraupis ruficervix,,"(Prévost & Des Murs, 1842)",5728,34694.0,33762,gontan1,Chalcothraupis ruficervix,Chalcothraupis ruficervix,Golden-naped Tanager,Golden-naped Tanager,species,Species,,Chalcothraupis,Thraupidae,,Chalcothraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Prévost & des Murs, 1842)",,,,,SA : Colombia to nw Bolivia,
445,"Rauenia bonariensis (J.F.Gmelin, 1789)","Rauenia bonariensis (J.F.Gmelin, 1789)",23,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rauenia,4845719.0,Rauenia bonariensis,11345373.0,NE,,Rauenia bonariensis,,"(J.F.Gmelin, 1789)",25968,34631.0,33609,baytan3,Rauenia bonariensis,Rauenia bonariensis,Blue-and-yellow Tanager,Blue-and-yellow Tanager,species,Species,,Rauenia,Thraupidae,,Rauenia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Gmelin, JF, 1789)",,,,,"SA : w, se",
446,"Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)","Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",161,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporathraupis,4845721.0,Sporathraupis cyanocephala,8965072.0,LC,,Sporathraupis cyanocephala,,"(d'Orbigny & Lafresnaye, 1837)",27871,34554.0,33630,blctan2,Sporathraupis cyanocephala,Sporathraupis cyanocephala,Blue-capped Tanager,Blue-capped Tanager,species,Species,,Sporathraupis,Thraupidae,,Sporathraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,"SA : w, n",
447,"Geospizopsis plebejus (Tschudi, 1844)","Geospizopsis plebejus (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Geospizopsis,4848401.0,Geospizopsis plebejus,9635084.0,LC,,Geospizopsis plebejus,,"(Tschudi, 1844)",12799,35097.0,33477,absfin1,Geospizopsis plebejus,Geospizopsis plebejus,Ash-breasted Sierra Finch,Ash-breasted Sierra Finch,species,Species,,Geospizopsis,Thraupidae,,Geospizopsis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Tschudi, 1844)",,,,,"SA : w, sw",
448,"Sphenopsis frontalis (Tschudi, 1844)","Sphenopsis frontalis (Tschudi, 1844)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis frontalis,9370602.0,LC,,Sphenopsis frontalis,,"(Tschudi, 1844)",27679,34388.0,33309,olehem1,Sphenopsis frontalis,Sphenopsis frontalis,Oleaginous Hemispingus,Oleaginous Hemispingus,species,Species,,Sphenopsis,Thraupidae,,Sphenopsis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Tschudi, 1844)",,,,,SA : Venezuela to Peru,
449,"Sphenopsis melanotis (P.L.Sclater, 1855)","Sphenopsis melanotis (P.L.Sclater, 1855)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis melanotis,9398243.0,LC,,Sphenopsis melanotis,,"(P.L.Sclater, 1855)",27685,34394.0,33315,blehem1,Sphenopsis melanotis,Sphenopsis melanotis,Black-eared Hemispingus,Black-eared Hemispingus,species,Species,,Sphenopsis,Thraupidae,,Sphenopsis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1855)",,,,,SA : w Venezuela to wc Bolivia,
450,"Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)","Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis ochracea,11072745.0,LC,,Sphenopsis ochracea,,"(Berlepsch & Taczanowski, 1884)",27692,,33319,,,Sphenopsis ochracea,,Western Hemispingus,,Species,,,,,Sphenopsis,Thraupidae,,Passeriformes,,"(Berlepsch & Taczanowski, 1884)",,,,,SA : sw Colombia and w Ecuador,
451,"Ixothraupis rufigula (Bonaparte, 1851)","Ixothraupis rufigula (Bonaparte, 1851)",1980,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,LC,Tangara rufigula,Ixothraupis rufigula,"(Bonaparte, 1851)","(Bonaparte, 1851)",14907,34676.0,33744,ruttan1,Ixothraupis rufigula,Ixothraupis rufigula,Rufous-throated Tanager,Rufous-throated Tanager,species,Species,,Ixothraupis,Thraupidae,,Ixothraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Bonaparte, 1851)",,,,Andes of western Colombia and western Ecuador (southward to El Oro),SA : Colombia and Ecuador,
452,"Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)","Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)",2535,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Loriotus,4852603.0,Loriotus luctuosus,10802560.0,NE,,Loriotus luctuosus,,"(d'Orbigny & Lafresnaye, 1837)",16463,34471.0,33117,whstan1,Loriotus luctuosus,Loriotus luctuosus,White-shouldered Tanager,White-shouldered Tanager,species,Species,,Loriotus,Thraupidae,,Loriotus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,"MA, SA : Honduras to Bolivia",
453,"Chlorornis riefferii (Boissonneau, 1840)","Chlorornis riefferii (Boissonneau, 1840)",62,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorornis,5230634.0,Chlorornis riefferii,5230635.0,LC,,Chlorornis riefferii,,"(Boissonneau, 1840)",6106,34566.0,33642,grgtan1,Chlorornis riefferii,Chlorornis riefferii,Grass-green Tanager,Grass-green Tanager,species,Species,,Chlorornis,Thraupidae,,Chlorornis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Boissonneau, 1840)",,,,,SA : Colombia to Bolivia,
454,"Saltator striatipectus Lafresnaye, 1847","Saltator striatipectus Lafresnaye, 1847",134,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator striatipectus,5230928.0,LC,,Saltator striatipectus,,"Lafresnaye, 1847",26594,35530.0,32897,strsal1,Saltator striatipectus,Saltator striatipectus,Streaked Saltator,Streaked Saltator,species,Species,,Saltator,Thraupidae,,Saltator,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1847",,,,,"MA, SA : Costa Rica to Peru",
455,"Saltator maximus (P.L.S.Müller, 1776)","Saltator maximus (P.L.S.Müller, 1776)",6343,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,LC,,Saltator maximus,,"(P.L.S.Müller, 1776)",26577,35494.0,32911,butsal1,Saltator maximus,Saltator maximus,Buff-throated Saltator,Buff-throated Saltator,species,Species,,Saltator,Thraupidae,,Saltator,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Müller, PLS, 1776)",,,,,"MA, SA : widespread",
456,Saltator maximus maximus,Saltator maximus maximus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,,,Saltator maximus maximus,,,26582,35499.0,32916,butsal6,Saltator maximus maximus,Saltator maximus maximus,,,subspecies,ssp,Saltator maximus,Saltator,Thraupidae,Saltator maximus,Saltator,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Müller, PLS, 1776)",,,,"eastern Colombia to Venezuela, the Guianas, Brazil, central and eastern Bolivia (La Paz to Santa Cruz), and Paraguay","Colombia, w Ecuador, Venezuela and the Guianas, w Amazonia and e Brazil",
457,"Saltator atripennis P.L.Sclater, 1857","Saltator atripennis P.L.Sclater, 1857",4792,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator atripennis,5230952.0,LC,,Saltator atripennis,,"P.L.Sclater, 1857",26549,35500.0,32917,blwsal1,Saltator atripennis,Saltator atripennis,Black-winged Saltator,Black-winged Saltator,species,Species,,Saltator,Thraupidae,,Saltator,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1857",,,,,"SA : w, c Colombia and w Ecuador",
458,"Saltator grossus (Linnaeus, 1767)","Saltator grossus (Linnaeus, 1767)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator grossus,5230955.0,LC,,Saltator grossus,,"(Linnaeus, 1767)",26573,35557.0,32927,slcgro1,Saltator grossus,Saltator grossus,Slate-colored Grosbeak,Slate-colored Grosbeak,species,Species,,Saltator,Thraupidae,,Saltator,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"MA, SA : Honduras to sw Ecuador and Amazonia",
459,"Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)","Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)",1310,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,LC,,Asemospiza obscura,,"(d'Orbigny & Lafresnaye, 1837)",2811,35443.0,33030,ducgra2,Asemospiza obscura,Asemospiza obscura,Dull-colored Grassquit,Dull-colored Grassquit,species,Species,,Asemospiza,Thraupidae,,Asemospiza,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,SA : Venezuela to n Argentina,
460,"Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)","Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,,,Asemospiza obscura pauper,,"(Berlepsch & Taczanowski, 1884)",2815,35445.0,33032,ducgra3,Asemospiza obscura pauper,Asemospiza obscura pauper,,,subspecies,ssp,Asemospiza obscura,Asemospiza,Thraupidae,Asemospiza obscura,Asemospiza,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Berlepsch & Taczanowski, 1884)",,,,far southern Colombia (Nariño) to Ecuador and northwestern Peru,sw Colombia to n Peru,
461,"Poecilostreptus palmeri (Hellmayr, 1909)","Poecilostreptus palmeri (Hellmayr, 1909)",105,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Poecilostreptus,7813472.0,Poecilostreptus palmeri,11090140.0,NE,,Poecilostreptus palmeri,,"(Hellmayr, 1909)",23683,34704.0,33771,gagtan1,Poecilostreptus palmeri,Poecilostreptus palmeri,Gray-and-gold Tanager,Grey-and-gold Tanager,species,Species,,Poecilostreptus,Thraupidae,,Poecilostreptus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Hellmayr, 1909)",,,,humid foothills of eastern Panama to northwestern Ecuador (Pichincha),"MA, SA : Panama to Ecuador",
462,"Stilpnia heinei (Cabanis, 1851)","Stilpnia heinei (Cabanis, 1851)",590,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia heinei,10913109.0,NE,,Stilpnia heinei,,"(Cabanis, 1851)",28187,34711.0,33812,blctan1,Stilpnia heinei,Stilpnia heinei,Black-capped Tanager,Black-capped Tanager,species,Species,,Stilpnia,Thraupidae,,Stilpnia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Cabanis, 1851)",,,,mountains of northern Colombia to northern Venezuela and northern Ecuador,SA : Venezuela to Ecuador,
463,"Stilpnia larvata (Du Bus de Gisignies, 1846)","Stilpnia larvata (Du Bus de Gisignies, 1846)",60,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia larvata,10955666.0,NE,,Stilpnia larvata,,"(Du Bus de Gisignies, 1846)",28188,34734.0,33813,gohtan1,Stilpnia larvata,Stilpnia larvata,Golden-hooded Tanager,Golden-hooded Tanager,species,Species,,Stilpnia,Thraupidae,,Stilpnia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Du Bus de Gisignies, 1846)",,,,,"MA, SA : s Mexico to Ecuador",
464,"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)","Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",7358,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,LC,Tangara cyanicollis,Stilpnia cyanicollis,"(d'Orbigny & Lafresnaye, 1837)","(d'Orbigny & Lafresnaye, 1837)",28176,34739.0,33818,blntan1,Stilpnia cyanicollis,Stilpnia cyanicollis,Blue-necked Tanager,Blue-necked Tanager,species,Species,,Stilpnia,Thraupidae,,Stilpnia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,SA : Amazonia,
465,"Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)","Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)",26,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,,,Stilpnia cyanicollis cyanopygia,,"(Berlepsch & Taczanowski, 1884)",28180,34743.0,33822,buntan4,Stilpnia cyanicollis cyanopygia,Stilpnia cyanicollis cyanopygia,,,subspecies,ssp,Stilpnia cyanicollis,Stilpnia,Thraupidae,Stilpnia cyanicollis,Stilpnia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Berlepsch & Taczanowski, 1884)",,,,western Ecuador,w Ecuador,
466,"Stilpnia vitriolina (Cabanis, 1851)","Stilpnia vitriolina (Cabanis, 1851)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia vitriolina,11081628.0,NE,,Stilpnia vitriolina,,"(Cabanis, 1851)",28201,34732.0,33830,scrtan1,Stilpnia vitriolina,Stilpnia vitriolina,Scrub Tanager,Scrub Tanager,species,Species,,Stilpnia,Thraupidae,,Stilpnia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Cabanis, 1851)",,,,arid scrub of western Colombia and northwestern Ecuador,SA : Colombia and Ecuador,
467,"Conirostrum albifrons Lafresnaye, 1842","Conirostrum albifrons Lafresnaye, 1842",77,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Conirostrum,8406176.0,Conirostrum albifrons,5230627.0,LC,,Conirostrum albifrons,,"Lafresnaye, 1842",7675,34967.0,33392,capcon1,Conirostrum albifrons,Conirostrum albifrons,Capped Conebill,Capped Conebill,species,Species,,Conirostrum,Thraupidae,,Conirostrum,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1842",,,,,SA : Venezuela to Bolivia,
468,"Cinnycerthia unirufa (Lafresnaye, 1840)","Cinnycerthia unirufa (Lafresnaye, 1840)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia unirufa,2493788.0,LC,,Cinnycerthia unirufa,,"(Lafresnaye, 1840)",6537,27331.0,25671,rufwre1,Cinnycerthia unirufa,Cinnycerthia unirufa,Rufous Wren,Rufous Wren,species,Species,,Cinnycerthia,Troglodytidae,,Cinnycerthia,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Lafresnaye, 1840)",,,,,SA : Venezuela and Colombia to Peru,
469,"Cinnycerthia olivascens Sharpe, 1882","Cinnycerthia olivascens Sharpe, 1882",89,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia olivascens,7341239.0,LC,,Cinnycerthia olivascens,,"Sharpe, 1882",6533,27335.0,25675,shawre1,Cinnycerthia olivascens,Cinnycerthia olivascens,Sharpe's Wren,Sepia-brown Wren,species,Species,,Cinnycerthia,Troglodytidae,,Cinnycerthia,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Sharpe, 1882",,,,,SA : Colombia to Peru,
470,"Troglodytes solstitialis P.L.Sclater, 1859","Troglodytes solstitialis P.L.Sclater, 1859",195,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes solstitialis,5231437.0,LC,,Troglodytes solstitialis,,"P.L.Sclater, 1859",30696,26995.0,25966,mouwre1,Troglodytes solstitialis,Troglodytes solstitialis,Mountain Wren,Mountain Wren,species,Species,,Troglodytes,Troglodytidae,,Troglodytes,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Sclater, PL, 1859",,,,,SA : Colombia to n Argentina,
471,"Troglodytes aedon Vieillot, 1809","Troglodytes aedon Vieillot, 1809",7454,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,LC,,Troglodytes aedon,,"Vieillot, 1809",30621,26942.0,25923,houwre,Troglodytes aedon,Troglodytes aedon,Northern House Wren,Northern House Wren,species,Species,,Troglodytes,Troglodytidae,,Troglodytes,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Vieillot, 1809",,,,,"NA, MA: s Canada and w, c, e USA to c, s Mexico",
472,"Troglodytes musculus J.F.Naumann, 1823","Troglodytes musculus J.F.Naumann, 1823",81,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes musculus,8346347.0,NE,,Troglodytes musculus,,"J.F.Naumann, 1823",30641,26960.0,,houwre4,Troglodytes musculus,Troglodytes musculus,Southern House Wren,Southern House Wren,species,Species,,Troglodytes,Troglodytidae,,Troglodytes,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Naumann, JF, 1823",,,,,"MA, SA : s Mexico to s Chile and s Argentina",
473,"Campylorhynchus zonatus (Lesson, 1832)","Campylorhynchus zonatus (Lesson, 1832)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,LC,,Campylorhynchus zonatus,,"(Lesson, 1832)",4611,27142.0,25592,babwre1,Campylorhynchus zonatus,Campylorhynchus zonatus,Band-backed Wren,Band-backed Wren,species,Species,,Campylorhynchus,Troglodytidae,,Campylorhynchus,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Lesson, RP, 1832)",,,,,"MA, SA : Mexico to Ecuador",
474,"Campylorhynchus zonatus brevirostris Lafresnaye, 1845","Campylorhynchus zonatus brevirostris Lafresnaye, 1845",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,,,Campylorhynchus zonatus brevirostris,,"Lafresnaye, 1845",4612,27152.0,25597,babwre8,Campylorhynchus zonatus brevirostris,Campylorhynchus zonatus brevirostris,,,subspecies,ssp,Campylorhynchus zonatus,Campylorhynchus,Troglodytidae,Campylorhynchus zonatus,Campylorhynchus,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Lafresnaye, 1845",,,,northern Colombia and disjunctly northwestern to west-central Ecuador,nw Colombia to nw Ecuador,
475,"Henicorhina leucophrys (Tschudi, 1844)","Henicorhina leucophrys (Tschudi, 1844)",5268,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,LC,,Henicorhina leucophrys,,"(Tschudi, 1844)",13921,27371.0,26004,gbwwre1,Henicorhina leucophrys,Henicorhina leucophrys,Gray-breasted Wood-Wren,Grey-breasted Wood Wren,species,Species,,Henicorhina,Troglodytidae,,Henicorhina,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Tschudi, 1844)",,,,,"MA, SA : Mexico to n Bolivia",
476,"Henicorhina leucophrys brunneiceps Chapman, 1914","Henicorhina leucophrys brunneiceps Chapman, 1914",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,,Henicorhina leucophrys brunneiceps,,"Chapman, 1914",13924,27378.0,26018,gybwow2,Henicorhina leucophrys brunneiceps,Henicorhina leucophrys brunneiceps,Gray-breasted Wood-Wren (Choco),,group (monotypic),ssp,Henicorhina leucophrys,Henicorhina,Troglodytidae,Henicorhina leucophrys,Henicorhina,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Chapman, 1914",,,,Andes of southwestern Colombia to far northern Ecuador (Imbabura),w Colombia and nw Ecuador,
477,"Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884","Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,,Henicorhina leucophrys hilaris,,"Berlepsch & Taczanowski, 1884",13930,27383.0,26019,gybwow9,Henicorhina leucophrys hilaris,Henicorhina leucophrys hilaris,Gray-breasted Wood-Wren (hilaris),,group (monotypic),ssp,Henicorhina leucophrys,Henicorhina,Troglodytidae,Henicorhina leucophrys,Henicorhina,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"Berlepsch & Taczanowski, 1884",,,,subtropical mountains of southwestern Ecuador,sw Ecuador,
478,Henicorhina leucophrys leucophrys,Henicorhina leucophrys leucophrys,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,,Henicorhina leucophrys leucophrys,,,13931,27385.0,26020,gybwow15,Henicorhina leucophrys leucophrys,Henicorhina leucophrys leucophrys,,,subspecies,ssp,Henicorhina leucophrys,Henicorhina,Troglodytidae,Henicorhina leucophrys,Henicorhina,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Tschudi, 1844)",,,,Andes of Colombia to Ecuador and Peru,"e Panama (mountains of Darien), c Colombia, c, e Ecuador and Peru",
479,"Cantorchilus nigricapillus (P.L.Sclater, 1860)","Cantorchilus nigricapillus (P.L.Sclater, 1860)",5408,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Thryothorus nigricapillus,Cantorchilus nigricapillus,"P.L.Sclater, 1860","(P.L.Sclater, 1860)",4651,27300.0,25850,baywre1,Cantorchilus nigricapillus,Cantorchilus nigricapillus,Bay Wren,Bay Wren,species,Species,,Cantorchilus,Troglodytidae,,Cantorchilus,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Sclater, PL, 1860)",,,,,"MA, SA : Nicaragua to Ecuador",
480,Cantorchilus nigricapillus nigricapillus,Cantorchilus nigricapillus nigricapillus,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,,,Cantorchilus nigricapillus nigricapillus,,,4655,27309.0,25857,baywre10,Cantorchilus nigricapillus nigricapillus,Cantorchilus nigricapillus nigricapillus,,,subspecies,ssp,Cantorchilus nigricapillus,Cantorchilus,Troglodytidae,Cantorchilus nigricapillus,Cantorchilus,Troglodytidae,Troglodytidae (Wrens),Passeriformes,Passeriformes,"(Sclater, PL, 1860)",,,,tropical western Ecuador (Esmeraldas to El Oro),w Ecuador,
