internalTaxonId,scientificName,maincommonName,altcommonNames
22736285,Scytalopus meridanus,Merida Tapaculo,
22733272,Scytalopus micropterus,Long-tailed Tapaculo,
22703531,Scytalopus novacapitalis,Brasilia Tapaculo,Brasília Tapaculo
22736482,Scytalopus opacus,Paramillo Tapaculo,Paramo Tapaculo
22734687,Scytalopus pachecoi,Planalto Tapaculo,
22703501,Scytalopus panamensis,Pale-throated Tapaculo,Tacarcuna Tapaculo
22733277,Scytalopus parkeri,Chusquea Tapaculo,
22729303,Scytalopus parvirostris,Trilling Tapaculo,
103661232,Scytalopus perijanus,Perija Tapaculo,
22736340,Scytalopus petrophilus,Rock Tapaculo,
22733280,Scytalopus robbinsi,Ecuadorian Tapaculo,El Oro Tapaculo
22734661,Scytalopus rodriguezi,Upper Magdalena Tapaculo,Magdalena Tapaculo
22729258,Scytalopus sanctaemartae,Santa Marta Tapaculo,
22724472,Scytalopus schulenbergi,Diademed Tapaculo,
22729298,Scytalopus simonsi,Puna Tapaculo,
22703527,Scytalopus speluncae,Mouse-coloured Tapaculo,Mouse-colored Tapaculo
22729270,Scytalopus spillmanni,Spillmann's Tapaculo,
22734658,Scytalopus stilesi,Stiles's Tapaculo,
22703524,Scytalopus superciliaris,White-browed Tapaculo,
22703487,Scytalopus unicolor,Unicoloured Tapaculo,Unicolored Tapaculo
22733286,Scytalopus urubambae,Vilcabamba Tapaculo,
22703505,Scytalopus vicinior,Narino Tapaculo,
22733291,Scytalopus zimmeri,Zimmer's Tapaculo,Zimmer's Tapaculo 
22684079,Scythrops novaehollandiae,Channel-billed Cuckoo,
22721779,Seiurus aurocapilla,Ovenbird,
22688308,Selasphorus ardens,Glow-throated Hummingbird,
22688232,Selasphorus calliope,Calliope Hummingbird,
22688238,Selasphorus ellioti,Wine-throated Hummingbird,
22688302,Selasphorus flammula,Volcano Hummingbird,
22688235,Selasphorus heloisa,Bumblebee Hummingbird,
22688293,Selasphorus platycercus,Broad-tailed Hummingbird,
22688296,Selasphorus rufus,Rufous Hummingbird,
22688299,Selasphorus sasin,Allen's Hummingbird,
22688305,Selasphorus scintilla,Scintillant Hummingbird,
22682096,Selenidera gouldii,Gould's Toucanet,
22727108,Selenidera langsdorffii,Golden-collared Toucanet,Green-billed Toucanet
22682093,Selenidera maculirostris,Spot-billed Toucanet,
22682081,Selenidera nattereri,Tawny-tufted Toucanet,
22682084,Selenidera piperivora,Guianan Toucanet,
22727100,Selenidera reinwardtii,Golden-collared Toucanet,Red-billed Toucanet
22682071,Selenidera spectabilis,Yellow-eared Toucanet,
22706233,Seleucidis melanoleucus,Twelve-wired Bird-of-Paradise,Twelve-wired Bird-of-paradise
22706140,Semioptera wallacii,Wallace's Standardwing,"Standardwing, Standardwing Bird-of-paradise"
22681953,Semnornis frantzii,Prong-billed Barbet,
22681956,Semnornis ramphastinus,Toucan Barbet,
22687863,Sephanoides fernandensis,Juan Fernández Firecrown,Juan Fernandez Firecrown
22687857,Sephanoides sephaniodes,Green-backed Firecrown,
104008462,Sericornis beccarii,Tropical Scrubwren,
22704539,Sericornis frontalis,White-browed Scrubwren,
22704542,Sericornis humilis,Tasmanian Scrubwren,Brown Scrubwren
22704546,Sericornis keri,Atherton Scrubwren,
22704559,Sericornis magnirostra,Large-billed Scrubwren,
104008381,Sericornis nouhuysi,Large Scrubwren,
22722156,Sericossypha albocristata,White-capped Tanager,
22736077,Sericulus ardens,Flame Bowerbird,
103683932,Sericulus aureus,Masked Bowerbird,
22703671,Sericulus bakeri,Adelbert Bowerbird,"Adelbert Regent Bowerbird, Fire-maned Bowerbird"
22703676,Sericulus chrysocephalus,Regent Bowerbird,
103656929,Serilophus lunatus,Silver-breasted Broadbill,
103656933,Serilophus rubropygius,Grey-browed Broadbill,
22720301,Serinus alario,Black-headed Canary,
22720056,Serinus canaria,Atlantic Canary,"Island Canary, Common Canary, Canary"
22736315,Serinus canicollis,Cape Canary,
22732947,Serinus flavivertex,Yellow-crowned Canary,
22720078,Serinus nigriceps,Ethiopian Siskin,"Black-headed Siskin, Abyssinian Siskin"
22720045,Serinus pusillus,Fire-fronted Serin,Red-fronted Serin
22720049,Serinus serinus,Serin,European Serin
22720053,Serinus syriacus,Syrian Serin,
22699331,Serpophaga cinerea,Torrent Tyrannulet,
22736536,Serpophaga griseicapilla,Straneck's Tyrannulet,
22699337,Serpophaga hypoleuca,River Tyrannulet,
22699334,Serpophaga nigricans,Sooty Tyrannulet,
103681997,Serpophaga subcristata,White-crested Tyrannulet,
22734672,Setopagis heterura,Todd's Nightjar,
22689859,Setopagis maculosa,Cayenne Nightjar,
22734667,Setopagis parvula,Little Nightjar,
22689865,Setopagis whitelyi,Roraiman Nightjar,
22721711,Setophaga adelaidae,Adelaide's Warbler,
22721639,Setophaga americana,Northern Parula,
22721749,Setophaga angelae,Elfin-woods Warbler,Elfin Woods Warbler
103798482,Setophaga auduboni,Audubon's Warbler,
22721673,Setophaga caerulescens,Black-throated Blue Warbler,
22721734,Setophaga castanea,Bay-breasted Warbler,
22721740,Setophaga cerulea,Cerulean Warbler,
22721692,Setophaga chrysoparia,Golden-cheeked Warbler,
22721876,Setophaga citrina,Hooded Warbler,
103798425,Setophaga coronata,Myrtle Warbler,
22729431,Setophaga delicata,St Lucia Warbler,"Saint Lucia Warbler, St. Lucia Warbler"
22721725,Setophaga discolor,Prairie Warbler,
22724793,Setophaga dominica,Yellow-throated Warbler,
22724802,Setophaga flavescens,Bahama Warbler,
22721695,Setophaga fusca,Blackburnian Warbler,
22721708,Setophaga graciae,Grace's Warbler,
103798676,Setophaga graysoni,Socorro Parula,
22721722,Setophaga kirtlandii,Kirtland's Warbler,
22721667,Setophaga magnolia,Magnolia Warbler,
22721679,Setophaga nigrescens,Black-throated Gray Warbler,Black-throated Grey Warbler
22721686,Setophaga occidentalis,Hermit Warbler,
22721731,Setophaga palmarum,Palm Warbler,
22721664,Setophaga pensylvanica,Chestnut-sided Warbler,
22721657,Setophaga petechia,American Yellow Warbler,"Golden Warbler, Yellow Warbler"
22721746,Setophaga pharetra,Arrowhead Warbler,
22721719,Setophaga pinus,Pine Warbler,
103798640,Setophaga pitiayumi,Tropical Parula,
22721716,Setophaga pityophila,Olive-capped Warbler,
22721743,Setophaga plumbea,Plumbeous Warbler,
22721762,Setophaga ruticilla,American Redstart,
22721737,Setophaga striata,Blackpoll Warbler,
22729426,Setophaga subita,Barbuda Warbler,
22721670,Setophaga tigrina,Cape May Warbler,
22721683,Setophaga townsendi,Townsend's Warbler,
22721689,Setophaga virens,Black-throated Green Warbler,
22721728,Setophaga vitellina,Vitelline Warbler,
22713158,Setornis criniger,Hook-billed Bulbul,
22709642,Sheppardia aequatorialis,Equatorial Akalat,
22735022,Sheppardia aurantiithorax,Rubeho Akalat,
103766783,Sheppardia bocagei,Bocage's Akalat,
22709637,Sheppardia cyornithopsis,Akalat,Lowland Akalat
22709655,Sheppardia gabela,Gabela Akalat,
22709650,Sheppardia gunningi,East Coast Akalat,Gunning's Akalat
22709667,Sheppardia lowei,Iringa Akalat,Iringa Ground Robin
22709659,Sheppardia montana,Usambara Akalat,Usambara Ground Robin
103766866,Sheppardia poensis,Short-tailed Akalat,
22709809,Sheppardia polioptera,Grey-winged Robin,"Grey-winged Akalat, Grey-winged Robin-chat, Grey-winged Robin-Chat"
22709646,Sheppardia sharpei,Sharpe's Akalat,
22735423,Sholicola albiventris,White-bellied Sholakili,White-bellied Blue Robin
22735416,Sholicola major,Nilgiri Blue Robin,Nilgiri Sholakili
22708556,Sialia currucoides,Mountain Bluebird,
22708553,Sialia mexicana,Western Bluebird,
22708550,Sialia sialis,Eastern Bluebird,
22716572,Sibia morrisoniana,Formosan Barwing,Taiwan Barwing
22716563,Sibia nipalensis,Hoary-throated Barwing,
22716569,Sibia souliei,Streaked Barwing,
22716566,Sibia waldeni,Streak-throated Barwing,
22680317,Sibirionetta formosa,Baikal Teal,
22723326,Sicalis auriventris,Greater Yellow-finch,"Greater Yellow-Finch, Greater Yellow Finch"
22723306,Sicalis citrina,Stripe-tailed Yellow-Finch,"Stripe-tailed Yellow-finch, Stripe-tailed Yellow Finch"
22723341,Sicalis columbiana,Orange-fronted Yellow Finch,"Orange-fronted Yellow-Finch, Orange-fronted Yellow-finch"
22723346,Sicalis flaveola,Saffron Finch,
22723336,Sicalis lebruni,Patagonian Yellow-finch,"Patagonian Yellow-Finch, Patagonian Yellow Finch"
22723311,Sicalis lutea,Puna Yellow-finch,"Puna Yellow Finch, Puna Yellow-Finch"
22723321,Sicalis luteocephala,Citron-headed Yellow-finch,"Citron-headed Yellow Finch, Citron-headed Yellow-Finch"
22735428,Sicalis luteola,Grassland Yellow-finch,Grassland Yellow-Finch
103838548,Sicalis mendozae,Monte Yellow-finch,
103838515,Sicalis olivascens,Greenish Yellow-finch,
22723362,Sicalis raimondii,Raimondi's Yellow-Finch,"Raimondi's Yellow-finch, Raimondi's Yellow Finch"
22723367,Sicalis taczanowskii,Sulphur-throated Finch,
22723316,Sicalis uropigyalis,Bright-rumped Yellow Finch,"Bright-rumped Yellow-Finch, Bright-rumped Yellow-finch"
22709113,Sigelus silens,Fiscal Flycatcher,
22699912,Silvicultrix diadema,Yellow-bellied Chat-tyrant,Yellow-bellied Chat-Tyrant
22699898,Silvicultrix frontalis,Crowned Chat-tyrant,Crowned Chat-Tyrant
22699905,Silvicultrix jelskii,Jelski's Chat-Tyrant,Jelski's Chat-tyrant
22699919,Silvicultrix pulchella,Golden-browed Chat-tyrant,Golden-browed Chat-Tyrant
22689738,Siphonorhis americana,Jamaican Poorwill,"Jamaican Poorwill, Jamaican Paraque"
22689751,Siphonorhis brewsteri,Least Poorwill,Least Poorwill
22701779,Sipia berlepschi,Stub-tailed Antbird,
22724857,Sipia laemosticta,Dull-mantled Antbird,
22701813,Sipia nigricauda,Esmeraldas Antbird,
22724868,Sipia palliata,Magdalena Antbird,
22703712,Sipodotus wallacii,Wallace's Fairywren,Wallace's Fairy-wren
22702676,Siptornis striaticollis,Spectacled Prickletail,
103682320,Sirystes albocinereus,White-rumped Sirystes,
103682304,Sirystes albogriseus,Choco Sirystes,
103682292,Sirystes sibilator,Sibilant Sirystes,
103682324,Sirystes subcanescens,Todd's Sirystes,
22735379,Sitta arctica,Siberian Nuthatch,
22711225,Sitta azurea,Blue Nuthatch,
22711196,Sitta canadensis,Red-breasted Nuthatch,
22711202,Sitta carolinensis,White-breasted Nuthatch,
22711158,Sitta cashmirensis,Kashmir Nuthatch,
103880076,Sitta castanea,Indian Nuthatch,
103880146,Sitta cinnamoventris,Chestnut-bellied Nuthatch,
103879804,Sitta europaea,Eurasian Nuthatch,
22711231,Sitta formosa,Beautiful Nuthatch,
22711216,Sitta frontalis,Velvet-fronted Nuthatch,
22711164,Sitta himalayensis,White-tailed Nuthatch,
103881687,Sitta insularis,Bahama Nuthatch,
22711184,Sitta krueperi,Krueper's Nuthatch,Krüper's Nuthatch
22711179,Sitta ledanti,Kabylie Nuthatch,"Kabylian Nuthatch, Algerian Nuthatch"
103881719,Sitta leucopsis,White-cheeked Nuthatch,
22711228,Sitta magna,Giant Nuthatch,
22711155,Sitta nagaensis,Chestnut-vented Nuthatch,
103880163,Sitta neglecta,Burmese Nuthatch,
22711205,Sitta neumayer,Western Rock-nuthatch,"Rock Nuthatch, Western Rock-Nuthatch, Western Rock Nuthatch"
22711222,Sitta oenochlamys,Sulphur-billed Nuthatch,
103881940,Sitta przewalskii,Przevalski's Nuthatch,Przewalski's Nuthatch
103881613,Sitta pusilla,Brown-headed Nuthatch,
22711170,Sitta pygmaea,Pygmy Nuthatch,
22711219,Sitta solangiae,Yellow-billed Nuthatch,
22711211,Sitta tephronota,Eastern Rock Nuthatch,"Eastern Rock-nuthatch, Eastern Rock-Nuthatch"
22711167,Sitta victoriae,White-browed Nuthatch,
22711188,Sitta villosa,Snowy-browed Nuthatch,Chinese Nuthatch
22711176,Sitta whiteheadi,Corsican Nuthatch,
22711192,Sitta yunnanensis,Yunnan Nuthatch,Black-masked Nuthatch
103661274,Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,
103661278,Sittasomus griseus,Western Olivaceous Woodcreeper,
103758936,Sittiparus castaneoventris,Chestnut-bellied Tit,
103758992,Sittiparus olivaceus,Iriomote Tit,
103758982,Sittiparus owstoni,Izu Tit,
22711964,Sittiparus semilarvatus,White-fronted Tit,
103758876,Sittiparus varius,Varied Tit,
22716576,Siva cyanouroptera,Blue-winged Minla,
22704662,Smicrornis brevirostris,Weebill,
22698707,Smithornis capensis,African Broadbill,
22698715,Smithornis rufolateralis,Rufous-sided Broadbill,
22698711,Smithornis sharpei,Grey-headed Broadbill,
22694091,Smutsornis africanus,Double-banded Courser,
22700838,Snowornis cryptolophus,Olivaceous Piha,
22700831,Snowornis subalaris,Grey-tailed Piha,Gray-tailed Piha
22680412,Somateria fischeri,Spectacled Eider,
22680405,Somateria mollissima,Common Eider,Eider
22680409,Somateria spectabilis,King Eider,
22702642,Spartonoica maluroides,Bay-capped Wren-Spinetail,
22680247,Spatula clypeata,Shoveler,Northern Shoveler
22680233,Spatula cyanoptera,Cinnamon Teal,
22680229,Spatula discors,Blue-winged Teal,
22680332,Spatula hottentota,Spotted Teal,"Hottentot Teal, Blue-billed Teal"
22680240,Spatula platalea,Red Shoveler,
22680326,Spatula puna,Puna Teal,
22680313,Spatula querquedula,Garganey,
22680243,Spatula rhynchotis,Australian Shoveler,Australasian Shoveler
22680236,Spatula smithii,Cape Shoveler,
22680329,Spatula versicolor,Silver Teal,
22680136,Speculanas specularis,Spectacled Duck,Bronze-winged Duck
22710795,Speculipastor bicolor,Magpie Starling,
22716118,Spelaeornis badeigularis,Mishmi Wren-babbler,"Rusty-throated Wren-babbler, Rusty-throated Wren-Babbler"
22716112,Spelaeornis caudatus,Rufous-throated Wren-babbler,"Tailed Wren-babbler, Short-tailed Wren-babbler, Rufous-throated Wren-Babbler"
22735151,Spelaeornis chocolatinus,Long-tailed Wren-Babbler,"Naga Wren-babbler, Long-tailed Wren-babbler"
22734553,Spelaeornis kinneari,Pale-throated Wren-babbler,
22716137,Spelaeornis longicaudatus,Tawny-breasted Wren-babbler,"Assam Wren-babbler, Tawny-breasted Wren-Babbler"
22734548,Spelaeornis oatesi,Chin Hills Wren-babbler,
22734543,Spelaeornis reptatus,Grey-bellied Wren-babbler,
22716123,Spelaeornis troglodytoides,Bar-winged Wren-Babbler,Bar-winged Wren-babbler
105968860,Spermestes bicolor,Black-and-white Mannikin,"Black-and-white Munia, Red-backed Mannikin"
22719782,Spermestes cucullata,Bronze Mannikin,Bronze Munia
22719801,Spermestes fringilloides,Magpie Mannikin,Magpie Munia
22719398,Spermophaga haematina,Western Bluebill,Bluebill
22719394,Spermophaga poliogenys,Grant's Bluebill,
22719403,Spermophaga ruficapilla,Red-headed Bluebill,
22706452,Sphecotheres hypoleucus,Wetar Figbird,
22706455,Sphecotheres vieilloti,Australasian Figbird,
22706460,Sphecotheres viridis,Green Figbird,Timor Figbird
22697810,Spheniscus demersus,Black-footed Penguin,"Jackass Penguin, African Penguin"
22697817,Spheniscus humboldti,Peruvian Penguin,Humboldt Penguin
22697822,Spheniscus magellanicus,Magellanic Penguin,
22697825,Spheniscus mendiculus,Galapagos Penguin,Galápagos Penguin
22714647,Sphenoeacus afer,Cape Grassbird,"Cape Grass-warbler, Cape Grass-Warbler, Grassbird"
22722230,Sphenopsis frontalis,Oleaginous Hemispingus,
103823252,Sphenopsis melanotis,Black-eared Hemispingus,
103823396,Sphenopsis ochracea,Western Hemispingus,
103823410,Sphenopsis piurae,Piura Hemispingus,
22680871,Sphyrapicus nuchalis,Red-naped Sapsucker,
22680874,Sphyrapicus ruber,Red-breasted Sapsucker,
22680877,Sphyrapicus thyroideus,Williamson's Sapsucker,
22680868,Sphyrapicus varius,Yellow-bellied Sapsucker,
60482887,Spilopelia chinensis,Eastern Spotted Dove,Spotted Dove
22690445,Spilopelia senegalensis,Laughing Turtle-Dove,"Laughing Dove, Palm Dove"
60483076,Spilopelia suratensis,Spotted Dove,Western Spotted Dove
22713697,Spiloptila clamans,Cricket Longtail,"Cricket Warbler, Scaly-fronted Warbler"
22695293,Spilornis cheela,Crested Serpent-eagle,Crested Serpent Eagle
22695323,Spilornis elgini,Andaman Serpent-Eagle,"Andaman Serpent Eagle, Andaman Dark Serpent Eagle, Dark Serpent-eagle, Andaman Serpent-eagle"
22695318,Spilornis holospilus,Philippine Serpent Eagle,"Philippine Serpent-eagle, Philippine Serpent-Eagle"
22695306,Spilornis kinabaluensis,Mountain Serpent Eagle,"Kinabalu Serpent-eagle, Kinabalu Serpent-eagle, Mountain Serpent-Eagle"
22729465,Spilornis klossi,Great Nicobar Serpent-eagle,
22695313,Spilornis rufipectus,Sulawesi Serpent-eagle,"Sulawesi Serpent Eagle, Sulawesi Serpent-Eagle"
22729097,Spindalis dominicensis,Hispaniolan Spindalis,
22729092,Spindalis nigricephala,Jamaican Spindalis,
22729102,Spindalis portoricensis,Puerto Rican Spindalis,
22722522,Spindalis zena,Western Spindalis,
22720401,Spinus atratus,Black Siskin,
22720362,Spinus atriceps,Black-capped Siskin,
22720395,Spinus barbatus,Black-chinned Siskin,
22720380,Spinus crassirostris,Thick-billed Siskin,
22720374,Spinus cucullatus,Red Siskin,
22720416,Spinus dominicensis,Antillean Siskin,
22720413,Spinus lawrencei,Lawrence's Goldfinch,
22720383,Spinus magellanicus,Hooded Siskin,
22720392,Spinus notatus,Black-headed Siskin,
22720389,Spinus olivaceus,Olivaceous Siskin,
22720359,Spinus pinus,Pine Siskin,
22720410,Spinus psaltria,Lesser Goldfinch,
22720386,Spinus siemiradzkii,Saffron Siskin,
22720365,Spinus spinescens,Andean Siskin,
22720354,Spinus spinus,Eurasian Siskin,"European Siskin, Siskin"
22720069,Spinus thibetanus,Tibetan Serin,Tibetan Siskin
22720407,Spinus tristis,American Goldfinch,
22720404,Spinus uropygialis,Yellow-rumped Siskin,
22720398,Spinus xanthogastrus,Yellow-bellied Siskin,
22720368,Spinus yarrellii,Yellow-faced Siskin,
22723796,Spiza americana,Dickcissel,
22696207,Spizaetus isidori,Black-and-chestnut Eagle,Isidor's Eagle
22696120,Spizaetus melanoleucus,Black-and-white Hawk-Eagle,"Black-and-white Hawk-eagle, Black-and-White Hawk-Eagle"
22696197,Spizaetus ornatus,Ornate Hawk-Eagle,Ornate Hawk-eagle
22696193,Spizaetus tyrannus,Black Hawk-Eagle,Black Hawk-eagle
22721185,Spizella atrogularis,Black-chinned Sparrow,
22734705,Spizella breweri,Brewer's Sparrow,
22721165,Spizella pallida,Clay-colored Sparrow,Clay-coloured Sparrow
22721162,Spizella passerina,Chipping Sparrow,
22721179,Spizella pusilla,Field Sparrow,
22721182,Spizella wortheni,Worthen's Sparrow,
22696305,Spiziapteryx circumcincta,Spot-winged Falconet,
22712597,Spizixos canifrons,Crested Finchbill,
22712600,Spizixos semitorques,Collared Finchbill,
22717352,Spizocorys conirostris,Pink-billed Lark,
22717407,Spizocorys fremantlii,Short-tailed Lark,
22717368,Spizocorys fringillaris,Botha's Lark,
22717360,Spizocorys obbiensis,Obbia Lark,
22717364,Spizocorys personata,Masked Lark,
22717356,Spizocorys sclateri,Sclater's Lark,
22717372,Spizocorys starki,Stark's Lark,
22710896,Spodiopsar cineraceus,White-cheeked Starling,
22710867,Spodiopsar sericeus,Red-billed Starling,
22723122,Spodiornis rusticus,Slaty Finch,
22722549,Sporathraupis cyanocephala,Blue-capped Tanager,
22723454,Sporophila albogularis,White-throated Seedeater,
22733946,Sporophila americana,Wing-barred Seedeater,
22723542,Sporophila angolensis,Lesser Seed-finch,"Lesser Seed Finch, Chestnut-bellied Seed-Finch"
22723443,Sporophila ardesiaca,Dubois's Seedeater,
22723532,Sporophila atrirostris,Black-billed Seed-Finch,"Black-billed Seed Finch, Black-billed Seed-finch"
103818207,Sporophila beltoni,Tropeiro Seedeater,
103817972,Sporophila bouvreuil,Copper Seedeater,
22723431,Sporophila bouvronides,Lesson's Seedeater,
22723451,Sporophila caerulescens,Double-collared Seedeater,
22723492,Sporophila castaneiventris,Chestnut-bellied Seedeater,
22723499,Sporophila cinnamomea,Chestnut Seedeater,
22723428,Sporophila collaris,Rusty-collared Seedeater,
103817300,Sporophila corvina,Black Seedeater,
22723527,Sporophila crassirostris,Large-billed Seed-finch,"Large-billed Seed-Finch, Large-billed Seed Finch"
22723403,Sporophila falcirostris,Temminck's Seedeater,
22723567,Sporophila fringilloides,White-naped Seedeater,
22723399,Sporophila frontalis,Buffy-fronted Seedeater,Buffy-throated Seedeater
22729107,Sporophila funerea,Thick-billed Seed-finch,Thick-billed Seed-Finch
22723495,Sporophila hypochroma,Grey-and-chestnut Seedeater,Rufous-rumped Seedeater
22723481,Sporophila hypoxantha,Tawny-bellied Seedeater,
103818544,Sporophila iberaensis,Ibera Seedeater,
22723410,Sporophila intermedia,Grey Seedeater,Gray Seedeater
22723457,Sporophila leucoptera,White-bellied Seedeater,
22723434,Sporophila lineola,Lined Seedeater,
22723437,Sporophila luctuosa,Black-and-white Seedeater,
22723537,Sporophila maximiliani,Great-billed Seed Finch,"Great-billed Seed-finch, Great-billed Seed-Finch"
22723509,Sporophila melanogaster,Black-bellied Seedeater,
22723478,Sporophila minuta,Ruddy-breasted Seedeater,
22731776,Sporophila morelleti,White-collared Seedeater,
22735320,Sporophila murallae,Caqueta Seedeater,
105963139,Sporophila nigricollis,Yellow-bellied Seedeater,
22723468,Sporophila nigrorufa,Black-and-tawny Seedeater,
22723522,Sporophila nuttingi,Nicaraguan Seed-finch,"Nicaraguan Seed-Finch, Nicaraguan Seed Finch"
103817331,Sporophila ophthalmica,Black-breasted Seedeater,
22723487,Sporophila palustris,Marsh Seedeater,
22723460,Sporophila peruviana,Parrot-billed Seedeater,
22724947,Sporophila pileata,Pearly-bellied Seedeater,
22723414,Sporophila plumbea,Plumbeous Seedeater,
22723484,Sporophila ruficollis,Dark-throated Seedeater,
22723406,Sporophila schistacea,Slate-coloured Seedeater,Slate-colored Seedeater
22723463,Sporophila simplex,Drab Seedeater,
22733599,Sporophila telasco,Chestnut-throated Seedeater,
103816948,Sporophila torqueola,Cinnamon-rumped Seedeater,
22718680,Sporopipes frontalis,Speckle-fronted Weaver,
22718684,Sporopipes squamifrons,Scaly Weaver,"Scaly-fronted Weaver, Scaly-feathered Finch, Scaly-feathered Weaver"
22716248,Stachyris grammiceps,White-breasted Babbler,White-breasted Tree-babbler
22716252,Stachyris herberti,Sooty Babbler,
22735087,Stachyris humei,Blackish-breasted Babbler,
22716268,Stachyris leucotis,White-necked Babbler,
22716277,Stachyris maculata,Chestnut-rumped Babbler,
22716255,Stachyris nigriceps,Grey-throated Babbler,
22716271,Stachyris nigricollis,Black-throated Babbler,
22735635,Stachyris nonggangensis,Nonggang Babbler,
22716261,Stachyris oglei,Snowy-throated Babbler,Austen's Babbler
22716258,Stachyris poliocephala,Grey-headed Babbler,
22734558,Stachyris roberti,Chevron-breasted Babbler,
22716265,Stachyris strialata,Spot-necked Babbler,
22716274,Stachyris thoracica,White-bibbed Babbler,
22681724,Stactolaema anchietae,Anchieta's Barbet,
22726061,Stactolaema leucogrammica,White-lined Barbet,
22726050,Stactolaema leucotis,White-eared Barbet,
22681728,Stactolaema whytii,Whyte's Barbet,
22719654,Stagonopleura bella,Beautiful Firetail,
22719660,Stagonopleura guttata,Diamond Firetail,
22719657,Stagonopleura oculata,Red-eared Firetail,
22735197,Staphida castaniceps,Striated Yuhina,
22716725,Staphida everetti,Chestnut-crested Yuhina,
22734618,Staphida torqueola,Indochinese Yuhina,
22690970,Starnoenas cyanocephala,Blue-headed Quail-Dove,Blue-headed Quail-dove
22689633,Steatornis caripensis,Oilbird,
22693472,Steganopus tricolor,Wilson's Phalarope,
22712791,Stelgidillas gracilirostris,Slender-billed Greenbul,
22712157,Stelgidopteryx ridgwayi,Yucatan Rough-winged Swallow,Ridgway's Rough-winged Swallow
22712162,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,
22712152,Stelgidopteryx serripennis,Northern Rough-winged Swallow,
22714939,Stenostira scita,Fairy Flycatcher,Fairy Warbler
22696201,Stephanoaetus coronatus,Crowned Eagle,"Crowned Eagle, Crowned Hawk-Eagle"
22722656,Stephanophorus diadematus,Diademed Tanager,
22725751,Stephanoxis lalandi,Black-breasted Plovercrest,"Green-crowned Plovercrest, Plovercrest"
22725761,Stephanoxis loddigesii,Violet-crowned Plovercrest,
22694251,Stercorarius longicaudus,Long-tailed Jaeger,Long-tailed Skua
22694245,Stercorarius parasiticus,Arctic Skua,Arctic Jaeger
22694240,Stercorarius pomarinus,Pomarine Jaeger,Pomarine Skua
22694711,Sterna acuticauda,Black-bellied Tern,
22694537,Sterna aurantia,Indian River Tern,River Tern
22694601,Sterna dougallii,Roseate Tern,
22694646,Sterna forsteri,Forster's Tern,
22694618,Sterna hirundinacea,South American Tern,
22694623,Sterna hirundo,Common Tern,
22694629,Sterna paradisaea,Arctic Tern,
22694705,Sterna repressa,White-cheeked Tern,
22694607,Sterna striata,White-fronted Tern,
22694612,Sterna sumatrana,Black-naped Tern,
22694651,Sterna trudeaui,Snowy-crowned Tern,
22694641,Sterna virgata,Kerguelen Tern,
22694635,Sterna vittata,Antarctic Tern,
22687753,Sternoclyta cyanopectus,Violet-chested Hummingbird,
22694656,Sternula albifrons,Little Tern,
22694673,Sternula antillarum,Least Tern,
22694699,Sternula balaenarum,Damara Tern,
22694685,Sternula lorata,Peruvian Tern,
22694691,Sternula nereis,Fairy Tern,
22694666,Sternula saundersi,Saunders's Tern,Saunders' Little Tern
22694679,Sternula superciliaris,Yellow-billed Tern,
22716207,Sterrhoptilus capitalis,Rusty-crowned Babbler,
22716201,Sterrhoptilus dennistouni,Golden-crowned Babbler,
22716204,Sterrhoptilus nigrocapitatus,Black-crowned Babbler,
22679836,Stictonetta naevosa,Freckled Duck,
22731687,Stigmatura bahiae,Bahia Wagtail-tyrant,
22699365,Stigmatura budytoides,Greater Wagtail-tyrant,Greater Wagtail-Tyrant
103681041,Stigmatura napensis,Lesser Wagtail-tyrant,
22694157,Stiltia isabella,Australian Pratincole,
103763077,Stiphrornis erythrothorax,Orange-breasted Forest-robin,
22735640,Stiphrornis pyrrholaemus,Olive-backed Forest-robin,
103762997,Stiphrornis xanthogaster,Yellow-breasted Forest-robin,
22703772,Stipiturus malachurus,Southern Emuwren,Southern Emu-wren
22703776,Stipiturus mallee,Mallee Emu-wren,Mallee Emuwren
22703768,Stipiturus ruficeps,Rufous-crowned Emu-wren,Rufous-crowned Emuwren
103879069,Stizorhina finschi,Finsch's Flycatcher-thrush,
103878959,Stizorhina fraseri,Rufous Flycatcher-thrush,
22704064,Stomiopera flava,Yellow Honeyeater,
22704067,Stomiopera unicolor,White-gaped Honeyeater,
22706296,Strepera fuliginosa,Black Currawong,
22706293,Strepera graculina,Pied Currawong,
22706299,Strepera versicolor,Grey Currawong,
22710981,Streptocitta albertinae,Sula Starling,Bare-eyed Myna
103878446,Streptocitta albicollis,Southern White-necked Myna,
103878479,Streptocitta torquata,Northern White-necked Myna,
22727521,Streptopelia bitorquata,Island Collared-Dove,"Island Collared-dove, Island Collared Dove, Sunda Collared-dove"
22690488,Streptopelia capicola,Ring-necked Dove,Cape Turtle Dove
22727811,Streptopelia decaocto,Eurasian Collared-dove,Collared Dove
22690477,Streptopelia decipiens,Mourning Collared-Dove,"African Mourning Dove, Mourning Collared-dove, Mourning Collared Dove"
22727533,Streptopelia dusumieri,Philippine Collared-dove,
22690426,Streptopelia hypopyrrha,Adamawa Turtle-dove,"Adamawa Turtle Dove, Adamawa Turtle-Dove"
