sort v2024,species_code,English name,scientific name,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
16389.0,sobtyr1,Southern Beardless-Tyrannulet,Camptostoma obsoletum,"Camptostoma obsoletum (Temminck, 1824)",1808,SPECIES,ACCEPTED,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,LC,Camptostoma obsoletum,"(Temminck, 1824)",Southern Beardless Tyrannulet,"Camptostoma obsoletum sclateri, 0.0022172949002217295"
16409.0,whttyr1,White-tailed Tyrannulet,Mecocerculus poecilocercus,"Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)",263,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus poecilocercus,2483836.0,LC,Mecocerculus poecilocercus,"(P.L.Sclater & Salvin, 1873)",White-tailed Tyrannulet,
16415.0,whttyr2,White-throated Tyrannulet,Mecocerculus leucophrys,"Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)",2,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus leucophrys,2483822.0,LC,Mecocerculus leucophrys,"(Orbigny & Lafresnaye, 1837)",White-throated Tyrannulet,
16427.0,ruwtyr1,Rufous-winged Tyrannulet,Mecocerculus calopterus,"Mecocerculus calopterus (P.L.Sclater, 1859)",153,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus calopterus,2483843.0,LC,Mecocerculus calopterus,"(P.L.Sclater, 1859)",Rufous-winged Tyrannulet,
16441.0,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,"Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC,Anairetes parulus,"(Kittlitz, 1830)",Tufted Tit-Tyrant,
16466.0,yeltyr1,Yellow Tyrannulet,Capsiempis flaveola,"Capsiempis flaveola (Lichtenstein, 1823)",1973,SPECIES,ACCEPTED,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,LC,Capsiempis flaveola,"(Lichtenstein, 1823)",Yellow Tyrannulet,"Capsiempis flaveola magnirostris, 0.002031488065007618"
16485.0,yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus,"Tyrannulus elatus (Latham, 1790)",142,SPECIES,ACCEPTED,Tyrannulus,2483854.0,Tyrannulus elatus,2483855.0,LC,Tyrannulus elatus,"(Latham, 1790)",Yellow-crowned Tyrannulet,
16504.0,greela,Greenish Elaenia,Myiopagis viridicata,"Myiopagis viridicata (Vieillot, 1817)",75,SPECIES,ACCEPTED,Myiopagis,2482944.0,Myiopagis viridicata,2482947.0,LC,Myiopagis viridicata,"(Vieillot, 1817)",Greenish Elaenia,
16530.0,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster,"Elaenia flavogaster (Thunberg, 1822)",1256,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,LC,Elaenia flavogaster,"(Thunberg, 1822)",Yellow-bellied Elaenia,"Elaenia flavogaster semipagana, 0.0007968127490039841"
16543.0,cooela1,Coopmans's Elaenia,Elaenia brachyptera,"Elaenia brachyptera Berlepsch, 1907",678,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia brachyptera,8921536.0,LC,Elaenia brachyptera,"Berlepsch, 1907",Coopmans'S Elaenia,
16544.0,whcela1,White-crested Elaenia,Elaenia albiceps,"Elaenia albiceps (Orbigny & Lafresnaye, 1837)",128,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia albiceps,5229651.0,LC,Elaenia albiceps,"(Orbigny & Lafresnaye, 1837)",White-crested Elaenia,
16553.0,sieela3,Sierran Elaenia,Elaenia pallatangae,"Elaenia pallatangae P.L.Sclater, 1862",117,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia pallatangae,9514023.0,LC,Elaenia pallatangae,"P.L.Sclater, 1862",Sierran Elaenia,
16579.0,tortyr1,Torrent Tyrannulet,Serpophaga cinerea,"Serpophaga cinerea (Tschudi, 1844)",2030,SPECIES,ACCEPTED,Serpophaga,2483957.0,Serpophaga cinerea,2483963.0,LC,Serpophaga cinerea,"(Tschudi, 1844)",Torrent Tyrannulet,"Serpophaga cinerea cinerea, 0.003956478733926805"
16606.0,sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps,"Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)",143,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias griseiceps,2484033.0,LC,Phyllomyias griseiceps,"(P.L.Sclater & Salvin, 1871)",Sooty-headed Tyrannulet,
16614.0,roltyr1,White-fronted Tyrannulet,Acrochordopus zeledoni,"Phyllomyias burmeisteri zeledoni (Lawrence, 1869)",3,SPECIES,SYNONYM,Phyllomyias,2484032.0,Phyllomyias burmeisteri,2484049.0,LC,Phyllomyias zeledoni,"(Lawrence, 1869)",White-fronted Tyrannulet,
16622.0,blctyr1,Black-capped Tyrannulet,Tyranniscus nigrocapillus,"Phyllomyias nigrocapillus (Lafresnaye, 1845)",21,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias nigrocapillus,2484038.0,LC,Phyllomyias nigrocapillus,"(Lafresnaye, 1845)",Black-capped Tyrannulet,
16626.0,ashtyr1,Ashy-headed Tyrannulet,Tyranniscus cinereiceps,"Phyllomyias cinereiceps (P.L.Sclater, 1860)",364,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias cinereiceps,2484046.0,LC,Phyllomyias cinereiceps,"(P.L.Sclater, 1860)",Ashy-headed Tyrannulet,
16627.0,tartyr1,Tawny-rumped Tyrannulet,Tyranniscus uropygialis,"Phyllomyias uropygialis (Lawrence, 1869)",12,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias uropygialis,2484048.0,LC,Phyllomyias uropygialis,"(Lawrence, 1869)",Tawny-rumped Tyrannulet,
16635.0,chotyr1,Choco Tyrannulet,Zimmerius albigularis,"Zimmerius chrysops albigularis (Chapman, 1924)",4442,SPECIES,SYNONYM,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC,Zimmerius albigularis,"(Chapman, 1924)",Choco Tyrannulet,
16639.0,goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops,"Zimmerius chrysops (P.L.Sclater, 1859)",1,SPECIES,ACCEPTED,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC,Zimmerius chrysops,"(P.L.Sclater, 1859)",Golden-faced Tyrannulet,
16644.0,pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus,"Zimmerius viridiflavus (Tschudi, 1844)",1,SPECIES,ACCEPTED,Zimmerius,2483931.0,Zimmerius viridiflavus,2483935.0,LC,Zimmerius viridiflavus,"(Tschudi, 1844)",Peruvian Tyrannulet,
16677.0,flafly2,Flavescent Flycatcher,Myiophobus flavicans,"Myiophobus flavicans (P.L.Sclater, 1861)",115,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus flavicans,5229791.0,LC,Myiophobus flavicans,"(P.L.Sclater, 1861)",Flavescent Flycatcher,"Myiophobus flavicans flavicans, 0.008771929824561403"
16683.0,orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra,"Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)",12,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus phoenicomitra,5229797.0,LC,Myiophobus phoenicomitra,"(Taczanowski & Berlepsch, 1885)",Orange-crested Flycatcher,"Myiophobus phoenicomitra litae, 0.7142857142857143"
16692.0,brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus,"Myiophobus fasciatus (Statius Muller, 1776)",57,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC,Myiophobus fasciatus,"(Statius Muller, 1776)",Bran-colored Flycatcher,"Myiophobus fasciatus crypterythrus, 0.07547169811320754"
16698.0,brcfly4,Mouse-gray Flycatcher,Myiophobus crypterythrus,"Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",774,SPECIES,SYNONYM,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC,Myiophobus crypterythrus,"(P.L.Sclater, 1861)",Mouse-gray Flycatcher,
16711.0,gybfly1,Gray-breasted Flycatcher,Lathrotriccus griseipectus,"Lathrotriccus griseipectus (Lawrence, 1869)",2,SPECIES,ACCEPTED,Lathrotriccus,2483791.0,Lathrotriccus griseipectus,2483801.0,VU,Lathrotriccus griseipectus,"(Lawrence, 1869)",Grey-breasted Flycatcher,
16723.0,olsfly,Olive-sided Flycatcher,Contopus cooperi,"Contopus cooperi (Nuttall, 1831)",299,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus cooperi,5229743.0,NT,Contopus cooperi,"(Nuttall, 1831)",Olive-sided Flycatcher,
16729.0,smcpew1,Smoke-colored Pewee,Contopus fumigatus,"Contopus fumigatus (Orbigny & Lafresnaye, 1837)",841,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus fumigatus,5229760.0,LC,Contopus fumigatus,"(Orbigny & Lafresnaye, 1837)",Smoke-colored Pewee,"Contopus fumigatus zarumae, 0.0011904761904761906"
16745.0,wewpew,Western Wood-Pewee,Contopus sordidulus,"Contopus sordidulus P.L.Sclater, 1859",1404,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus sordidulus,5229754.0,LC,Contopus sordidulus,"P.L.Sclater, 1859",Western Wood Pewee,
16757.0,eawpew,Eastern Wood-Pewee,Contopus virens,"Contopus virens (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus virens,5229734.0,LC,Contopus virens,"(Linnaeus, 1766)",Eastern Wood Pewee,
16783.0,acafly,Acadian Flycatcher,Empidonax virescens,"Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC,Empidonax virescens,"(Vieillot, 1818)",Acadian Flycatcher,
16785.0,wilfly,Willow Flycatcher,Empidonax traillii,"Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC,Empidonax traillii,"(Audubon, 1828)",Willow Flycatcher,
16831.0,blkpho,Black Phoebe,Sayornis nigricans,"Sayornis nigricans (Swainson, 1827)",6444,SPECIES,ACCEPTED,Sayornis,2483605.0,Sayornis nigricans,2483612.0,LC,Sayornis nigricans,"(Swainson, 1827)",Black Phoebe,"Sayornis nigricans angustirostris, 0.003581996573742408"
16862.0,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,"Pyrocephalus rubinus (Boddaert, 1783)",23,SPECIES,ACCEPTED,Pyrocephalus,2483646.0,Pyrocephalus rubinus,2483647.0,LC,Pyrocephalus rubinus,"(Boddaert, 1783)",Scarlet Flycatcher,
16887.0,ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus,"Knipolegus poecilurus (P.L.Sclater, 1862)",1,SPECIES,ACCEPTED,Knipolegus,2483026.0,Knipolegus poecilurus,2483043.0,LC,Knipolegus poecilurus,"(P.L.Sclater, 1862)",Rufous-tailed Tyrant,
16981.0,stbtyr1,Streak-throated Bush-Tyrant,Myiotheretes striaticollis,"Myiotheretes striaticollis (P.L.Sclater, 1853)",9,SPECIES,ACCEPTED,Myiotheretes,2483325.0,Myiotheretes striaticollis,2483326.0,LC,Myiotheretes striaticollis,"(P.L.Sclater, 1853)",Streak-throated Bush Tyrant,
16985.0,smbtyr2,Smoky Bush-Tyrant,Myiotheretes fumigatus,"Myiotheretes fumigatus (Boissonneau, 1840)",4,SPECIES,ACCEPTED,Myiotheretes,2483325.0,Myiotheretes fumigatus,2483329.0,LC,Myiotheretes fumigatus,"(Boissonneau, 1840)",Smoky Bush Tyrant,
16995.0,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta,"Fluvicola nengeta (Linnaeus, 1766)",2193,SPECIES,ACCEPTED,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC,Fluvicola nengeta,"(Linnaeus, 1766)",Masked Water Tyrant,"Fluvicola nengeta atripennis, 0.0004562043795620438"
17003.0,crocht1,Crowned Chat-Tyrant,Silvicultrix frontalis,"Ochthoeca frontalis (Lafresnaye, 1847)",1,SPECIES,ACCEPTED,Ochthoeca,2483148.0,Ochthoeca frontalis,2483194.0,LC,Ochthoeca frontalis,"(Lafresnaye, 1847)",Crowned Chat-Tyrant,
17014.0,yebcht1,Yellow-bellied Chat-Tyrant,Silvicultrix diadema,"Ochthoeca diadema (Hartlaub, 1843)",22,SPECIES,SYNONYM,Ochthoeca,2483148.0,Ochthoeca diadema,2483172.0,LC,Silvicultrix diadema,"(Hartlaub, 1843)",Yellow-bellied Chat-Tyrant,
17022.0,slbcht2,Chestnut-bellied Chat-Tyrant,Ochthoeca cinnamomeiventris,"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",55,SPECIES,ACCEPTED,Ochthoeca,2483148.0,Ochthoeca cinnamomeiventris,2483152.0,LC,Ochthoeca cinnamomeiventris,"(Lafresnaye, 1843)",Slaty-backed Chat-Tyrant,
17053.0,lottyr1,Long-tailed Tyrant,Colonia colonus,"Colonia colonus (Vieillot, 1818)",4,SPECIES,ACCEPTED,Colonia,2484014.0,Colonia colonus,5229809.0,LC,Colonia colonus,"(Vieillot, 1818)",Long-tailed Tyrant,
17079.0,brratt1,Bright-rumped Attila,Attila spadiceus,"Attila spadiceus (Gmelin, 1789)",52,SPECIES,ACCEPTED,Attila,2483622.0,Attila spadiceus,2483629.0,LC,Attila spadiceus,"(Gmelin, 1789)",Bright-rumped Attila,"Attila spadiceus parambae, 0.08333333333333333"
17104.0,rufmou1,Rufous Mourner,Rhytipterna holerythra,"Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)",5,SPECIES,ACCEPTED,Rhytipterna,2483671.0,Rhytipterna holerythra,2483673.0,LC,Rhytipterna holerythra,"(P.L.Sclater & Salvin, 1860)",Rufous Mourner,
17117.0,ducfly,Dusky-capped Flycatcher,Myiarchus tuberculifer,"Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)",4322,SPECIES,ACCEPTED,Myiarchus,2483527.0,Myiarchus tuberculifer,2483531.0,LC,Myiarchus tuberculifer,"(Orbigny & Lafresnaye, 1837)",Dusky-capped Flycatcher,"Myiarchus tuberculifer nigriceps, 0.0011582117211026176"
17210.0,bobfly1,Boat-billed Flycatcher,Megarynchus pitangua,"Megarynchus pitangua (Linnaeus, 1766)",121,SPECIES,ACCEPTED,Megarynchus,2483409.0,Megarynchus pitangua,2483410.0,LC,Megarynchus pitangua,"(Linnaeus, 1766)",Boat-billed Flycatcher,
17218.0,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis,"Myiozetetes cayanensis (Linnaeus, 1766)",5768,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,LC,Myiozetetes cayanensis,"(Linnaeus, 1766)",Rusty-margined Flycatcher,"Myiozetetes cayanensis hellmayri, 0.0008676036786395974"
17223.0,socfly1,Social Flycatcher,Myiozetetes similis,"Myiozetetes similis (Spix, 1825)",2735,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes similis,2482913.0,LC,Myiozetetes similis,"(Spix, 1825)",Social Flycatcher,
17234.0,grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis,"Myiozetetes granadensis Lawrence, 1862",479,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes granadensis,2482929.0,LC,Myiozetetes granadensis,"Lawrence, 1862",Grey-capped Flycatcher,
17254.0,gobfly1,Golden-bellied Flycatcher,Myiodynastes hemichrysus,"Myiodynastes hemichrysus (Cabanis, 1861)",2854,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,LC,Myiodynastes hemichrysus,"(Cabanis, 1861)",Golden-bellied Flycatcher,"Myiodynastes hemichrysus minor, 0.005992245329573493"
17258.0,gocfly1,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,"Myiodynastes chrysocephalus (Tschudi, 1844)",8,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,LC,Myiodynastes chrysocephalus,"(Tschudi, 1844)",Golden-crowned Flycatcher,"Myiodynastes chrysocephalus minor, 0.3333333333333333"
17260.0,strfly1,Streaked Flycatcher,Myiodynastes maculatus,"Myiodynastes maculatus (Statius Muller, 1776)",317,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes maculatus,2483497.0,LC,Myiodynastes maculatus,"(Statius Muller, 1776)",Streaked Flycatcher,
17271.0,pirfly1,Piratic Flycatcher,Legatus leucophaius,"Legatus leucophaius (Vieillot, 1818)",362,SPECIES,ACCEPTED,Legatus,2482939.0,Legatus leucophaius,2482940.0,LC,Legatus leucophaius,"(Vieillot, 1818)",Piratic Flycatcher,
17281.0,sntkin1,Snowy-throated Kingbird,Tyrannus niveigularis,"Tyrannus niveigularis P.L.Sclater, 1860",87,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus niveigularis,5229677.0,LC,Tyrannus niveigularis,"P.L.Sclater, 1860",Snowy-throated Kingbird,
17283.0,trokin,Tropical Kingbird,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",10192,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,LC,Tyrannus melancholicus,"Vieillot, 1819",Tropical Kingbird,"Tyrannus melancholicus melancholicus, 0.00039261876717707107"
17302.0,easkin,Eastern Kingbird,Tyrannus tyrannus,"Tyrannus tyrannus (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus tyrannus,5229688.0,LC,Tyrannus tyrannus,"(Linnaeus, 1758)",Eastern Kingbird,
17322.0,fotfly,Fork-tailed Flycatcher,Tyrannus savana,"Tyrannus savana Vieillot, 1808",7,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus savana,5229693.0,LC,Tyrannus savana,"Vieillot, 1808",Fork-tailed Flycatcher,
18853.0,rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,"Cyclarhis gujanensis (Gmelin, 1789)",1,SPECIES,ACCEPTED,Cyclarhis,2487403.0,Cyclarhis gujanensis,2487404.0,LC,Cyclarhis gujanensis,"(Gmelin, 1789)",Rufous-browed Peppershrike,
18878.0,blbpep1,Black-billed Peppershrike,Cyclarhis nigrirostris,"Cyclarhis nigrirostris Lafresnaye, 1842",46,SPECIES,ACCEPTED,Cyclarhis,2487403.0,Cyclarhis nigrirostris,2487405.0,LC,Cyclarhis nigrirostris,"Lafresnaye, 1842",Black-billed Peppershrike,
18918.0,scsvir1,Slaty-capped Shrike-Vireo,Vireolanius leucotis,"Vireolanius leucotis (Swainson, 1838)",21,SPECIES,ACCEPTED,Vireolanius,2487482.0,Vireolanius leucotis,2487484.0,LC,Vireolanius leucotis,"(Swainson, 1838)",Slaty-capped Shrike-Vireo,
18924.0,tacgre1,Tawny-crowned Greenlet,Tunchiornis ochraceiceps,"Hylophilus ochraceiceps P.L.Sclater, 1860",1,SPECIES,SYNONYM,Hylophilus,9576765.0,Hylophilus ochraceiceps,5230507.0,LC,Tunchiornis ochraceiceps,"(P.L.Sclater, 1860)",Tawny-crowned Greenlet,
18937.0,lesgre1,Lesser Greenlet,Pachysylvia decurtata,"Hylophilus decurtatus (Bonaparte, 1838)",1007,SPECIES,SYNONYM,Hylophilus,9576765.0,Hylophilus decurtatus,5230500.0,LC,Pachysylvia decurtata,"(Bonaparte, 1838)",Lesser Greenlet,
19021.0,yetvir,Yellow-throated Vireo,Vireo flavifrons,"Vireo flavifrons Vieillot, 1808",8,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo flavifrons,2487453.0,LC,Vireo flavifrons,"Vieillot, 1808",Yellow-throated Vireo,
19023.0,chovir1,Choco Vireo,Vireo masteri,"Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996",1,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo masteri,2487433.0,NT,Vireo masteri,"P.G.W.Salaman & F.G.Stiles, 1996",Chocó Vireo,
19053.0,brcvir1,Brown-capped Vireo,Vireo leucophrys,"Vireo leucophrys (Lafresnaye, 1844)",1642,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo leucophrys,2487452.0,LC,Vireo leucophrys,"(Lafresnaye, 1844)",Brown-capped Vireo,"Vireo leucophrys josephae, 0.0018303843807199512"
19067.0,reevir1,Red-eyed Vireo,Vireo olivaceus,"Vireo olivaceus (Linnaeus, 1766)",17,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC,Vireo olivaceus,"(Linnaeus, 1766)",Red-eyed Vireo,"Vireo chivi griseobarbatus, 0.23076923076923078; Vireo olivaceus griseobarbatus, 0.0625"
19071.0,chivir1,Chivi Vireo,Vireo chivi,"Vireo olivaceus chivi (Vieillot, 1817)",2418,SPECIES,SYNONYM,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC,Vireo chivi,"(Vieillot, 1817)",Chivi Vireo,
19085.0,yegvir,Yellow-green Vireo,Vireo flavoviridis,"Vireo flavoviridis (Cassin, 1851)",1,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo flavoviridis,2487426.0,LC,Vireo flavoviridis,"(Cassin, 1851)",Yellow-green Vireo,
20976.0,beajay1,Beautiful Jay,Cyanolyca pulchra,"Cyanolyca pulchra (Lawrence, 1876)",21,SPECIES,ACCEPTED,Cyanolyca,2482541.0,Cyanolyca pulchra,2482546.0,NT,Cyanolyca pulchra,"(Lawrence, 1876)",Beautiful Jay,
20982.0,turjay1,Turquoise Jay,Cyanolyca turcosa,"Cyanolyca turcosa (Bonaparte, 1853)",85,SPECIES,ACCEPTED,Cyanolyca,2482541.0,Cyanolyca turcosa,2482549.0,LC,Cyanolyca turcosa,"(Bonaparte, 1853)",Turquoise Jay,
20983.0,whcjay2,White-collared Jay,Cyanolyca viridicyanus,"Cyanolyca viridicyanus (Orbigny & Lafresnaye, 1838)",2,SPECIES,ACCEPTED,Cyanolyca,2482541.0,Cyanolyca viridicyanus,7342105.0,NT,Cyanolyca viridicyanus,"(Orbigny & Lafresnaye, 1838)",White-collared Jay,
23821.0,banswa,Bank Swallow,Riparia riparia,"Riparia riparia (Linnaeus, 1758)",15,SPECIES,ACCEPTED,Riparia,2489158.0,Riparia riparia,2489160.0,LC,Riparia riparia,"(Linnaeus, 1758)",Sand Martin,
23863.0,gybmar,Gray-breasted Martin,Progne chalybea,"Progne chalybea (Gmelin, 1789)",237,SPECIES,ACCEPTED,Progne,2489127.0,Progne chalybea,2489133.0,LC,Progne chalybea,"(Gmelin, 1789)",Grey-breasted Martin,
23886.0,srwswa1,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,"Stelgidopteryx ruficollis (Vieillot, 1817)",4291,SPECIES,ACCEPTED,Stelgidopteryx,2489200.0,Stelgidopteryx ruficollis,2489203.0,LC,Stelgidopteryx ruficollis,"(Vieillot, 1817)",Southern Rough-Winged Swallow,"Stelgidopteryx ruficollis uropygialis, 0.00046630916297505244"
23893.0,whtswa1,White-thighed Swallow,Atticora tibialis,"Neochelidon tibialis (Cassin, 1853)",150,SPECIES,SYNONYM,Neochelidon,2489211.0,Neochelidon tibialis,2489212.0,LC,Atticora tibialis,"(Cassin, 1853)",White-thighed Swallow,
23898.0,bawswa1,Blue-and-white Swallow,Pygochelidon cyanoleuca,"Notiochelidon cyanoleuca (Vieillot, 1817)",7865,SPECIES,SYNONYM,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,LC,Pygochelidon cyanoleuca,"(Vieillot, 1817)",Blue-and-white Swallow,
23905.0,brbswa1,Brown-bellied Swallow,Orochelidon murina,"Notiochelidon murina (Cassin, 1853)",41,SPECIES,SYNONYM,Notiochelidon,2489174.0,Notiochelidon murina,2489177.0,LC,Orochelidon murina,"(Cassin, 1853)",Brown-bellied Swallow,
23957.0,barswa,Barn Swallow,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",55,SPECIES,ACCEPTED,Hirundo,2489222.0,Hirundo rustica,9515886.0,LC,Hirundo rustica,"Linnaeus, 1758",Barn Swallow,
24051.0,cliswa,Cliff Swallow,Petrochelidon pyrrhonota,"Petrochelidon pyrrhonota (Vieillot, 1817)",10,SPECIES,ACCEPTED,Petrochelidon,2489165.0,Petrochelidon pyrrhonota,2489169.0,LC,Petrochelidon pyrrhonota,"(Vieillot, 1817)",Cliff Swallow,
26820.0,tafgna1,Tawny-faced Gnatwren,Microbates cinereiventris,"Microbates cinereiventris (P.L.Sclater, 1855)",19,SPECIES,ACCEPTED,Microbates,2487578.0,Microbates cinereiventris,5230511.0,LC,Microbates cinereiventris,"(P.L.Sclater, 1855)",Tawny-faced Gnatwren,
26868.0,trogna2,White-browed Gnatcatcher,Polioptila bilineata,"Polioptila plumbea bilineata (Bonaparte, 1850)",406,SPECIES,SYNONYM,Polioptila,2487581.0,Polioptila plumbea,2487583.0,NE,Polioptila bilineata,"(Bonaparte, 1850)",White-browed Gnatcatcher,
26913.0,scbwre1,Scaly-breasted Wren,Microcerculus marginatus,"Microcerculus marginatus (P.L.Sclater, 1855)",2154,SPECIES,ACCEPTED,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,LC,Microcerculus marginatus,"(P.L.Sclater, 1855)",Southern Nightingale-Wren,"Microcerculus marginatus taeniatus, 0.0009293680297397769"
26942.0,houwre,Northern House Wren,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",7464,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,LC,Troglodytes aedon,"Vieillot, 1809",Northern House Wren,"Troglodytes aedon albicans, 0.0013415615776764154"
26960.0,houwre4,Southern House Wren,Troglodytes musculus,"Troglodytes musculus J.F.Naumann, 1823",81,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes musculus,8346347.0,NE,Troglodytes musculus,"J.F.Naumann, 1823",Southern House Wren,
26995.0,mouwre1,Mountain Wren,Troglodytes solstitialis,"Troglodytes solstitialis P.L.Sclater, 1859",195,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes solstitialis,5231437.0,LC,Troglodytes solstitialis,"P.L.Sclater, 1859",Mountain Wren,
27142.0,babwre1,Band-backed Wren,Campylorhynchus zonatus,"Campylorhynchus zonatus (Lesson, 1832)",24,SPECIES,ACCEPTED,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,LC,Campylorhynchus zonatus,"(Lesson, 1832)",Band-backed Wren,"Campylorhynchus zonatus brevirostris, 0.09090909090909091"
27207.0,pltwre1,Plain-tailed Wren,Pheugopedius euophrys,"Pheugopedius euophrys (P.L.Sclater, 1860)",89,SPECIES,ACCEPTED,Pheugopedius,7341112.0,Pheugopedius euophrys,7341209.0,LC,Pheugopedius euophrys,"(P.L.Sclater, 1860)",Plain-tailed Wren,
27215.0,whiwre1,Whiskered Wren,Pheugopedius mystacalis,"Pheugopedius mystacalis (P.L.Sclater, 1860)",364,SPECIES,ACCEPTED,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,LC,Pheugopedius mystacalis,"(P.L.Sclater, 1860)",Whiskered Wren,"Pheugopedius mystacalis mystacalis, 0.0027548209366391185"
27300.0,baywre1,Bay Wren,Cantorchilus nigricapillus,"Cantorchilus nigricapillus (P.L.Sclater, 1860)",4,SPECIES,SYNONYM,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Thryothorus nigricapillus,"P.L.Sclater, 1860",Bay Wren,
