sort v2024,species_code,English name,scientific name,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
4647.0,fabbri1,Fawn-breasted Brilliant,Heliodoxa rubinoides,"Heliodoxa rubinoides (Bourcier & Mulsant, 1846)",3344,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,LC,Heliodoxa rubinoides,"(Bourcier & Mulsant, 1846)",Fawn-breasted Brilliant,"Heliodoxa rubinoides aequatorialis, 0.0017974835230677051"
4651.0,grcbri1,Green-crowned Brilliant,Heliodoxa jacula,"Heliodoxa jacula Gould, 1850",5897,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,LC,Heliodoxa jacula,"Gould, 1850",Green-crowned Brilliant,"Heliodoxa jacula jamesoni, 0.0013591573224600749; Heliodoxa jacula jamersoni, 0.0005089921954530031"
4655.0,empbri1,Empress Brilliant,Heliodoxa imperatrix,"Heliodoxa imperatrix (Gould, 1856)",2329,SPECIES,ACCEPTED,Heliodoxa,2476930.0,Heliodoxa imperatrix,2476953.0,LC,Heliodoxa imperatrix,"(Gould, 1856)",Empress Brilliant,
4663.0,giahum1,Giant Hummingbird,Patagona gigas,"Patagona gigas (Vieillot, 1824)",9,SPECIES,ACCEPTED,Patagona,2476963.0,Patagona gigas,2476964.0,LC,Patagona gigas,"(Vieillot, 1824)",Southern Giant Hummingbird,
4670.0,lobsta1,Long-billed Starthroat,Heliomaster longirostris,"Heliomaster longirostris (Audebert & Vieillot, 1801)",25,SPECIES,ACCEPTED,Heliomaster,2476988.0,Heliomaster longirostris,2476994.0,LC,Heliomaster longirostris,"(Audebert & Vieillot, 1801)",Long-billed Starthroat,
4714.0,amewoo1,Amethyst Woodstar,Calliphlox amethystina,"Calliphlox amethystina (Boddaert, 1783)",1,SPECIES,ACCEPTED,Calliphlox,2476367.0,Calliphlox amethystina,2476373.0,LC,Calliphlox amethystina,"(Boddaert, 1783)",Amethyst Woodstar,
4717.0,pucwoo1,Purple-collared Woodstar,Myrtis fanny,"Myrtis fanny (R.Lesson, 1838)",110,SPECIES,ACCEPTED,Myrtis,2476138.0,Myrtis fanny,2476139.0,LC,Myrtis fanny,"(R.Lesson, 1838)",Purple-collared Woodstar,
4727.0,whbwoo6,White-bellied Woodstar,Chaetocercus mulsant,"Chaetocercus mulsant (Bourcier, 1843)",199,SPECIES,ACCEPTED,Chaetocercus,2476913.0,Chaetocercus mulsant,5788533.0,LC,Chaetocercus mulsant,"(Bourcier, 1843)",White-bellied Woodstar,
4728.0,litwoo5,Little Woodstar,Chaetocercus bombus,"Chaetocercus bombus Gould, 1871",9,SPECIES,ACCEPTED,Chaetocercus,2476913.0,Chaetocercus bombus,5228583.0,NT,Chaetocercus bombus,"Gould, 1871",Little Woodstar,
4740.0,putwoo1,Purple-throated Woodstar,Philodice mitchellii,"Calliphlox mitchellii (Bourcier, 1847)",3077,SPECIES,SYNONYM,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,NE,Philodice mitchellii,"(Bourcier, 1847)",Purple-throated Woodstar,
4740.0,putwoo1,Purple-throated Woodstar,Philodice mitchellii,"Calliphlox mitchellii (Bourcier, 1847)",9,SPECIES,ACCEPTED,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,LC,Calliphlox mitchellii,"(Bourcier, 1847)",Purple-throated Woodstar,
4831.0,blteme1,Blue-tailed Emerald,Chlorostilbon mellisugus,"Chlorostilbon mellisugus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon mellisugus,2476077.0,LC,Chlorostilbon mellisugus,"(Linnaeus, 1758)",Blue-tailed Emerald,
4839.0,rebeme1,Red-billed Emerald,Chlorostilbon gibsoni,"Chlorostilbon gibsoni (Fraser, 1840)",1,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon gibsoni,2476063.0,LC,Chlorostilbon gibsoni,"(Fraser, 1840)",Red-billed Emerald,
4857.0,weseme1,Western Emerald,Chlorostilbon melanorhynchus,"Chlorostilbon melanorhynchus Gould, 1860",310,SPECIES,ACCEPTED,Chlorostilbon,2476058.0,Chlorostilbon melanorhynchus,2476094.0,LC,Chlorostilbon melanorhynchus,"Gould, 1860",Western Emerald,
4918.0,crowoo1,Crowned Woodnymph,Thalurania colombica,"Thalurania colombica (Bourcier, 1843)",7051,SPECIES,ACCEPTED,Thalurania,2476526.0,Thalurania colombica,2476528.0,LC,Thalurania colombica,"(Bourcier, 1843)",Crowned Woodnymph,"Thalurania colombica verticeps, 0.004862004862004862; Thalurania colombica fannyae, 0.0034153977515298138"
4932.0,fotwoo1,Fork-tailed Woodnymph,Thalurania furcata,"Thalurania furcata (J.F.Gmelin, 1788)",3,SPECIES,ACCEPTED,Thalurania,2476526.0,Thalurania furcata,2476533.0,LC,Thalurania furcata,"(J.F.Gmelin, 1788)",Fork-tailed Woodnymph,
5053.0,rtlhum,Rufous-tailed Hummingbird,Amazilia tzacatl,"Amazilia tzacatl (de la Llave, 1833)",12437,SPECIES,ACCEPTED,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,LC,Amazilia tzacatl,"(de la Llave, 1833)",Rufous-tailed Hummingbird,"Amazilia tzacatl jucunda, 0.00032172444301455805"
5065.0,amahum1,Amazilia Hummingbird,Amazilis amazilia,"Amazilis amazilia (R.Lesson & Garnot, 1827)",1,SPECIES,ACCEPTED,Amazilis,4847893.0,Amazilis amazilia,10907193.0,NE,Amazilis amazilia,"(R.Lesson & Garnot, 1827)",Amazilia Hummingbird,
5073.0,andeme1,Andean Emerald,Uranomitra franciae,"Uranomitra franciae (Bourcier & Mulsant, 1846)",7876,SPECIES,ACCEPTED,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,NE,Uranomitra franciae,"(Bourcier & Mulsant, 1846)",Andean Emerald,"Uranomitra franciae viridiceps, 0.002166985340981517; Amazilia franciae viridiceps, 0.0017807173747138134"
5073.0,andeme1,Andean Emerald,Uranomitra franciae,"Uranomitra franciae (Bourcier & Mulsant, 1846)",9,SPECIES,SYNONYM,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,LC,Amazilia franciae,"(Bourcier & Mulsant, 1846)",Andean Emerald,
5132.0,puchum1,Purple-chested Hummingbird,Polyerata rosenbergi,"Polyerata rosenbergi Boucard, 1895",49,SPECIES,ACCEPTED,Polyerata,4849016.0,Polyerata rosenbergi,10925050.0,NE,Polyerata rosenbergi,"Boucard, 1895",Purple-chested Hummingbird,
5148.0,vibhum1,Violet-bellied Hummingbird,Chlorestes julie,"Chlorestes julie (Bourcier, 1843)",117,SPECIES,ACCEPTED,Chlorestes,7611138.0,Chlorestes julie,11080380.0,NE,Chlorestes julie,"(Bourcier, 1843)",Violet-bellied Hummingbird,
5240.0,virrai,Virginia Rail,Rallus limicola,"Rallus limicola Vieillot, 1819",1,SPECIES,ACCEPTED,Rallus,2474794.0,Rallus limicola,2474825.0,LC,Rallus limicola,"Vieillot, 1819",Virginia Rail,
5398.0,sora,Sora,Porzana carolina,"Porzana carolina (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Porzana,2474604.0,Porzana carolina,2474639.0,LC,Porzana carolina,"(Linnaeus, 1758)",Sora (Bird),
5411.0,comgal1,Common Gallinule,Gallinula galeata,"Gallinula chloropus galeata (Lichtenstein, 1818)",1,SPECIES,SYNONYM,Gallinula,7918617.0,Gallinula chloropus,5228199.0,LC,Gallinula galeata,"(Lichtenstein & Mhc, 1818)",Common Gallinule,
5449.0,slccoo1,Slate-colored Coot,Fulica ardesiaca,"Fulica ardesiaca Tschudi, 1843",1,SPECIES,ACCEPTED,Fulica,2474376.0,Fulica ardesiaca,2474383.0,LC,Fulica ardesiaca,"Tschudi, 1843",Andean Coot,
5458.0,purgal2,Purple Gallinule,Porphyrio martinica,"Porphyrio martinica (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Porphyrio,3242186.0,Porphyrio martinica,5228136.0,LC,Porphyrio martinica,"(Linnaeus, 1766)",American Purple Gallinule,
5586.0,whtcra1,White-throated Crake,Laterallus albigularis,"Laterallus albigularis (Lawrence, 1861)",1555,SPECIES,ACCEPTED,Laterallus,2474584.0,Laterallus albigularis,2474599.0,LC,Laterallus albigularis,"(Lawrence, 1861)",White-throated Crake,"Laterallus albigularis albigularis, 0.00128783000643915"
5592.0,grbcra1,Gray-breasted Crake,Laterallus exilis,"Laterallus exilis (Temminck, 1831)",66,SPECIES,ACCEPTED,Laterallus,2474584.0,Laterallus exilis,2474589.0,LC,Laterallus exilis,"(Temminck, 1831)",Grey-breasted Crake,
5835.0,soulap1,Southern Lapwing,Vanellus chilensis,"Vanellus chilensis (Molina, 1782)",1184,SPECIES,ACCEPTED,Vanellus,3242344.0,Vanellus chilensis,5229146.0,LC,Vanellus chilensis,"(Molina, 1782)",Southern Lapwing,
6064.0,sposan,Spotted Sandpiper,Actitis macularius,"Actitis macularius (Linnaeus, 1766)",733,SPECIES,ACCEPTED,Actitis,2481797.0,Actitis macularius,2481798.0,LC,Actitis macularius,"(Linnaeus, 1766)",Spotted Sandpiper,
6067.0,solsan,Solitary Sandpiper,Tringa solitaria,"Tringa solitaria A.Wilson, 1813",22,SPECIES,ACCEPTED,Tringa,2481709.0,Tringa solitaria,2481710.0,LC,Tringa solitaria,"A.Wilson, 1813",Solitary Sandpiper,
6083.0,lesyel,Lesser Yellowlegs,Tringa flavipes,"Tringa flavipes (J.F.Gmelin, 1789)",1,SPECIES,ACCEPTED,Tringa,2481709.0,Tringa flavipes,2481721.0,LC,Tringa flavipes,"(J.F.Gmelin, 1789)",Lesser Yellowlegs,
6154.0,baisan,Baird's Sandpiper,Calidris bairdii,"Calidris bairdii (Coues, 1861)",1,SPECIES,ACCEPTED,Calidris,2481739.0,Calidris bairdii,2481770.0,LC,Calidris bairdii,"(Coues, 1861)",Baird'S Sandpiper,
6162.0,leasan,Least Sandpiper,Calidris minutilla,"Calidris minutilla (Vieillot, 1819)",4,SPECIES,ACCEPTED,Calidris,2481739.0,Calidris minutilla,2481745.0,LC,Calidris minutilla,"(Vieillot, 1819)",Least Sandpiper,
6405.0,andgul1,Andean Gull,Chroicocephalus serranus,"Chroicocephalus serranus (Tschudi, 1844)",6,SPECIES,ACCEPTED,Chroicocephalus,4848452.0,Chroicocephalus serranus,6065825.0,NE,Chroicocephalus serranus,"(Tschudi, 1844)",Andean Gull,
6424.0,laugul,Laughing Gull,Leucophaeus atricilla,"Leucophaeus atricilla (Linnaeus, 1758)",9,SPECIES,ACCEPTED,Leucophaeus,4352369.0,Leucophaeus atricilla,6065844.0,NE,Leucophaeus atricilla,"(Linnaeus, 1758)",Laughing Gull,
6770.0,leagre,Least Grebe,Tachybaptus dominicus,"Tachybaptus dominicus (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Tachybaptus,2482040.0,Tachybaptus dominicus,2482044.0,LC,Tachybaptus dominicus,"(Linnaeus, 1766)",Least Grebe,
6776.0,pibgre,Pied-billed Grebe,Podilymbus podiceps,"Podilymbus podiceps (Linnaeus, 1758)",5,SPECIES,ACCEPTED,Podilymbus,2482075.0,Podilymbus podiceps,2482077.0,LC,Podilymbus podiceps,"(Linnaeus, 1758)",Pied-billed Grebe,
6823.0,sunbit1,Sunbittern,Eurypyga helias,"Eurypyga helias (Pallas, 1781)",1530,SPECIES,ACCEPTED,Eurypyga,2474331.0,Eurypyga helias,2474332.0,LC,Eurypyga helias,"(Pallas, 1781)",Sunbittern,"Eurypyga helias major, 0.003278688524590164"
7224.0,woosto,Wood Stork,Mycteria americana,"Mycteria americana Linnaeus, 1758",3,SPECIES,ACCEPTED,Mycteria,2481934.0,Mycteria americana,2481937.0,LC,Mycteria americana,"Linnaeus, 1758",Wood Stork,
7233.0,magfri,Magnificent Frigatebird,Fregata magnificens,"Fregata magnificens Mathews, 1914",1,SPECIES,ACCEPTED,Fregata,2480184.0,Fregata magnificens,2480189.0,LC,Fregata magnificens,"Mathews, 1914",Magnificent Frigatebird,
7283.0,anhing,Anhinga,Anhinga anhinga,"Anhinga anhinga (Linnaeus, 1766)",5,SPECIES,ACCEPTED,Anhinga,2482079.0,Anhinga anhinga,2482082.0,LC,Anhinga anhinga,"(Linnaeus, 1766)",Anhinga,
7349.0,neocor,Neotropic Cormorant,Nannopterum brasilianum,"Phalacrocorax brasilianus (Gmelin, 1789)",733,SPECIES,SYNONYM,Phalacrocorax,2481854.0,Phalacrocorax brasilianus,9399113.0,LC,Nannopterum brasilianum,"(J.F.Gmelin, 1789)",Neotropic Cormorant,
7454.0,father1,Fasciated Tiger-Heron,Tigrisoma fasciatum,"Tigrisoma fasciatum (Such, 1825)",362,SPECIES,ACCEPTED,Tigrisoma,2480866.0,Tigrisoma fasciatum,2480868.0,LC,Tigrisoma fasciatum,"(Such, 1825)",Fasciated Tiger Heron,
7504.0,ycnher,Yellow-crowned Night Heron,Nyctanassa violacea,"Nyctanassa violacea (Linnaeus, 1758)",5,SPECIES,ACCEPTED,Nyctanassa,2480952.0,Nyctanassa violacea,2480953.0,LC,Nyctanassa violacea,"(Linnaeus, 1758)",Yellow-crowned Night Heron,"Nyctanassa violacea caliginis, 0.25"
7513.0,bcnher,Black-crowned Night Heron,Nycticorax nycticorax,"Nycticorax nycticorax (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Nycticorax,2480856.0,Nycticorax nycticorax,2480863.0,LC,Nycticorax nycticorax,"(Linnaeus, 1758)",Black-crowned Night Heron,
7542.0,libher,Little Blue Heron,Egretta caerulea,"Egretta caerulea (Linnaeus, 1758)",116,SPECIES,ACCEPTED,Egretta,2480872.0,Egretta caerulea,2480894.0,LC,Egretta caerulea,"(Linnaeus, 1758)",Little Blue Heron,
7557.0,snoegr,Snowy Egret,Egretta thula,"Egretta thula (Molina, 1782)",1811,SPECIES,ACCEPTED,Egretta,2480872.0,Egretta thula,2480873.0,LC,Egretta thula,"(Molina, 1782)",Snowy Egret,
7581.0,strher,Striated Heron,Butorides striata,"Butorides striata (Linnaeus, 1758)",643,SPECIES,ACCEPTED,Butorides,2480817.0,Butorides striata,2480824.0,LC,Butorides striata,"(Linnaeus, 1758)",Striated Heron,
7631.0,categr1,Western Cattle-Egret,Ardea ibis,"Bubulcus ibis (Linnaeus, 1758)",62,SPECIES,SYNONYM,Bubulcus,2480829.0,Bubulcus ibis,2480830.0,NE,Ardea ibis,"Linnaeus, 1758",Western Cattle Egret,
7635.0,greegr,Great Egret,Ardea alba,"Ardea alba Linnaeus, 1758",538,SPECIES,ACCEPTED,Ardea,2480922.0,Ardea alba,9752617.0,LC,Ardea alba,"Linnaeus, 1758",Great Egret,
7667.0,cocher1,Cocoi Heron,Ardea cocoi,"Ardea cocoi Linnaeus, 1766",8,SPECIES,ACCEPTED,Ardea,2480922.0,Ardea cocoi,2480951.0,LC,Ardea cocoi,"Linnaeus, 1766",Cocoi Heron,
7716.0,blkvul,Black Vulture,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",8813,SPECIES,ACCEPTED,Coragyps,2481941.0,Coragyps atratus,2481942.0,LC,Coragyps atratus,"(Bechstein, 1793)",Black Vulture,
7720.0,turvul,Turkey Vulture,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",6494,SPECIES,ACCEPTED,Cathartes,2481927.0,Cathartes aura,2481930.0,LC,Cathartes aura,"(Linnaeus, 1758)",Turkey Vulture,
7737.0,osprey,Osprey,Pandion haliaetus,"Pandion haliaetus (Linnaeus, 1758)",48,SPECIES,ACCEPTED,Pandion,2480725.0,Pandion haliaetus,2480726.0,LC,Pandion haliaetus,"(Linnaeus, 1758)",Osprey,
7743.0,peakit1,Pearl Kite,Gampsonyx swainsonii,"Gampsonyx swainsonii Vigors, 1825",1,SPECIES,ACCEPTED,Gampsonyx,2480709.0,Gampsonyx swainsonii,2480710.0,LC,Gampsonyx swainsonii,"Vigors, 1825",Pearl Kite,
7748.0,whtkit,White-tailed Kite,Elanus leucurus,"Elanus leucurus (Vieillot, 1818)",9,SPECIES,ACCEPTED,Elanus,2480366.0,Elanus leucurus,2480367.0,LC,Elanus leucurus,"(Vieillot, 1818)",White-tailed Kite,
7772.0,hobkit,Hook-billed Kite,Chondrohierax uncinatus,"Chondrohierax uncinatus (Temminck, 1822)",1737,SPECIES,ACCEPTED,Chondrohierax,2480570.0,Chondrohierax uncinatus,2480571.0,LC,Chondrohierax uncinatus,"(Temminck, 1822)",Hook-billed Kite,
7776.0,grhkit1,Gray-headed Kite,Leptodon cayanensis,"Leptodon cayanensis (Latham, 1790)",484,SPECIES,ACCEPTED,Leptodon,2480711.0,Leptodon cayanensis,5229197.0,LC,Leptodon cayanensis,"(Latham, 1790)",Gray-headed Kite,"Leptodon cayanensis cayanensis, 0.002070393374741201"
7826.0,swtkit,Swallow-tailed Kite,Elanoides forficatus,"Elanoides forficatus (Linnaeus, 1758)",3705,SPECIES,ACCEPTED,Elanoides,2480460.0,Elanoides forficatus,2480461.0,LC,Elanoides forficatus,"(Linnaeus, 1758)",Swallow-tailed Kite,"Elanoides forficatus yetapa, 0.0016220600162206002"
7926.0,blheag1,Black Hawk-Eagle,Spizaetus tyrannus,"Spizaetus tyrannus (Wied-Neuwied, 1820)",12,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus tyrannus,2480672.0,LC,Spizaetus tyrannus,"(Wied-Neuwied, 1820)",Black Hawk-Eagle,
7929.0,bawhae1,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,"Spizaetus melanoleucus (Vieillot, 1816)",5,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus melanoleucus,5788513.0,LC,Spizaetus melanoleucus,"(Vieillot, 1816)",Black-and-white Hawk-Eagle,
7930.0,orheag1,Ornate Hawk-Eagle,Spizaetus ornatus,"Spizaetus ornatus (Daudin, 1800)",6,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus ornatus,2480679.0,NT,Spizaetus ornatus,"(Daudin, 1800)",Ornate Hawk-Eagle,
7933.0,baceag2,Black-and-chestnut Eagle,Spizaetus isidori,"Spizaetus isidori (Des Murs, 1845)",37,SPECIES,ACCEPTED,Spizaetus,2480669.0,Spizaetus isidori,5788512.0,EN,Spizaetus isidori,"(Des Murs, 1845)",Black-and-chestnut Eagle,
8161.0,shshaw,Sharp-shinned Hawk,Accipiter striatus,"Accipiter striatus Vieillot, 1808",218,SPECIES,ACCEPTED,Accipiter,9405810.0,Accipiter striatus,9740253.0,LC,Accipiter striatus,"Vieillot, 1808",Sharp-shinned Hawk,"Accipiter striatus ventralis, 0.009259259259259259"
8174.0,bichaw1,Bicolored Hawk,Astur bicolor,"Accipiter bicolor (Vieillot, 1817)",306,SPECIES,ACCEPTED,Accipiter,9405810.0,Accipiter bicolor,2480599.0,LC,Accipiter bicolor,"(Vieillot, 1817)",Bicolored Hawk,"Accipiter bicolor bicolor, 0.006578947368421052"
8238.0,tinhaw1,Tiny Hawk,Microspizias superciliosus,"Accipiter superciliosus (Linnaeus, 1766)",17,SPECIES,SYNONYM,Accipiter,9405810.0,Accipiter superciliosus,2480580.0,NE,Microspizias superciliosus,"(Linnaeus, 1766)",Tiny Hawk,
8241.0,semhaw2,Semicollared Hawk,Microspizias collaris,"Accipiter collaris P.L.Sclater, 1860",7,SPECIES,SYNONYM,Accipiter,9405810.0,Accipiter collaris,2480593.0,NE,Microspizias collaris,"(P.L.Sclater, 1860)",Semicollared Hawk,
8242.0,dotkit1,Double-toothed Kite,Harpagus bidentatus,"Harpagus bidentatus (Latham, 1790)",121,SPECIES,ACCEPTED,Harpagus,2480680.0,Harpagus bidentatus,5229191.0,LC,Harpagus bidentatus,"(Latham, 1790)",Double-toothed Kite,"Harpagus bidentatus fasciatus, 0.025423728813559324"
8293.0,plukit1,Plumbeous Kite,Ictinia plumbea,"Ictinia plumbea (Gmelin, 1788)",31,SPECIES,ACCEPTED,Ictinia,2480718.0,Ictinia plumbea,2480720.0,LC,Ictinia plumbea,"(Gmelin, 1788)",Plumbeous Kite,
8307.0,snakit,Snail Kite,Rostrhamus sociabilis,"Rostrhamus sociabilis (Vieillot, 1817)",47,SPECIES,ACCEPTED,Rostrhamus,2480414.0,Rostrhamus sociabilis,2480415.0,LC,Rostrhamus sociabilis,"(Vieillot, 1817)",Snail Kite,
8312.0,barhaw1,Barred Hawk,Morphnarchus princeps,"Leucopternis princeps P.L.Sclater, 1865",1567,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis princeps,2480401.0,LC,Morphnarchus princeps,"(P.L.Sclater, 1865)",Barred Hawk,
8313.0,pluhaw,Plumbeous Hawk,Cryptoleucopteryx plumbea,"Leucopternis plumbeus Salvin, 1872",23,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis plumbeus,2480398.0,NT,Cryptoleucopteryx plumbea,"(Salvin, 1872)",Plumbeous Hawk,
8325.0,grbhaw1,Great Black Hawk,Buteogallus urubitinga,"Buteogallus urubitinga (Gmelin, 1788)",4,SPECIES,ACCEPTED,Buteogallus,2480650.0,Buteogallus urubitinga,2480657.0,LC,Buteogallus urubitinga,"(Gmelin, 1788)",Great Black Hawk,
8334.0,roahaw,Roadside Hawk,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",3761,SPECIES,ACCEPTED,Rupornis,4850093.0,Rupornis magnirostris,5844398.0,LC,Rupornis magnirostris,"(Gmelin, 1788)",Roadside Hawk,"Rupornis magnirostris magnirostris, 0.0005320563979781857"
8349.0,hrshaw,Harris's Hawk,Parabuteo unicinctus,"Parabuteo unicinctus (Temminck, 1824)",5,SPECIES,ACCEPTED,Parabuteo,2480409.0,Parabuteo unicinctus,2480410.0,LC,Parabuteo unicinctus,"(Temminck, 1824)",Harris'S Hawk,
8352.0,whrhaw1,White-rumped Hawk,Parabuteo leucorrhous,"Percnohierax leucorrhous (Quoy & Gaimard, 1824)",25,SPECIES,SYNONYM,Percnohierax,4852582.0,Percnohierax leucorrhous,6066303.0,LC,Parabuteo leucorrhous,"(Quoy & Gaimard, 1824)",White-rumped Hawk,
8357.0,rebhaw2,Variable Hawk,Geranoaetus polyosoma,"Buteo polyosoma (Quoy & Gaimard, 1824)",42,SPECIES,SYNONYM,Buteo,2480517.0,Buteo polyosoma,2480552.0,LC,Geranoaetus polyosoma,"(Quoy & Gaimard, 1824)",Variable Hawk,
8366.0,gybhaw2,Gray-backed Hawk,Pseudastur occidentalis,"Leucopternis occidentalis Salvin, 1876",3,SPECIES,SYNONYM,Leucopternis,2480394.0,Leucopternis occidentalis,2480405.0,EN,Pseudastur occidentalis,"(Salvin, 1876)",Grey-backed Hawk,
8378.0,gryhaw3,Gray-lined Hawk,Buteo nitidus,"Buteo nitidus (Latham, 1790)",49,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo nitidus,2480556.0,LC,Buteo nitidus,"(Latham, 1790)",Gray-lined Hawk,
8383.0,brwhaw,Broad-winged Hawk,Buteo platypterus,"Buteo platypterus (Vieillot, 1823)",393,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo platypterus,2480538.0,LC,Buteo platypterus,"(Vieillot, 1823)",Broad-winged Hawk,
8404.0,whthaw1,White-throated Hawk,Buteo albigula,"Buteo albigula Philippi, 1899",18,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo albigula,2480535.0,LC,Buteo albigula,"Philippi, 1899",White-throated Hawk,
8405.0,shthaw,Short-tailed Hawk,Buteo brachyurus,"Buteo brachyurus Vieillot, 1816",355,SPECIES,ACCEPTED,Buteo,2480517.0,Buteo brachyurus,2480553.0,LC,Buteo brachyurus,"Vieillot, 1816",Short-tailed Hawk,"Buteo brachyurus brachyurus, 0.002824858757062147"
8516.0,webowl1,Western Barn Owl,Tyto alba,"Tyto alba (Scopoli, 1769)",61,SPECIES,ACCEPTED,Tyto,2497905.0,Tyto alba,2497921.0,LC,Tyto alba,"(Scopoli, 1769)",Western Barn Owl,
8537.0,brnowl,American Barn Owl,Tyto furcata,"Tyto furcata (Temminck, 1827)",2,SPECIES,ACCEPTED,Tyto,2497905.0,Tyto furcata,9568884.0,NE,Tyto furcata,"(Temminck, 1827)",American Barn Owl,
8727.0,rufsco1,Rufescent Screech-Owl,Megascops ingens,"Megascops ingens (Salvin, 1897)",160,SPECIES,ACCEPTED,Megascops,2497318.0,Megascops ingens,2497328.0,LC,Megascops ingens,"(Salvin, 1897)",Rufescent Screech Owl,"Megascops ingens colombianus, 0.01910828025477707"
8744.0,versco2,Choco Screech-Owl,Megascops centralis,"Megascops centralis (Hekstra, 1982)",21,SPECIES,ACCEPTED,Megascops,2497318.0,Megascops centralis,6101162.0,NE,Megascops centralis,"(Hekstra, 1982)",Chocó Screech Owl,
8793.0,creowl1,Crested Owl,Lophostrix cristata,"Lophostrix cristata (Daudin, 1800)",3,SPECIES,ACCEPTED,Lophostrix,2497872.0,Lophostrix cristata,2497873.0,LC,Lophostrix cristata,"(Daudin, 1800)",Crested Owl,
8798.0,speowl1,Spectacled Owl,Pulsatrix perspicillata,"Pulsatrix perspicillata (Latham, 1790)",6,SPECIES,ACCEPTED,Pulsatrix,2497877.0,Pulsatrix perspicillata,2497878.0,LC,Pulsatrix perspicillata,"(Latham, 1790)",Spectacled Owl,
8811.0,grhowl,Great Horned Owl,Bubo virginianus,"Bubo virginianus (J.F.Gmelin, 1788)",15,SPECIES,ACCEPTED,Bubo,5959091.0,Bubo virginianus,5959118.0,LC,Bubo virginianus,"(J.F.Gmelin, 1788)",Great Horned Owl,
8920.0,clopyo1,Cloud-forest Pygmy-Owl,Glaucidium nubicola,"Glaucidium nubicola Robbins & Stiles, 1999",341,SPECIES,ACCEPTED,Glaucidium,2497151.0,Glaucidium nubicola,5232136.0,VU,Glaucidium nubicola,"Robbins & Stiles, 1999",Cloud-forest Pygmy Owl,
8921.0,anpowl1,Andean Pygmy-Owl,Glaucidium jardinii,"Glaucidium jardinii (Bonaparte, 1855)",21,SPECIES,ACCEPTED,Glaucidium,2497151.0,Glaucidium jardinii,5232137.0,LC,Glaucidium jardinii,"(Bonaparte, 1855)",Andean Pygmy Owl,
9056.0,motowl,Mottled Owl,Strix virgata,"Strix virgata (Cassin, 1849)",476,SPECIES,ACCEPTED,Strix,2497486.0,Strix virgata,2497440.0,LC,Strix virgata,"(Cassin, 1849)",Mottled Owl,"Strix virgata virgata, 0.014925373134328358"
9066.0,bawowl1,Black-and-white Owl,Strix nigrolineata,"Strix nigrolineata (P.L.Sclater, 1859)",206,SPECIES,ACCEPTED,Strix,2497486.0,Strix nigrolineata,4843093.0,LC,Strix nigrolineata,"(P.L.Sclater, 1859)",Black-and-white Owl,
9071.0,rubowl3,Rufous-banded Owl,Strix albitarsis,"Strix albitarsis (Bonaparte, 1850)",1,SPECIES,ACCEPTED,Strix,2497486.0,Strix albitarsis,2497536.0,LC,Strix albitarsis,"(Bonaparte, 1850)",Rufous-banded Owl,
9167.0,styowl1,Stygian Owl,Asio stygius,"Asio stygius (Wagler, 1832)",270,SPECIES,ACCEPTED,Asio,8373955.0,Asio stygius,2497311.0,LC,Asio stygius,"(Wagler, 1832)",Stygian Owl,
9401.0,gohque1,Golden-headed Quetzal,Pharomachrus auriceps,"Pharomachrus auriceps (Gould, 1842)",3777,SPECIES,ACCEPTED,Pharomachrus,2496714.0,Pharomachrus auriceps,2496720.0,LC,Pharomachrus auriceps,"(Gould, 1842)",Golden-headed Quetzal,"Pharomachrus auriceps auriceps, 0.0005298013245033113"
