,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras
514,7852616,2490016,"Terenura callinota (P.L.Sclater, 1855)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,,Euchrepomis callinota callinota,
301,7341504,7341504,Terenura callinota callinota,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Terenura,2490011.0,Terenura callinota,2490016.0,,Terenura callinota callinota,
339,2490029,2490029,"Dysithamnus puncticeps Salvin, 1866",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus puncticeps,2490029.0,LC,Dysithamnus puncticeps,"Salvin, 1866"
726,2490033,2490033,"Dysithamnus mentalis (Temminck, 1823)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,LC,Dysithamnus mentalis,"(Temminck, 1823)"
383,6092915,6092915,"Dysithamnus mentalis aequatorialis Todd, 1916",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,,Dysithamnus mentalis aequatorialis,"Todd, 1916"
804,9485798,9485798,"Thamnistes anabatinus P.L.Sclater & Salvin, 1860",91,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnistes,2490054.0,Thamnistes anabatinus,9485798.0,LC,Thamnistes anabatinus,"P.L.Sclater & Salvin, 1860"
657,7493446,7493446,"Drymophila striaticeps Chapman, 1912",301,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Drymophila,2490056.0,Drymophila striaticeps,7493446.0,LC,Drymophila striaticeps,"Chapman, 1912"
276,8354252,2490136,"Cercomacra tyrannina (P.L.Sclater, 1855)",39,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Cercomacra,2490128.0,Cercomacra tyrannina,2490136.0,LC,Cercomacroides tyrannina,"(P.L.Sclater, 1855)"
431,2490153,2490153,"Myrmeciza immaculata (Lafresnaye, 1845)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza immaculata,2490153.0,NE,Myrmeciza immaculata,"(Lafresnaye, 1845)"
131,9599432,2490163,"Myrmeciza exsul P.L.Sclater, 1859",1341,SPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,LC,Poliocrania exsul,"(P.L.Sclater, 1859)"
405,9577438,6090729,"Myrmeciza exsul maculifer (Hellmayr, 1906)",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,,Poliocrania exsul maculifer,"(Hellmayr, 1906)"
851,9524245,7459131,"Myrmeciza zeledoni Ridgway, 1909",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmeciza,2490145.0,Myrmeciza zeledoni,7459131.0,,Hafferia zeledoni berlepschi,"(Ridgway, 1909)"
796,2490172,2490172,"Myrmotherula pacifica Hellmayr, 1911",1227,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula pacifica,2490172.0,LC,Myrmotherula pacifica,"Hellmayr, 1911"
854,2490191,2490191,"Myrmotherula axillaris (Vieillot, 1817)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula axillaris,2490191.0,LC,Myrmotherula axillaris,"(Vieillot, 1817)"
139,2490202,2490202,"Myrmotherula schisticolor (Lawrence, 1865)",874,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,LC,Myrmotherula schisticolor,"(Lawrence, 1865)"
560,7341689,7341689,Myrmotherula schisticolor schisticolor,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,,Myrmotherula schisticolor schisticolor,
501,2490224,2490224,"Taraba major (Vieillot, 1816)",423,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,LC,Taraba major,"(Vieillot, 1816)"
12,6093898,6093898,"Taraba major transandeanus (P.L.Sclater, 1855)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Taraba,2490223.0,Taraba major,2490224.0,,Taraba major transandeanus,"(P.L.Sclater, 1855)"
55,2490240,2490240,"Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC,Microrhopias quixensis,"(Cornalia, 1849)"
304,5788647,5788647,"Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,Sipia nigricauda,"(Cassin, 1850)"
324,5959200,5959200,"Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,Thamnophilus atrinucha,"Salvin & Godman, 1892"
687,5959212,5959212,"Thamnophilus unicolor (P.L.Sclater, 1859)",346,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,Thamnophilus unicolor,"(P.L.Sclater, 1859)"
793,7341890,7341890,Thamnophilus unicolor unicolor,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,,Thamnophilus unicolor unicolor,
815,5788655,5788655,"Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,Epinecrophylla fulviventris,"(Lawrence, 1862)"
290,9379128,9379128,"Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,Hafferia zeledoni,"(Pelzeln, 1868)"
644,2490712,2490712,"Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC,Entomodestes coracinus,"(Berlepsch, 1897)"
395,2490717,2490717,"Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus fuscater,2490717.0,LC,Turdus fuscater,"Orbigny & Lafresnaye, 1837"
833,2490754,2490754,"Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC,Turdus obsoletus,"Lawrence, 1862"
534,2490776,2490776,"Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC,Turdus maculirostris,"Berlepsch & Taczanowski, 1884"
317,2490784,2490784,"Turdus serranus Tschudi, 1844",195,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,LC,Turdus serranus,"Tschudi, 1844"
241,6093940,6093940,"Turdus serranus fuscobrunneus (Chapman, 1912)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,,Turdus serranus fuscobrunneus,"(Chapman, 1912)"
251,5789052,5789052,"Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus leucops,5789052.0,LC,Turdus leucops,"Taczanowski, 1877"
101,6100894,6100894,"Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus daguae,6100894.0,NE,Turdus daguae,"Berlepsch, 1897"
233,9529632,9529632,"Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus assimilis,9529632.0,LC,Turdus assimilis,"Cabanis, 1850"
362,2490802,2490802,"Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus fuscater,2490802.0,LC,Catharus fuscater,"(Lafresnaye, 1845)"
32,9784421,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",105,SPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,LC,Catharus maculatus,"(P.L.Sclater, 1858)"
329,9651823,6086112,"Catharus dryas maculatus (P.L.Sclater, 1858)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,,Catharus maculatus maculatus,
426,2490821,2490821,"Catharus ustulatus (Nuttall, 1840)",3630,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC,Catharus ustulatus,"(Nuttall, 1840)"
787,6171849,6171849,"Catharus ustulatus swainsoni (Tschudi, 1845)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,,Catharus ustulatus swainsoni,"(Tschudi, 1845)"
484,2490848,2490848,"Myadestes ralloides (Orbigny, 1840)",1793,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC,Myadestes ralloides,"(Orbigny, 1840)"
448,6086489,6086489,"Myadestes ralloides plumbeiceps Hellmayr, 1921",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,,Myadestes ralloides plumbeiceps,"Hellmayr, 1921"
159,2482688,2482688,"Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC,Anairetes parulus,"(Kittlitz, 1830)"
765,5229505,5229505,"Leptopogon superciliaris Tschudi, 1844",3762,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC,Leptopogon superciliaris,"Tschudi, 1844"
215,7192090,7192090,Leptopogon superciliaris superciliaris,10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,Leptopogon superciliaris superciliaris,
602,5229507,5229507,"Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,,Leptopogon superciliaris transandinus,"Berlepsch & Taczanowski, 1884"
218,2482786,2482786,"Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC,Empidonax traillii,"(Audubon, 1828)"
807,2482802,2482802,"Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC,Empidonax virescens,"(Vieillot, 1818)"
506,5229534,5229534,"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC,Mionectes striaticollis,"(Orbigny & Lafresnaye, 1837)"
589,5229541,5229541,"Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC,Mionectes oleagineus,"(Lichtenstein, 1823)"
29,5229529,5229529,"Mionectes olivaceus hederaceus Bangs, 1910",8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,,Mionectes olivaceus hederaceus,"Bangs, 1910"
392,9504121,9504121,"Mionectes olivaceus Lawrence, 1868",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC,Mionectes olivaceus,"Lawrence, 1868"
201,10803607,10803607,"Mionectes galbinus Bangs, 1902",245,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC,Mionectes galbinus,"Bangs, 1902"
848,12239740,12239740,"Mionectes galbinus hederaceus Bangs, 1910",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,,Mionectes galbinus hederaceus,"Bangs, 1910"
773,5229568,5229568,"Fluvicola nengeta (Linnaeus, 1766)",2192,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC,Fluvicola nengeta,"(Linnaeus, 1766)"
160,5229569,5229569,"Fluvicola nengeta atripennis P.L.Sclater, 1860",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,,Fluvicola nengeta atripennis,"P.L.Sclater, 1860"
33,2482867,2482867,"Myiornis atricapillus (Lawrence, 1875)",12,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiornis,2482865.0,Myiornis atricapillus,2482867.0,LC,Myiornis atricapillus,"(Lawrence, 1875)"
13,6101060,6174946,"Tolmomyias assimilis flavotectus (Hartert, 1902)",31,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Tolmomyias,2482872.0,Tolmomyias assimilis,2482899.0,LC,Tolmomyias flavotectus,"(Hartert & Ejo, 1902)"
156,2482913,2482913,"Myiozetetes similis (Spix, 1825)",2735,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes similis,2482913.0,LC,Myiozetetes similis,"(Spix, 1825)"
573,2482921,2482921,"Myiozetetes cayanensis (Linnaeus, 1766)",5763,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,LC,Myiozetetes cayanensis,"(Linnaeus, 1766)"
340,6174610,6174610,"Myiozetetes cayanensis hellmayri Hartert & Goodson, 1917",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,,Myiozetetes cayanensis hellmayri,"Hartert & Goodson, 1917"
119,2482929,2482929,"Myiozetetes granadensis Lawrence, 1862",479,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes granadensis,2482929.0,LC,Myiozetetes granadensis,"Lawrence, 1862"
540,2482940,2482940,"Legatus leucophaius (Vieillot, 1818)",362,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Legatus,2482939.0,Legatus leucophaius,2482940.0,LC,Legatus leucophaius,"(Vieillot, 1818)"
9,2482947,2482947,"Myiopagis viridicata (Vieillot, 1817)",75,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiopagis,2482944.0,Myiopagis viridicata,2482947.0,LC,Myiopagis viridicata,"(Vieillot, 1817)"
418,2483043,2483043,"Knipolegus poecilurus (P.L.Sclater, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Knipolegus,2483026.0,Knipolegus poecilurus,2483043.0,LC,Knipolegus poecilurus,"(P.L.Sclater, 1862)"
667,9701018,9701018,"Platyrinchus mystaceus Vieillot, 1818",315,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,LC,Platyrinchus mystaceus,"Vieillot, 1818"
827,5229588,5229588,"Platyrinchus mystaceus albogularis P.L.Sclater, 1860",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,,Platyrinchus mystaceus albogularis,"P.L.Sclater, 1860"
402,5229606,5229606,"Elaenia flavogaster (Thunberg, 1822)",1255,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,LC,Elaenia flavogaster,"(Thunberg, 1822)"
403,5229610,5229610,"Elaenia flavogaster semipagana P.L.Sclater, 1862",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,,Elaenia flavogaster semipagana,"P.L.Sclater, 1862"
75,5229651,5229651,"Elaenia albiceps (Orbigny & Lafresnaye, 1837)",128,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia albiceps,5229651.0,LC,Elaenia albiceps,"(Orbigny & Lafresnaye, 1837)"
567,8921536,8921536,"Elaenia brachyptera Berlepsch, 1907",678,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia brachyptera,8921536.0,LC,Elaenia brachyptera,"Berlepsch, 1907"
291,9514023,9514023,"Elaenia pallatangae P.L.Sclater, 1862",117,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia pallatangae,9514023.0,LC,Elaenia pallatangae,"P.L.Sclater, 1862"
219,2483152,2483152,"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",55,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca cinnamomeiventris,2483152.0,LC,Ochthoeca cinnamomeiventris,"(Lafresnaye, 1843)"
239,2483175,2483172,"Ochthoeca diadema (Hartlaub, 1843)",22,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca diadema,2483172.0,LC,Silvicultrix diadema,"(Hartlaub, 1843)"
176,2483194,2483194,"Ochthoeca frontalis (Lafresnaye, 1847)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca frontalis,2483194.0,LC,Ochthoeca frontalis,"(Lafresnaye, 1847)"
782,6101062,2483217,"Phylloscartes ophthalmicus (Taczanowski, 1874)",923,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,LC,Pogonotriccus ophthalmicus,"Taczanowski, 1874"
624,8983717,2483217,"Phylloscartes ophthalmicus (Taczanowski, 1874)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,,Pogonotriccus ophthalmicus ophthalmicus,
473,2483261,2483261,"Todirostrum nigriceps P.L.Sclater, 1855",37,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum nigriceps,2483261.0,LC,Todirostrum nigriceps,"P.L.Sclater, 1855"
543,2483274,2483274,"Todirostrum cinereum (Linnaeus, 1766)",1480,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,LC,Todirostrum cinereum,"(Linnaeus, 1766)"
503,6174501,6174501,"Todirostrum cinereum sclateri (Cabanis & Heine, 1859)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,,Todirostrum cinereum sclateri,"(Cabanis & Heine, 1859)"
699,2483293,2483293,"Myiobius villosus P.L.Sclater, 1860",378,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius villosus,2483293.0,LC,Myiobius villosus,"P.L.Sclater, 1860"
760,7192071,7192071,Myiobius villosus villosus,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius villosus,2483293.0,,Myiobius villosus villosus,
67,2483310,6174533,"Myiobius barbatus sulphureipygius (P.L.Sclater, 1857)",41,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius barbatus,2483306.0,LC,Myiobius sulphureipygius,"(P.L.Sclater, 1857)"
345,2483326,2483326,"Myiotheretes striaticollis (P.L.Sclater, 1853)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotheretes,2483325.0,Myiotheretes striaticollis,2483326.0,LC,Myiotheretes striaticollis,"(P.L.Sclater, 1853)"
649,2483329,2483329,"Myiotheretes fumigatus (Boissonneau, 1840)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotheretes,2483325.0,Myiotheretes fumigatus,2483329.0,LC,Myiotheretes fumigatus,"(Boissonneau, 1840)"
627,5229662,5229662,"Tyrannus melancholicus Vieillot, 1819",10188,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,LC,Tyrannus melancholicus,"Vieillot, 1819"
721,7060955,7060955,Tyrannus melancholicus melancholicus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,,Tyrannus melancholicus melancholicus,
61,5229677,5229677,"Tyrannus niveigularis P.L.Sclater, 1860",87,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus niveigularis,5229677.0,LC,Tyrannus niveigularis,"P.L.Sclater, 1860"
115,5229688,5229688,"Tyrannus tyrannus (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus tyrannus,5229688.0,LC,Tyrannus tyrannus,"(Linnaeus, 1758)"
318,5229693,5229693,"Tyrannus savana Vieillot, 1808",7,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus savana,5229693.0,LC,Tyrannus savana,"Vieillot, 1808"
577,2483382,2483382,"Ornithion brunneicapillus (Lawrence, 1862)",51,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ornithion,2483379.0,Ornithion brunneicapillus,2483382.0,LC,Ornithion brunneicapillus,"(Lawrence, 1862)"
743,2483402,2483402,"Lophotriccus pileatus (Tschudi, 1844)",5134,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,LC,Lophotriccus pileatus,"(Tschudi, 1844)"
247,6174878,6174878,"Lophotriccus pileatus squamaecrista (Lafresnaye, 1846)",14,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,,Lophotriccus pileatus squamaecrista,"(Lafresnaye, 1846)"
620,6174879,6174879,"Lophotriccus pileatus luteiventris Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,,Lophotriccus pileatus luteiventris,"Taczanowski, 1884"
121,2483410,2483410,"Megarynchus pitangua (Linnaeus, 1766)",121,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Megarynchus,2483409.0,Megarynchus pitangua,2483410.0,LC,Megarynchus pitangua,"(Linnaeus, 1766)"
603,5229712,5229712,"Rhynchocyclus pacificus (Chapman, 1914)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Rhynchocyclus,2483432.0,Rhynchocyclus pacificus,5229712.0,LC,Rhynchocyclus pacificus,"(Chapman, 1914)"
810,5229713,5229713,"Rhynchocyclus fulvipectus (P.L.Sclater, 1860)",32,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Rhynchocyclus,2483432.0,Rhynchocyclus fulvipectus,5229713.0,LC,Rhynchocyclus fulvipectus,"(P.L.Sclater, 1860)"
92,2483489,2483489,"Myiodynastes hemichrysus (Cabanis, 1861)",2837,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,LC,Myiodynastes hemichrysus,"(Cabanis, 1861)"
821,12250463,12250463,"Myiodynastes hemichrysus minor Taczanowski & Berlepsch, 1885",17,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,,Myiodynastes hemichrysus minor,"Taczanowski & Berlepsch, 1885"
495,2483490,2483490,"Myiodynastes chrysocephalus (Tschudi, 1844)",6,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,LC,Myiodynastes chrysocephalus,"(Tschudi, 1844)"
536,6174744,6174744,"Myiodynastes chrysocephalus minor Taczanowski & Berlepsch, 1885",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,,Myiodynastes chrysocephalus minor,"Taczanowski & Berlepsch, 1885"
439,2483497,2483497,"Myiodynastes maculatus (Statius Muller, 1776)",317,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes maculatus,2483497.0,LC,Myiodynastes maculatus,"(Statius Muller, 1776)"
527,2483511,2483511,"Camptostoma obsoletum (Temminck, 1824)",1804,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,LC,Camptostoma obsoletum,"(Temminck, 1824)"
666,6174789,6174789,"Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,,Camptostoma obsoletum sclateri,"(Berlepsch & Taczanowski, 1884)"
