taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,absoluteRatio,rarity,relativeRatio,relativePercent
6174879,"Lophotriccus pileatus luteiventris Taczanowski, 1884",6174879,"Lophotriccus pileatus luteiventris Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,,1.5414400749756452e-06,Very Rare,0.0001942124684404739,0.019%
12250463,"Myiodynastes hemichrysus minor Taczanowski & Berlepsch, 1885",12250463,"Myiodynastes hemichrysus minor Taczanowski & Berlepsch, 1885",17,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,,2.6204481274585968e-05,Rare,0.0053475935828877,0.535%
6174744,"Myiodynastes chrysocephalus minor Taczanowski & Berlepsch, 1885",6174744,"Myiodynastes chrysocephalus minor Taczanowski & Berlepsch, 1885",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,,3.0828801499512905e-06,Rare,0.0006291286568103177,0.063%
6174789,"Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)",6174789,"Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,,6.165760299902581e-06,Rare,0.0022123893805309734,0.221%
6174442,"Myiarchus tuberculifer nigriceps P.L.Sclater, 1860",6174442,"Myiarchus tuberculifer nigriceps P.L.Sclater, 1860",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiarchus,2483527.0,Myiarchus tuberculifer,2483531.0,,7.707200374878227e-06,Rare,0.0011568718186024988,0.116%
6174866,"Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896",6174866,"Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896",23,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Sayornis,2483605.0,Sayornis nigricans,2483612.0,,3.545312172443984e-05,Uncommon,0.003569211669770329,0.357%
6174293,"Attila spadiceus parambae Hartert, 1900",6174293,"Attila spadiceus parambae Hartert, 1900",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Attila,2483622.0,Attila spadiceus,2483629.0,,6.165760299902581e-06,Rare,0.07692307692307693,7.69%
6174700,"Myiotriccus ornatus stellatus (Cabanis, 1873)",6174700,"Myiotriccus ornatus stellatus (Cabanis, 1873)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotriccus,2483665.0,Myiotriccus ornatus,2483666.0,,1.3872960674780808e-05,Rare,0.0015151515151515152,0.152%
5229761,"Contopus fumigatus zarumae (Chapman, 1924)",5229761,"Contopus fumigatus zarumae (Chapman, 1924)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus fumigatus,5229760.0,,1.5414400749756452e-06,Very Rare,0.0003929273084479371,0.039%
6174489,"Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)",6174489,"Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pseudotriccus,2483813.0,Pseudotriccus pelzelni,2483814.0,,6.165760299902581e-06,Rare,0.03636363636363636,3.64%
6174730,"Capsiempis flaveola magnirostris Hartert, 1898",6174730,"Capsiempis flaveola magnirostris Hartert, 1898",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,,6.165760299902581e-06,Rare,0.0020253164556962027,0.203%
6174347,"Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)",6174347,"Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Poecilotriccus,2483869.0,Poecilotriccus ruficeps,2483882.0,,1.5414400749756452e-06,Very Rare,0.02857142857142857,2.86%
6174323,"Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)",6174323,"Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pyrrhomyias,2483913.0,Pyrrhomyias cinnamomeus,2483914.0,,1.5414400749756452e-06,Very Rare,0.008,0.800%
7192031,Serpophaga cinerea cinerea,7192031,Serpophaga cinerea cinerea,8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Serpophaga,2483957.0,Serpophaga cinerea,2483963.0,,1.2331520599805162e-05,Rare,0.003940886699507389,0.394%
7341905,Nephelomyias pulcher pulcher,5229786,"Myiophobus pulcher (P.L.Sclater, 1861)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus pulcher,5229786.0,,1.5414400749756452e-06,Very Rare,0.0010416666666666667,0.104%
7192025,Myiophobus flavicans flavicans,7192025,Myiophobus flavicans flavicans,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus flavicans,5229791.0,,1.5414400749756452e-06,Very Rare,0.0010416666666666667,0.104%
6174562,"Myiophobus phoenicomitra litae (Hartert, 1900)",6174562,"Myiophobus phoenicomitra litae (Hartert, 1900)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus phoenicomitra,5229797.0,,7.707200374878227e-06,Rare,0.005208333333333333,0.521%
6174557,"Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",6174557,"Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,,6.165760299902581e-06,Rare,0.004166666666666667,0.417%
6175069,"Psarocolius angustifrons atrocastaneus (Cabanis, 1873)",6175069,"Psarocolius angustifrons atrocastaneus (Cabanis, 1873)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Psarocolius,2484215.0,Psarocolius angustifrons,2484222.0,,3.0828801499512905e-06,Rare,0.00851063829787234,0.851%
9073830,Dives warczewiczi warczewiczi,9073830,Dives warczewiczi warczewiczi,3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Icteridae,6176.0,Dives,2484433.0,Dives warczewiczi,6100778.0,,4.624320224926936e-06,Rare,0.000881057268722467,0.088%
6172046,"Piranga leucoptera ardens (Tschudi, 1844)",6172046,"Piranga leucoptera ardens (Tschudi, 1844)",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Piranga,2488483.0,Piranga leucoptera,2488493.0,,1.5414400749756454e-05,Rare,0.0028296547821165816,0.283%
7192214,Chlorothraupis stolzmanni stolzmanni,7192214,Chlorothraupis stolzmanni stolzmanni,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Chlorothraupis,2488764.0,Chlorothraupis stolzmanni,2488770.0,,7.707200374878227e-06,Rare,0.0040453074433656954,0.405%
6172682,Pheucticus chrysogaster chrysogaster,6172682,Pheucticus chrysogaster chrysogaster,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cardinalidae,9285.0,Pheucticus,2490486.0,Pheucticus chrysogaster,2490491.0,,1.5414400749756452e-06,Very Rare,0.002688172043010753,0.269%
6086950,"Cinclus leucocephalus leuconotus P.L.Sclater, 1858",6086950,"Cinclus leucocephalus leuconotus P.L.Sclater, 1858",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Cinclidae,9290.0,Cinclus,2495086.0,Cinclus leucocephalus,5231776.0,,4.624320224926936e-06,Rare,0.002025658338960162,0.203%
6089856,"Formicarius rufipectus carrikeri Chapman, 1912",6089856,"Formicarius rufipectus carrikeri Chapman, 1912",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Formicariidae,9311.0,Formicarius,2490547.0,Formicarius rufipectus,2490552.0,,6.165760299902581e-06,Rare,0.0015249714067861228,0.152%
5230556,"Anisognathus somptuosus cyanopterus (Cabanis, 1866)",5230556,"Anisognathus somptuosus cyanopterus (Cabanis, 1866)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,,1.5414400749756452e-06,Very Rare,0.0008071025020177562,0.081%
7060625,Tangara labradorides labradorides,7060625,Tangara labradorides labradorides,7,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara labradorides,2488101.0,,1.0790080524829517e-05,Rare,0.0002600200586902418,0.026%
6172303,"Tangara nigroviridis cyanescens (P.L.Sclater, 1857)",6172303,"Tangara nigroviridis cyanescens (P.L.Sclater, 1857)",8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara nigroviridis,2488106.0,,1.2331520599805162e-05,Rare,0.00029716578136027634,0.030%
6172291,"Tangara gyrola nupera Bangs, 1917",6172291,"Tangara gyrola nupera Bangs, 1917",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara gyrola,2488114.0,,6.165760299902581e-06,Rare,0.00014858289068013817,0.015%
6172311,"Tangara arthus goodsoni E.Hartert, 1913",6172311,"Tangara arthus goodsoni E.Hartert, 1913",31,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara arthus,2488179.0,,4.7784642324245e-05,Uncommon,0.001151517402771071,0.115%
6172359,"Tangara parzudakii lunigera (P.L.Sclater, 1851)",6172359,"Tangara parzudakii lunigera (P.L.Sclater, 1851)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara parzudakii,2488192.0,,4.624320224926936e-06,Rare,0.00011143716801010364,0.011%
7192221,Tangara icterocephala icterocephala,7192221,Tangara icterocephala icterocephala,13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tangara,2488096.0,Tangara icterocephala,2488222.0,,2.0038720974683387e-05,Rare,0.0004828943947104491,0.048%
6172170,"Dacnis lineata aequatorialis Berlepsch & Taczanowski, 1884",9167607,"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,,4.624320224926936e-06,Rare,0.003181336161187699,0.318%
9167607,"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",9167607,"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,,1.5414400749756452e-06,Very Rare,0.0010604453870625664,0.106%
6172182,"Ramphocelus flammigerus icteronotus Bonaparte, 1838",5845475,"Ramphocelus icteronotus Bonaparte, 1838",170,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,,0.00026204481274585967,Uncommon,0.012625324916450055,1.26%
6172391,"Tersina viridis occidentalis (P.L.Sclater, 1855)",6172391,"Tersina viridis occidentalis (P.L.Sclater, 1855)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tersina,2488544.0,Tersina viridis,2488545.0,,4.624320224926936e-06,Rare,0.0006625441696113075,0.066%
6172251,"Thraupis episcopus quaesita Bangs & Noble, 1918",6172251,"Thraupis episcopus quaesita Bangs & Noble, 1918",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,,1.5414400749756454e-05,Rare,0.0005142710208279763,0.051%
6172240,"Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)",6172240,"Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,,1.3872960674780808e-05,Rare,0.00046284391874517873,0.046%
6172507,"Pipraeidea melanonota venezuelensis P.L.Sclater, 1857",6172507,"Pipraeidea melanonota venezuelensis P.L.Sclater, 1857",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,,6.165760299902581e-06,Rare,0.001444043321299639,0.144%
7192241,Diglossa albilatera albilatera,7192241,Diglossa albilatera albilatera,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,,1.5414400749756452e-06,Very Rare,0.00205761316872428,0.206%
9100399,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",9100399,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,,7.707200374878227e-06,Rare,0.0004900039200313603,0.049%
6173676,"Sporophila nigricollis vivida Hellmayr, 1938",9100399,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,,6.165760299902581e-06,Rare,0.0003920031360250882,0.039%
6173672,"Sporophila corvina ophthalmica (P.L.Sclater, 1860)",6173672,"Sporophila corvina ophthalmica (P.L.Sclater, 1860)",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,,2.0038720974683387e-05,Rare,0.0012740101920815366,0.127%
6173768,"Volatinia jacarina peruviensis (Peale, 1849)",6173768,"Volatinia jacarina peruviensis (Peale, 1849)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,,1.5414400749756452e-06,Very Rare,0.0009372071227741331,0.094%
5231038,"Tiaris olivaceus pusillus Swainson, 1827",5231038,"Tiaris olivaceus pusillus Swainson, 1827",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,,1.5414400749756452e-06,Very Rare,0.0049261083743842365,0.493%
6171678,"Coereba flaveola intermedia (Salvadori & Festa, 1899)",6171678,"Coereba flaveola intermedia (Salvadori & Festa, 1899)",25,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,,3.853600187439113e-05,Uncommon,0.0030845157310302285,0.308%
7191760,Saltator maximus maximus,7191760,Saltator maximus maximus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,,6.165760299902581e-06,Rare,0.0003542644584182092,0.035%
11102603,"Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)",11102603,"Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,,4.624320224926936e-06,Rare,0.002284843869002285,0.228%
11014529,"Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)",11014529,"Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)",26,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,,4.0077441949366774e-05,Uncommon,0.003227408142999007,0.323%
6089124,"Troglodytes aedon albicans Berlepsch & Taczanowski, 1884",6089124,"Troglodytes aedon albicans Berlepsch & Taczanowski, 1884",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,,1.5414400749756454e-05,Rare,0.0012919896640826874,0.129%
5845228,"Campylorhynchus zonatus brevirostris Lafresnaye, 1845",5845228,"Campylorhynchus zonatus brevirostris Lafresnaye, 1845",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,,3.0828801499512905e-06,Rare,0.08333333333333333,8.33%
6087923,"Henicorhina leucophrys brunneiceps Chapman, 1914",6087923,"Henicorhina leucophrys brunneiceps Chapman, 1914",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,7.707200374878227e-06,Rare,0.0009476876421531463,0.095%
6087916,"Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884",6087916,"Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,3.0828801499512905e-06,Rare,0.0003790750568612585,0.038%
7340691,Henicorhina leucophrys leucophrys,7340691,Henicorhina leucophrys leucophrys,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,1.5414400749756452e-06,Very Rare,0.00018953752843062926,0.019%
6089648,Cantorchilus nigricapillus nigricapillus,6089648,Cantorchilus nigricapillus nigricapillus,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,,9.248640449853871e-06,Rare,0.0011082379017362395,0.111%
7341191,Pheugopedius mystacalis mystacalis,7341191,Pheugopedius mystacalis mystacalis,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,,1.5414400749756452e-06,Very Rare,0.002207505518763797,0.221%
6087852,"Microcerculus marginatus taeniatus Salvin, 1881",6087852,"Microcerculus marginatus taeniatus Salvin, 1881",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,,3.0828801499512905e-06,Rare,0.0009285051067780873,0.093%
11062474,"Vireo chivi griseobarbatus (Berlepsch & Taczanowski, 1884)",6090470,"Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,,4.624320224926936e-06,Rare,0.0007340347443112308,0.073%
6090470,"Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)",6090470,"Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,,1.5414400749756452e-06,Very Rare,0.00024467824810374357,0.024%
6090521,"Vireo leucophrys josephae P.L.Sclater, 1859",6090521,"Vireo leucophrys josephae P.L.Sclater, 1859",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo leucophrys,2487452.0,,4.624320224926936e-06,Rare,0.0007340347443112308,0.073%
11325032,Polioptila bilineata bilineata,6087264,"Polioptila plumbea bilineata (Bonaparte, 1850)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Polioptilidae,5789066.0,Polioptila,2487581.0,Polioptila plumbea,2487583.0,,1.5414400749756452e-06,Very Rare,0.002457002457002457,0.246%
6088848,"Grallaricula flavirostris mindoensis Chapman, 1925",6088848,"Grallaricula flavirostris mindoensis Chapman, 1925",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaricula,2490507.0,Grallaricula flavirostris,2490514.0,,3.0828801499512905e-06,Rare,0.01282051282051282,1.28%
6089637,"Grallaria gigantea hylodroma Wetmore, 1945",6089637,"Grallaria gigantea hylodroma Wetmore, 1945",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria gigantea,2490517.0,,1.5414400749756452e-06,Very Rare,0.0012165450121654502,0.122%
6089502,"Grallaria guatimalensis regulus P.L.Sclater, 1860",6089502,"Grallaria guatimalensis regulus P.L.Sclater, 1860",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria guatimalensis,2490529.0,,4.624320224926936e-06,Rare,0.0036496350364963502,0.365%
6172432,"Chlorospingus flavigularis marginatus Chapman, 1914",6172432,"Chlorospingus flavigularis marginatus Chapman, 1914",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus flavigularis,2488703.0,,1.5414400749756454e-05,Rare,0.0013469827586206897,0.135%
7060650,Chlorospingus semifuscus semifuscus,7060650,Chlorospingus semifuscus semifuscus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus semifuscus,2488735.0,,6.165760299902581e-06,Rare,0.0005387931034482759,0.054%
6172461,"Chlorospingus canigularis conspicillatus Todd, 1922",6172461,"Chlorospingus canigularis conspicillatus Todd, 1922",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus canigularis,2488739.0,,1.5414400749756454e-05,Rare,0.0013469827586206897,0.135%
6173461,"Arremonops conirostris striaticeps (Lafresnaye, 1853)",6173461,"Arremonops conirostris striaticeps (Lafresnaye, 1853)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremonops,2491023.0,Arremonops conirostris,2491024.0,,4.624320224926936e-06,Rare,0.0039946737683089215,0.399%
6542054,Atlapetes tricolor crassus,6542054,Atlapetes tricolor crassus,3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Atlapetes,2491388.0,Atlapetes tricolor,2491398.0,,4.624320224926936e-06,Rare,0.001029512697323267,0.103%
6173562,"Arremon aurantiirostris occidentalis Hellmayr, 1911",6173562,"Arremon aurantiirostris occidentalis Hellmayr, 1911",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremon,2491613.0,Arremon aurantiirostris,2491628.0,,9.248640449853871e-06,Rare,0.0014385039558858787,0.144%
7341897,Arremon assimilis assimilis,7341897,Arremon assimilis assimilis,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremon,2491613.0,Arremon assimilis,7341896.0,,1.5414400749756452e-06,Very Rare,0.0002397506593143131,0.024%
6093541,"Arremon brunneinucha frontalis Tschudi, 1844",6093541,"Arremon brunneinucha frontalis Tschudi, 1844",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremon,2491613.0,Arremon brunneinucha,7341947.0,,3.0828801499512905e-06,Rare,0.0004795013186286262,0.048%
6173234,"Zonotrichia capensis costaricensis J.A.Allen, 1891",6173234,"Zonotrichia capensis costaricensis J.A.Allen, 1891",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Zonotrichia,6173226.0,Zonotrichia capensis,5231103.0,,4.624320224926936e-06,Rare,0.0017814726840855108,0.178%
6170689,"Pyrrhura melanura pacifica Chapman, 1915",6170689,"Pyrrhura melanura pacifica Chapman, 1915",1,SUBSPECIES,ACCEPTED,Psittaciformes,1445.0,Psittacidae,9340.0,Pyrrhura,2479799.0,Pyrrhura melanura,2479824.0,,1.5414400749756452e-06,Very Rare,0.0008481764206955047,0.085%
6170945,"Pionus sordidus corallinus Bonaparte, 1854",6170945,"Pionus sordidus corallinus Bonaparte, 1854",4,SUBSPECIES,ACCEPTED,Psittaciformes,1445.0,Psittacidae,9340.0,Pionus,2479900.0,Pionus sordidus,2479917.0,,6.165760299902581e-06,Rare,0.00033582402820921836,0.034%
6170943,"Pionus sordidus mindoensis Chapman, 1925",6170943,"Pionus sordidus mindoensis Chapman, 1925",1,SUBSPECIES,ACCEPTED,Psittaciformes,1445.0,Psittacidae,9340.0,Pionus,2479900.0,Pionus sordidus,2479917.0,,1.5414400749756452e-06,Very Rare,8.395600705230459e-05,0.008%
6179656,"Patagioenas plumbea chapmani (Ridgway, 1916)",6179656,"Patagioenas plumbea chapmani (Ridgway, 1916)",1,SUBSPECIES,ACCEPTED,Columbiformes,1446.0,Columbidae,5233.0,Patagioenas,2495265.0,Patagioenas plumbea,2495314.0,,1.5414400749756452e-06,Very Rare,0.00011198208286674133,0.011%
6179664,"Patagioenas subvinacea berlepschi (Hartert, 1898)",6179664,"Patagioenas subvinacea berlepschi (Hartert, 1898)",1,SUBSPECIES,ACCEPTED,Columbiformes,1446.0,Columbidae,5233.0,Patagioenas,2495265.0,Patagioenas subvinacea,2495321.0,,1.5414400749756452e-06,Very Rare,0.00011198208286674133,0.011%
7465014,"Zentrygon frenata bourcieri (Bonaparte, 1855)",7465014,"Zentrygon frenata bourcieri (Bonaparte, 1855)",3,SUBSPECIES,ACCEPTED,Columbiformes,1446.0,Columbidae,5233.0,Zentrygon,7366089.0,Zentrygon frenata,8243080.0,,4.624320224926936e-06,Rare,0.00505902192242833,0.506%
6179132,"Geotrygon frenata bourcieri Bonaparte, 1855",7465014,"Zentrygon frenata bourcieri (Bonaparte, 1855)",1,SUBSPECIES,SYNONYM,Columbiformes,1446.0,Columbidae,5233.0,Zentrygon,7366089.0,Zentrygon frenata,8243080.0,,1.5414400749756452e-06,Very Rare,0.0016863406408094434,0.169%
7191462,Megaceryle torquata torquata,7191462,Megaceryle torquata torquata,1,SUBSPECIES,ACCEPTED,Coraciiformes,1447.0,Alcedinidae,2984.0,Megaceryle,2475462.0,Megaceryle torquata,2475466.0,LC,1.5414400749756452e-06,Very Rare,0.0006854009595613434,0.069%
6175906,"Baryphthengus martii semirufus (P.L.Sclater, 1853)",6175906,"Baryphthengus martii semirufus (P.L.Sclater, 1853)",7,SUBSPECIES,ACCEPTED,Coraciiformes,1447.0,Momotidae,5255.0,Baryphthengus,2475268.0,Baryphthengus martii,2475270.0,,1.0790080524829517e-05,Rare,0.0009841135948263741,0.098%
7191484,Baryphthengus martii martii,7191484,Baryphthengus martii martii,1,SUBSPECIES,ACCEPTED,Coraciiformes,1447.0,Momotidae,5255.0,Baryphthengus,2475268.0,Baryphthengus martii,2475270.0,,1.5414400749756452e-06,Very Rare,0.00014058765640376775,0.014%
6542626,"Momotus subrufescens argenticinctus Sharpe, 1892",6542626,"Momotus subrufescens argenticinctus Sharpe, 1892",2,SUBSPECIES,ACCEPTED,Coraciiformes,1447.0,Momotidae,5255.0,Momotus,2475289.0,Momotus subrufescens,7342297.0,,3.0828801499512905e-06,Rare,1.0,100.0%
