sort v2024,species_code,English name,scientific name
16094.0,chabrt1,Chapman's Bristle-Tyrant,Pogonotriccus chapmani
16097.0,oustyr1,Oustalet's Tyrannulet,Phylloscartes oustaleti
16098.0,yegtyr1,Yellow-green Tyrannulet,Phylloscartes flavovirens
16099.0,olgtyr1,Olive-green Tyrannulet,Phylloscartes virescens
16100.0,moctyr2,Mottle-cheeked Tyrannulet,Phylloscartes ventralis
16104.0,bahtyr1,Bahia Tyrannulet,Phylloscartes beckeri
16105.0,restyr1,Restinga Tyrannulet,Phylloscartes kronei
16106.0,bartyr1,Bay-ringed Tyrannulet,Phylloscartes sylviolus
16107.0,alatyr1,Alagoas Tyrannulet,Phylloscartes ceciliae
16108.0,migtyr1,Minas Gerais Tyrannulet,Phylloscartes roquettei
16109.0,rubtyr1,Rufous-browed Tyrannulet,Phylloscartes superciliaris
16113.0,blftyr1,Black-fronted Tyrannulet,Phylloscartes nigrifrons
16114.0,rultyr1,Rufous-lored Tyrannulet,Phylloscartes flaviventris
16115.0,ecutyr1,Ecuadorian Tyrannulet,Phylloscartes gualaquizae
16116.0,ciftyr1,Cinnamon-faced Tyrannulet,Phylloscartes parkeri
16118.0,boptyr1,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni
16125.0,hfptyr1,Hazel-fronted Pygmy-Tyrant,Pseudotriccus simplex
16126.0,rhptyr1,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps
16127.0,rinant2,Ringed Antpipit,Corythopis torquatus
16131.0,souant1,Southern Antpipit,Corythopis delalandi
16132.0,eaptyr1,Eared Pygmy-Tyrant,Myiornis auricularis
16137.0,wbptyr1,White-bellied Pygmy-Tyrant,Myiornis albiventris
16138.0,bcptyr1,Black-capped Pygmy-Tyrant,Myiornis atricapillus
16139.0,stptyr1,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus
16142.0,scptyr1,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus
16148.0,dbptyr1,Double-banded Pygmy-Tyrant,Lophotriccus vitiosus
16153.0,lcptyr1,Long-crested Pygmy-Tyrant,Lophotriccus eulophotes
16154.0,heptyr1,Helmeted Pygmy-Tyrant,Lophotriccus galeatus
16156.0,peptyr1,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris
16161.0,norben1,Northern Bentbill,Oncostoma cinereigulare
16162.0,souben1,Southern Bentbill,Oncostoma olivaceum
16163.0,snttyr1,Snethlage's Tody-Tyrant,Hemitriccus minor
16169.0,yuttyr1,Yungas Tody-Tyrant,Hemitriccus spodiops
16170.0,acrtot1,Acre Tody-Tyrant,Hemitriccus cohnhafti
16171.0,flapyt1,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus
16174.0,drbpyt1,Drab-breasted Pygmy-Tyrant,Hemitriccus diops
16175.0,bnbpyt1,Brown-breasted Pygmy-Tyrant,Hemitriccus obsoletus
16178.0,bbttyr1,Boat-billed Tody-Tyrant,Hemitriccus josephinae
16179.0,wettyr1,White-eyed Tody-Tyrant,Hemitriccus zosterops
16184.0,whbtot1,White-bellied Tody-Tyrant,Hemitriccus griseipectus
16187.0,erttyr1,Eye-ringed Tody-Tyrant,Hemitriccus orbitatus
16188.0,jottyr1,Johannes's Tody-Tyrant,Hemitriccus iohannis
16189.0,snttyr2,Stripe-necked Tody-Tyrant,Hemitriccus striaticollis
16192.0,hattyr1,Hangnest Tody-Tyrant,Hemitriccus nidipendulus
16195.0,pvttyr1,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer
16205.0,pettyr1,Pelzeln's Tody-Tyrant,Hemitriccus inornatus
16206.0,zittyr1,Zimmer's Tody-Tyrant,Hemitriccus minimus
16207.0,btttyr1,Black-throated Tody-Tyrant,Hemitriccus granadensis
16215.0,cbttyr1,Cinnamon-breasted Tody-Tyrant,Hemitriccus cinnamomeipectus
16216.0,bbttyr2,Buff-breasted Tody-Tyrant,Hemitriccus mirandae
16217.0,kattyr1,Kaempfer's Tody-Tyrant,Hemitriccus kaempferi
16218.0,btttyr2,Buff-throated Tody-Tyrant,Hemitriccus rufigularis
16219.0,fotpyt1,Fork-tailed Pygmy-Tyrant,Hemitriccus furcatus
16221.0,rcttyr1,Rufous-crowned Tody-Flycatcher,Poecilotriccus ruficeps
16226.0,johtot1,Johnson's Tody-Flycatcher,Poecilotriccus luluae
16227.0,wcttyr1,White-cheeked Tody-Flycatcher,Poecilotriccus albifacies
16228.0,bawtyr1,Black-and-white Tody-Flycatcher,Poecilotriccus capitalis
16229.0,buctof1,Buff-cheeked Tody-Flycatcher,Poecilotriccus senex
16230.0,rudtof1,Ruddy Tody-Flycatcher,Poecilotriccus russatus
16231.0,ocftof1,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps
16236.0,smftof1,Smoky-fronted Tody-Flycatcher,Poecilotriccus fumifrons
16239.0,ruftof1,Rusty-fronted Tody-Flycatcher,Poecilotriccus latirostris
16247.0,shtfly1,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia
16253.0,gowtof1,Golden-winged Tody-Flycatcher,Poecilotriccus calopterus
16254.0,bkbtof1,Black-backed Tody-Flycatcher,Poecilotriccus pulchellus
16256.0,blctyr2,Black-chested Tyrant,Taeniotriccus andrei
16259.0,sptfly1,Spotted Tody-Flycatcher,Todirostrum maculatum
16265.0,gyhtof1,Gray-headed Tody-Flycatcher,Todirostrum poliocephalum
16266.0,cotfly1,Common Tody-Flycatcher,Todirostrum cinereum
16276.0,matfly1,Maracaibo Tody-Flycatcher,Todirostrum viridanum
16277.0,bhtfly1,Black-headed Tody-Flycatcher,Todirostrum nigriceps
16278.0,patfly1,Painted Tody-Flycatcher,Todirostrum pictum
16279.0,ybtfly1,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum
16286.0,brofly1,Brownish Twistwing,Cnipodectes subbrunneus
16289.0,ruftwi1,Rufous Twistwing,Cnipodectes superrufus
16290.0,eyrfla1,Eye-ringed Flatbill,Rhynchocyclus brevirostris
16294.0,olifla2,Western Olivaceous Flatbill,Rhynchocyclus aequinoctialis
16303.0,olifla3,Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus
16309.0,pacfla1,Pacific Flatbill,Rhynchocyclus pacificus
16310.0,fubfla1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus
16312.0,yeofly1,Yellow-olive Flatbill,Tolmomyias sulphurescens
16330.0,orefly1,Orange-eyed Flatbill,Tolmomyias traylori
16331.0,yemfly2,Yellow-winged Flatbill,Tolmomyias flavotectus
16332.0,yemfly1,Yellow-margined Flatbill,Tolmomyias assimilis
16342.0,gycfly1,Gray-crowned Flatbill,Tolmomyias poliocephalus
16346.0,yebfly4,Olive-faced Flatbill,Tolmomyias viridiceps
16350.0,yebfly3,Ochre-lored Flatbill,Tolmomyias flaviventris
16356.0,cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus
16365.0,clifly1,Cliff Flycatcher,Hirundinea ferruginea
16372.0,ornfly1,Ornate Flycatcher,Myiotriccus ornatus
16379.0,hanfly1,Handsome Flycatcher,Nephelomyias pulcher
16383.0,orbfly1,Orange-banded Flycatcher,Nephelomyias lintoni
16384.0,ocbfly2,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris
16385.0,yebtyr1,Yellow-bellied Tyrannulet,Ornithion semiflavum
16386.0,brctyr,Brown-capped Tyrannulet,Ornithion brunneicapillus
16387.0,whltyr1,White-lored Tyrannulet,Ornithion inerme
16388.0,nobtyr,Northern Beardless-Tyrannulet,Camptostoma imberbe
16389.0,sobtyr1,Southern Beardless-Tyrannulet,Camptostoma obsoletum
16405.0,suifly1,Suiriri Flycatcher,Suiriri suiriri
16409.0,whttyr1,White-tailed Tyrannulet,Mecocerculus poecilocercus
16410.0,bubtyr1,Buff-banded Tyrannulet,Mecocerculus hellmayri
16411.0,whbtyr1,White-banded Tyrannulet,Mecocerculus stictopterus
16415.0,whttyr2,White-throated Tyrannulet,Mecocerculus leucophrys
16427.0,ruwtyr1,Rufous-winged Tyrannulet,Mecocerculus calopterus
16428.0,subtyr1,Sulphur-bellied Tyrannulet,Mecocerculus minor
16429.0,bkctit1,Black-crested Tit-Tyrant,Anairetes nigrocristatus
16430.0,pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides
16433.0,abttyr1,Ash-breasted Tit-Tyrant,Anairetes alpinus
16436.0,ybttyr1,Yellow-billed Tit-Tyrant,Anairetes flavirostris
16441.0,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus
16445.0,jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus
16447.0,agitit1,Agile Tit-Tyrant,Uromyias agilis
16448.0,unstit1,Unstreaked Tit-Tyrant,Uromyias agraphia
16452.0,moctyr6,Tumbesian Tyrannulet,Nesotriccus tumbezanus
16455.0,moctyr4,Marañon Tyrannulet,Nesotriccus maranonicus
16457.0,cocfly1,Cocos Tyrannulet,Nesotriccus ridgwayi
16458.0,y01204,Mouse-colored Tyrannulet,Nesotriccus murinus
16466.0,yeltyr1,Yellow Tyrannulet,Capsiempis flaveola
16472.0,beatac1,Bearded Tachuri,Polystictus pectoralis
16476.0,gybtac1,Gray-backed Tachuri,Polystictus superciliaris
16477.0,shttyr1,Sharp-tailed Tyrant,Culicivora caudacuta
16478.0,credor1,Crested Doradito,Pseudocolopteryx sclateri
16479.0,subdor1,Subtropical Doradito,Pseudocolopteryx acutipennis
16480.0,dindor2,Dinelli's Doradito,Pseudocolopteryx dinelliana
16481.0,wardor1,Warbling Doradito,Pseudocolopteryx flaviventris
16482.0,ticdor1,Ticking Doradito,Pseudocolopteryx citreola
16485.0,yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus
16486.0,forela1,Forest Elaenia,Myiopagis gaimardii
16492.0,gryela1,Choco Elaenia,Myiopagis parambae
16495.0,gryela2,Amazonian Elaenia,Myiopagis cinerea
16496.0,fooela1,Foothill Elaenia,Myiopagis olallai
16500.0,gryela3,Gray-headed Elaenia,Myiopagis caniceps
16501.0,pacela1,Pacific Elaenia,Myiopagis subplacens
16502.0,yecela1,Yellow-crowned Elaenia,Myiopagis flavivertex
16503.0,jamela1,Jamaican Elaenia,Myiopagis cotta
16504.0,greela,Greenish Elaenia,Myiopagis viridicata
16518.0,plcela1,Plain-crested Elaenia,Elaenia cristata
16521.0,rucela1,Rufous-crowned Elaenia,Elaenia ruficeps
16522.0,slaela1,Slaty Elaenia,Elaenia strepera
16523.0,mobela1,Mottle-backed Elaenia,Elaenia gigas
16524.0,higela3,Small-headed Elaenia,Elaenia sordida
16525.0,greela1,Great Elaenia,Elaenia dayi
16529.0,higela2,Highland Elaenia,Elaenia obscura
16530.0,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster
16535.0,smbela1,Small-billed Elaenia,Elaenia parvirostris
16536.0,broela1,Brownish Elaenia,Elaenia pelzelni
16537.0,larela1,Large Elaenia,Elaenia spectabilis
16538.0,norela1,Noronha Elaenia,Elaenia ridleyana
16539.0,oliela1,Olivaceous Elaenia,Elaenia mesoleuca
16540.0,lesela1,Lesser Elaenia,Elaenia chiriquensis
16543.0,cooela1,Coopmans's Elaenia,Elaenia brachyptera
16544.0,whcela1,White-crested Elaenia,Elaenia albiceps
16553.0,sieela3,Sierran Elaenia,Elaenia pallatangae
16557.0,mouela1,Mountain Elaenia,Elaenia frantzii
16562.0,sieela2,Tepui Elaenia,Elaenia olivina
16565.0,carela1,Caribbean Elaenia,Elaenia martinica
16575.0,graela1,Greater Antillean Elaenia,Elaenia fallax
16579.0,tortyr1,Torrent Tyrannulet,Serpophaga cinerea
16582.0,rivtyr1,River Tyrannulet,Serpophaga hypoleuca
16586.0,sootyr1,Sooty Tyrannulet,Serpophaga nigricans
16587.0,y01036,White-crested Tyrannulet,Serpophaga subcristata
16592.0,gyctyr2,Straneck's Tyrannulet,Serpophaga griseicapilla
16595.0,gretyr1,Greenish Tyrannulet,Phyllomyias virescens
16596.0,reityr1,Reiser's Tyrannulet,Phyllomyias reiseri
16597.0,urityr1,Urich's Tyrannulet,Phyllomyias urichi
16598.0,scltyr1,Sclater's Tyrannulet,Phyllomyias sclateri
16601.0,platyr2,Planalto Tyrannulet,Phyllomyias fasciatus
16605.0,yuntyr1,Yungas Tyrannulet,Phyllomyias weedeni
16606.0,sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps
16611.0,plctyr1,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps
16612.0,gyctyr1,Gray-capped Tyrannulet,Phyllomyias griseocapilla
16614.0,roltyr1,White-fronted Tyrannulet,Acrochordopus zeledoni
16621.0,roltyr3,Rough-legged Tyrannulet,Acrochordopus burmeisteri
16622.0,blctyr1,Black-capped Tyrannulet,Tyranniscus nigrocapillus
16626.0,ashtyr1,Ashy-headed Tyrannulet,Tyranniscus cinereiceps
16627.0,tartyr1,Tawny-rumped Tyrannulet,Tyranniscus uropygialis
16628.0,rebtyr2,Red-billed Tyrannulet,Zimmerius cinereicapilla
16629.0,mistyr1,Mishana Tyrannulet,Zimmerius villarejoi
16630.0,chityr1,Chico's Tyrannulet,Zimmerius chicomendesi
16631.0,guityr1,Guianan Tyrannulet,Zimmerius acer
16632.0,paltyr2,Guatemalan Tyrannulet,Zimmerius vilissimus
16633.0,paltyr3,Mistletoe Tyrannulet,Zimmerius parvus
16635.0,chotyr1,Choco Tyrannulet,Zimmerius albigularis
16636.0,paltyr4,Spectacled Tyrannulet,Zimmerius improbus
16639.0,goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops
16644.0,pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus
16648.0,boltyr1,Bolivian Tyrannulet,Zimmerius bolivianus
16649.0,paltyr5,Venezuelan Tyrannulet,Zimmerius petersi
16650.0,slftyr1,Slender-footed Tyrannulet,Zimmerius gracilipes
16654.0,tacpyt2,Fulvous-faced Scrub-Tyrant,Euscarthmus fulviceps
16655.0,tacpyt1,Fulvous-crowned Scrub-Tyrant,Euscarthmus meloryphus
16658.0,rsptyr1,Rufous-sided Scrub-Tyrant,Euscarthmus rufomarginatus
16659.0,gawtyr2,Gray-and-white Tyrannulet,Pseudelaenia leucospodia
16660.0,lewtyr1,Lesser Wagtail-Tyrant,Stigmatura napensis
16661.0,leswat2,Bahia Wagtail-Tyrant,Stigmatura bahiae
16663.0,grwtyr1,Greater Wagtail-Tyrant,Stigmatura budytoides
16669.0,slbtyr1,Slender-billed Tyrannulet,Inezia tenuirostris
16670.0,platyr1,Plain Tyrannulet,Inezia inornata
16671.0,amatyr1,Amazonian Tyrannulet,Inezia subflava
16674.0,pattyr3,Pale-tipped Tyrannulet,Inezia caudata
16677.0,flafly2,Flavescent Flycatcher,Myiophobus flavicans
16683.0,orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra
16686.0,unafly1,Unadorned Flycatcher,Myiophobus inornatus
16687.0,rorfly1,Roraiman Flycatcher,Myiophobus roraimae
16691.0,olcfly1,Olive-chested Flycatcher,Myiophobus cryptoxanthus
16692.0,brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus
16698.0,brcfly4,Mouse-gray Flycatcher,Myiophobus crypterythrus
16700.0,brcfly3,Rufescent Flycatcher,Myiophobus rufescens
16703.0,eulfly1,Euler's Flycatcher,Lathrotriccus euleri
16711.0,gybfly1,Gray-breasted Flycatcher,Lathrotriccus griseipectus
16712.0,tacfly1,Tawny-chested Flycatcher,Aphanotriccus capitalis
16713.0,blbfly1,Black-billed Flycatcher,Aphanotriccus audax
16714.0,belfly1,Belted Flycatcher,Xenotriccus callizonus
16715.0,pilfly1,Pileated Flycatcher,Xenotriccus mexicanus
16716.0,tuffly,Tufted Flycatcher,Mitrephanes phaeocercus
16722.0,olifly2,Olive Flycatcher,Mitrephanes olivaceus
16723.0,olsfly,Olive-sided Flycatcher,Contopus cooperi
16724.0,ochpew1,Ochraceous Pewee,Contopus ochraceus
16725.0,grepew,Greater Pewee,Contopus pertinax
16728.0,darpew1,Dark Pewee,Contopus lugubris
16729.0,smcpew1,Smoke-colored Pewee,Contopus fumigatus
16736.0,jampew1,Jamaican Pewee,Contopus pallidus
16737.0,tropew2,Tumbes Pewee,Contopus punensis
16738.0,whtpew1,White-throated Pewee,Contopus albogularis
16739.0,blapew1,Blackish Pewee,Contopus nigrescens
16742.0,tropew3,Southern Tropical Pewee,Contopus cinereus
16745.0,wewpew,Western Wood-Pewee,Contopus sordidulus
16750.0,tropew4,Northern Tropical Pewee,Contopus bogotensis
16757.0,eawpew,Eastern Wood-Pewee,Contopus virens
16760.0,cubpew1,Cuban Pewee,Contopus caribaeus
16765.0,hispew1,Hispaniolan Pewee,Contopus hispaniolensis
16768.0,leapew1,Lesser Antillean Pewee,Contopus latirostris
16773.0,fusfly1,Fuscous Flycatcher,Cnemotriccus fuscatus
16782.0,yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris
16783.0,acafly,Acadian Flycatcher,Empidonax virescens
16784.0,aldfly,Alder Flycatcher,Empidonax alnorum
16785.0,wilfly,Willow Flycatcher,Empidonax traillii
16792.0,whtfly1,White-throated Flycatcher,Empidonax albigularis
16796.0,leafly,Least Flycatcher,Empidonax minimus
16797.0,hamfly,Hammond's Flycatcher,Empidonax hammondii
16798.0,gryfly,Gray Flycatcher,Empidonax wrightii
16799.0,dusfly,Dusky Flycatcher,Empidonax oberholseri
16802.0,pinfly1,Pine Flycatcher,Empidonax affinis
16808.0,wesfly,Western Flycatcher,Empidonax difficilis
16817.0,yelfly1,Yellowish Flycatcher,Empidonax flavescens
16822.0,bubfly,Buff-breasted Flycatcher,Empidonax fulvifrons
16829.0,blcfly1,Black-capped Flycatcher,Empidonax atriceps
16831.0,blkpho,Black Phoebe,Sayornis nigricans
16840.0,easpho,Eastern Phoebe,Sayornis phoebe
16843.0,saypho,Say's Phoebe,Sayornis saya
16848.0,chafly3,Chapada Flycatcher,Guyramemua affine
16850.0,nosfly1,Northern Scrub-Flycatcher,Sublegatus arenarum
16857.0,amsfly1,Amazonian Scrub-Flycatcher,Sublegatus obscurior
16858.0,sosfly1,Southern Scrub-Flycatcher,Sublegatus modestus
16862.0,verfly,Vermilion Flycatcher,Pyrocephalus rubinus
16876.0,brufly1,Brujo Flycatcher,Pyrocephalus nanus
16879.0,ausneg1,Austral Negrito,Lessonia rufa
16880.0,andneg1,Andean Negrito,Lessonia oreas
16882.0,rivtyr2,Riverside Tyrant,Knipolegus orenocensis
16887.0,ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus
16893.0,ambtyr1,Amazonian Black-Tyrant,Knipolegus poecilocercus
16894.0,whwblt2,Caatinga Black-Tyrant,Knipolegus franciscanus
16895.0,crbtyr1,Crested Black-Tyrant,Knipolegus lophotes
16896.0,vebtyr1,Velvety Black-Tyrant,Knipolegus nigerrimus
16897.0,andtyr3,Jelski's Black-Tyrant,Knipolegus signatus
16898.0,andtyr2,Plumbeous Black-Tyrant,Knipolegus cabanisi
16900.0,bbbtyr1,Blue-billed Black-Tyrant,Knipolegus cyanirostris
16901.0,cintyr1,Cinereous Tyrant,Knipolegus striaticeps
16902.0,whwblt1,White-winged Black-Tyrant,Knipolegus aterrimus
16907.0,hubtyr1,Hudson's Black-Tyrant,Knipolegus hudsoni
16910.0,spetyr1,Spectacled Tyrant,Hymenops perspicillatus
16913.0,drwtyr1,Drab Water Tyrant,Ochthornis littoralis
16914.0,yebtyr2,Yellow-browed Tyrant,Satrapa icterophrys
16915.0,ligtyr1,Little Ground-Tyrant,Syrtidicola fluviatilis
16916.0,sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris
16920.0,tacgrt1,Taczanowski's Ground-Tyrant,Muscisaxicola griseus
16921.0,pugtyr1,Puna Ground-Tyrant,Muscisaxicola juninensis
16922.0,cingrt1,Cinereous Ground-Tyrant,Muscisaxicola cinereus
16925.0,wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons
16926.0,ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha
16929.0,rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex
16933.0,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus
16936.0,wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora
16937.0,plcgrt1,Plain-capped Ground-Tyrant,Muscisaxicola alpinus
16941.0,cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus
16942.0,bfgtyr1,Black-fronted Ground-Tyrant,Muscisaxicola frontalis
16944.0,rrbtyr1,Red-rumped Bush-Tyrant,Cnemarchus erythropygius
16947.0,rwbtyr1,Rufous-webbed Bush-Tyrant,Cnemarchus rufipennis
16950.0,fiediu1,Fire-eyed Diucon,Pyrope pyrope
16953.0,whrmon2,White-rumped Monjita,Xolmis velatus
16954.0,whimon1,White Monjita,Xolmis irupero
16957.0,grymon1,Gray Monjita,Nengetus cinereus
16960.0,bkcmon1,Black-crowned Monjita,Neoxolmis coronatus
16961.0,salmon1,Salinas Monjita,Neoxolmis salinarum
16962.0,rubmon1,Rusty-backed Monjita,Neoxolmis rubetra
16963.0,chvtyr2,Chocolate-vented Tyrant,Neoxolmis rufiventris
16964.0,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus
16970.0,wtstyr1,White-tailed Shrike-Tyrant,Agriornis albicauda
16973.0,gresht1,Great Shrike-Tyrant,Agriornis lividus
16976.0,gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus
16979.0,lessht1,Lesser Shrike-Tyrant,Agriornis murinus
16981.0,stbtyr1,Streak-throated Bush-Tyrant,Myiotheretes striaticollis
16984.0,smbtyr1,Santa Marta Bush-Tyrant,Myiotheretes pernix
16985.0,smbtyr2,Smoky Bush-Tyrant,Myiotheretes fumigatus
16990.0,rbbtyr1,Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus
16992.0,whmtyr1,White-headed Marsh Tyrant,Arundinicola leucocephala
16993.0,piwtyr1,Pied Water-Tyrant,Fluvicola pica
16994.0,bbwtyr1,Black-backed Water-Tyrant,Fluvicola albiventer
16995.0,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta
16998.0,shtgrt1,Shear-tailed Gray Tyrant,Muscipipra vetula
16999.0,stttyr2,Streamer-tailed Tyrant,Gubernetes yetapa
17000.0,bawmon3,Black-and-white Monjita,Heteroxolmis dominicana
17001.0,cottyr1,Cock-tailed Tyrant,Alectrurus tricolor
17002.0,stttyr1,Strange-tailed Tyrant,Alectrurus risora
17003.0,crocht1,Crowned Chat-Tyrant,Silvicultrix frontalis
17010.0,jelcht1,Jelski's Chat-Tyrant,Silvicultrix jelskii
17011.0,gobcht1,Golden-browed Chat-Tyrant,Silvicultrix pulchella
17014.0,yebcht1,Yellow-bellied Chat-Tyrant,Silvicultrix diadema
17020.0,pattyr2,Patagonian Tyrant,Colorhamphus parvirostris
17021.0,tumtyr2,Tumbes Chat-Tyrant,Ochthoeca salvini
17022.0,slbcht2,Chestnut-bellied Chat-Tyrant,Ochthoeca cinnamomeiventris
17023.0,slbcht1,Blackish Chat-Tyrant,Ochthoeca nigrita
17024.0,slbcht3,Maroon-belted Chat-Tyrant,Ochthoeca thoracica
17027.0,rbctyr1,Rufous-breasted Chat-Tyrant,Ochthoeca rufipectoralis
17035.0,bbctyr1,Brown-backed Chat-Tyrant,Ochthoeca fumicolor
17040.0,bnbcht2,Rufous-browed Chat-Tyrant,Ochthoeca superciliosa
17041.0,dorcht1,d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides
17044.0,pictyr1,Piura Chat-Tyrant,Ochthoeca piurae
17045.0,wbctyr1,White-browed Chat-Tyrant,Ochthoeca leucophrys
17053.0,lottyr1,Long-tailed Tyrant,Colonia colonus
17059.0,stftyr1,Short-tailed Field Tyrant,Muscigralla brevicauda
17060.0,lahfla2,Large-headed Flatbill,Ramphotrigon megacephalum
17065.0,rutfla1,Rufous-tailed Flatbill,Ramphotrigon ruficauda
17066.0,flafly1,Flammulated Flycatcher,Ramphotrigon flammulatum
17067.0,dutfla1,Dusky-tailed Flatbill,Ramphotrigon fuscicauda
17069.0,rutatt1,Rufous-tailed Attila,Attila phoenicurus
17070.0,cinatt1,Cinnamon Attila,Attila cinnamomeus
17071.0,ochatt1,Ochraceous Attila,Attila torridus
17072.0,cibatt1,Citron-bellied Attila,Attila citriniventris
17073.0,ducatt1,Dull-capped Attila,Attila bolivianus
17076.0,gyhatt1,Gray-hooded Attila,Attila rufus
17079.0,brratt1,Bright-rumped Attila,Attila spadiceus
17095.0,siryst3,Choco Sirystes,Sirystes albogriseus
17096.0,whrsir1,White-rumped Sirystes,Sirystes albocinereus
17097.0,todsir1,Todd's Sirystes,Sirystes subcanescens
17098.0,sibsir1,Sibilant Sirystes,Sirystes sibilator
17102.0,rufcas2,Rufous Casiornis,Casiornis rufus
17103.0,astcas2,Ash-throated Casiornis,Casiornis fuscus
17104.0,rufmou1,Rufous Mourner,Rhytipterna holerythra
17107.0,gramou1,Grayish Mourner,Rhytipterna simplex
17110.0,pabmou1,Pale-bellied Mourner,Rhytipterna immunda
17111.0,ruffly1,Rufous Flycatcher,Myiarchus semirufus
17112.0,yucfly1,Yucatan Flycatcher,Myiarchus yucatanensis
17116.0,sadfly1,Sad Flycatcher,Myiarchus barbirostris
17117.0,ducfly,Dusky-capped Flycatcher,Myiarchus tuberculifer
17134.0,swafly1,Swainson's Flycatcher,Myiarchus swainsoni
17140.0,venfly1,Venezuelan Flycatcher,Myiarchus venezuelensis
17141.0,panfly1,Panama Flycatcher,Myiarchus panamensis
17145.0,shcfly1,Short-crested Flycatcher,Myiarchus ferox
17149.0,apifly1,Apical Flycatcher,Myiarchus apicalis
17150.0,socfly2,Sooty-crowned Flycatcher,Myiarchus phaeocephalus
17153.0,paefly1,Pale-edged Flycatcher,Myiarchus cephalotes
17156.0,astfly,Ash-throated Flycatcher,Myiarchus cinerascens
17159.0,nutfly,Nutting's Flycatcher,Myiarchus nuttingi
17165.0,grcfly,Great Crested Flycatcher,Myiarchus crinitus
17166.0,bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus
17176.0,galfly1,Galapagos Flycatcher,Myiarchus magnirostris
17177.0,grefly1,Grenada Flycatcher,Myiarchus nugator
17178.0,rutfly1,Rufous-tailed Flycatcher,Myiarchus validus
17179.0,lasfly,La Sagra's Flycatcher,Myiarchus sagrae
17182.0,stofly1,Stolid Flycatcher,Myiarchus stolidus
17185.0,purfly1,Puerto Rican Flycatcher,Myiarchus antillarum
17186.0,leafly1,Lesser Antillean Flycatcher,Myiarchus oberi
17192.0,cattyr,Cattle Tyrant,Machetornis rixosa
17196.0,leskis1,Lesser Kiskadee,Philohydor lictor
17199.0,grekis,Great Kiskadee,Pitangus sulphuratus
17210.0,bobfly1,Boat-billed Flycatcher,Megarynchus pitangua
17218.0,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis
17223.0,socfly1,Social Flycatcher,Myiozetetes similis
17234.0,grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis
17238.0,ducfly2,Dusky-chested Flycatcher,Myiozetetes luteiventris
17242.0,whbfly1,White-bearded Flycatcher,Phelpsia inornata
17243.0,whrfly,White-ringed Flycatcher,Conopias albovittatus
17246.0,yetfly2,Yellow-throated Flycatcher,Conopias parvus
17247.0,thsfly2,Three-striped Flycatcher,Conopias trivirgatus
17251.0,lebfly2,Lemon-browed Flycatcher,Conopias cinchoneti
17254.0,gobfly1,Golden-bellied Flycatcher,Myiodynastes hemichrysus
17258.0,gocfly1,Golden-crowned Flycatcher,Myiodynastes chrysocephalus
17259.0,baifly1,Baird's Flycatcher,Myiodynastes bairdii
