scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
"Microrhopias quixensis (Cornalia, 1849)","Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC
"Sipia nigricauda (Cassin, 1850)","Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC
"Thamnophilus atrinucha Salvin & Godman, 1892","Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC
"Thamnophilus unicolor (P.L.Sclater, 1859)","Thamnophilus unicolor (P.L.Sclater, 1859)",346,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC
Thamnophilus unicolor unicolor,Thamnophilus unicolor unicolor,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,
"Epinecrophylla fulviventris (Lawrence, 1862)","Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC
"Hafferia zeledoni (Pelzeln, 1868)","Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Passeriformes,729.0,Thamnophilidae,5286.0,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC
"Entomodestes coracinus (Berlepsch, 1897)","Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC
"Turdus fuscater Orbigny & Lafresnaye, 1837","Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus fuscater,2490717.0,LC
"Turdus obsoletus Lawrence, 1862","Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC
"Turdus maculirostris Berlepsch & Taczanowski, 1884","Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC
"Turdus serranus Tschudi, 1844","Turdus serranus Tschudi, 1844",195,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,LC
"Turdus serranus fuscobrunneus (Chapman, 1912)","Turdus serranus fuscobrunneus (Chapman, 1912)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus serranus,2490784.0,
"Turdus leucops Taczanowski, 1877","Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus leucops,5789052.0,LC
"Turdus daguae Berlepsch, 1897","Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus daguae,6100894.0,NE
"Turdus assimilis Cabanis, 1850","Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Turdus,2490714.0,Turdus assimilis,9529632.0,LC
"Catharus fuscater (Lafresnaye, 1845)","Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus fuscater,2490802.0,LC
"Catharus maculatus (P.L.Sclater, 1858)","Catharus dryas maculatus (P.L.Sclater, 1858)",105,SPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,LC
Catharus maculatus maculatus,"Catharus dryas maculatus (P.L.Sclater, 1858)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus dryas,2490808.0,
"Catharus ustulatus (Nuttall, 1840)","Catharus ustulatus (Nuttall, 1840)",3630,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC
"Catharus ustulatus swainsoni (Tschudi, 1845)","Catharus ustulatus swainsoni (Tschudi, 1845)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Catharus,2490799.0,Catharus ustulatus,2490821.0,
"Myadestes ralloides (Orbigny, 1840)","Myadestes ralloides (Orbigny, 1840)",1793,SPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC
"Myadestes ralloides plumbeiceps Hellmayr, 1921","Myadestes ralloides plumbeiceps Hellmayr, 1921",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Turdidae,5290.0,Myadestes,2490834.0,Myadestes ralloides,2490848.0,
"Anairetes parulus (Kittlitz, 1830)","Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC
"Leptopogon superciliaris Tschudi, 1844","Leptopogon superciliaris Tschudi, 1844",3762,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC
Leptopogon superciliaris superciliaris,Leptopogon superciliaris superciliaris,10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,
"Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884","Leptopogon superciliaris transandinus Berlepsch & Taczanowski, 1884",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,
"Empidonax traillii (Audubon, 1828)","Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC
"Empidonax virescens (Vieillot, 1818)","Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC
"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)","Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC
"Mionectes oleagineus (Lichtenstein, 1823)","Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC
"Mionectes olivaceus hederaceus Bangs, 1910","Mionectes olivaceus hederaceus Bangs, 1910",8,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,
"Mionectes olivaceus Lawrence, 1868","Mionectes olivaceus Lawrence, 1868",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC
"Mionectes galbinus Bangs, 1902","Mionectes galbinus Bangs, 1902",245,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC
"Mionectes galbinus hederaceus Bangs, 1910","Mionectes galbinus hederaceus Bangs, 1910",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mionectes,2482811.0,Mionectes galbinus,10803607.0,
"Fluvicola nengeta (Linnaeus, 1766)","Fluvicola nengeta (Linnaeus, 1766)",2192,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC
"Fluvicola nengeta atripennis P.L.Sclater, 1860","Fluvicola nengeta atripennis P.L.Sclater, 1860",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,
"Myiornis atricapillus (Lawrence, 1875)","Myiornis atricapillus (Lawrence, 1875)",12,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiornis,2482865.0,Myiornis atricapillus,2482867.0,LC
"Tolmomyias flavotectus (Hartert & Ejo, 1902)","Tolmomyias assimilis flavotectus (Hartert, 1902)",31,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Tolmomyias,2482872.0,Tolmomyias assimilis,2482899.0,LC
"Myiozetetes similis (Spix, 1825)","Myiozetetes similis (Spix, 1825)",2735,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes similis,2482913.0,LC
"Myiozetetes cayanensis (Linnaeus, 1766)","Myiozetetes cayanensis (Linnaeus, 1766)",5763,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,LC
"Myiozetetes cayanensis hellmayri Hartert & Goodson, 1917","Myiozetetes cayanensis hellmayri Hartert & Goodson, 1917",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,
"Myiozetetes granadensis Lawrence, 1862","Myiozetetes granadensis Lawrence, 1862",479,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiozetetes,2482912.0,Myiozetetes granadensis,2482929.0,LC
"Legatus leucophaius (Vieillot, 1818)","Legatus leucophaius (Vieillot, 1818)",362,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Legatus,2482939.0,Legatus leucophaius,2482940.0,LC
"Myiopagis viridicata (Vieillot, 1817)","Myiopagis viridicata (Vieillot, 1817)",75,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiopagis,2482944.0,Myiopagis viridicata,2482947.0,LC
"Knipolegus poecilurus (P.L.Sclater, 1862)","Knipolegus poecilurus (P.L.Sclater, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Knipolegus,2483026.0,Knipolegus poecilurus,2483043.0,LC
"Platyrinchus mystaceus Vieillot, 1818","Platyrinchus mystaceus Vieillot, 1818",315,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,LC
"Platyrinchus mystaceus albogularis P.L.Sclater, 1860","Platyrinchus mystaceus albogularis P.L.Sclater, 1860",6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,
"Elaenia flavogaster (Thunberg, 1822)","Elaenia flavogaster (Thunberg, 1822)",1255,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,LC
"Elaenia flavogaster semipagana P.L.Sclater, 1862","Elaenia flavogaster semipagana P.L.Sclater, 1862",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,
"Elaenia albiceps (Orbigny & Lafresnaye, 1837)","Elaenia albiceps (Orbigny & Lafresnaye, 1837)",128,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia albiceps,5229651.0,LC
"Elaenia brachyptera Berlepsch, 1907","Elaenia brachyptera Berlepsch, 1907",678,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia brachyptera,8921536.0,LC
"Elaenia pallatangae P.L.Sclater, 1862","Elaenia pallatangae P.L.Sclater, 1862",117,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Elaenia,2483089.0,Elaenia pallatangae,9514023.0,LC
"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)","Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",55,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca cinnamomeiventris,2483152.0,LC
"Silvicultrix diadema (Hartlaub, 1843)","Ochthoeca diadema (Hartlaub, 1843)",22,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca diadema,2483172.0,LC
"Ochthoeca frontalis (Lafresnaye, 1847)","Ochthoeca frontalis (Lafresnaye, 1847)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ochthoeca,2483148.0,Ochthoeca frontalis,2483194.0,LC
"Pogonotriccus ophthalmicus Taczanowski, 1874","Phylloscartes ophthalmicus (Taczanowski, 1874)",923,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,LC
Pogonotriccus ophthalmicus ophthalmicus,"Phylloscartes ophthalmicus (Taczanowski, 1874)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,
"Todirostrum nigriceps P.L.Sclater, 1855","Todirostrum nigriceps P.L.Sclater, 1855",37,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum nigriceps,2483261.0,LC
"Todirostrum cinereum (Linnaeus, 1766)","Todirostrum cinereum (Linnaeus, 1766)",1480,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,LC
"Todirostrum cinereum sclateri (Cabanis & Heine, 1859)","Todirostrum cinereum sclateri (Cabanis & Heine, 1859)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,
"Myiobius villosus P.L.Sclater, 1860","Myiobius villosus P.L.Sclater, 1860",378,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius villosus,2483293.0,LC
Myiobius villosus villosus,Myiobius villosus villosus,5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius villosus,2483293.0,
"Myiobius sulphureipygius (P.L.Sclater, 1857)","Myiobius barbatus sulphureipygius (P.L.Sclater, 1857)",41,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Myiobius,2483292.0,Myiobius barbatus,2483306.0,LC
"Myiotheretes striaticollis (P.L.Sclater, 1853)","Myiotheretes striaticollis (P.L.Sclater, 1853)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotheretes,2483325.0,Myiotheretes striaticollis,2483326.0,LC
"Myiotheretes fumigatus (Boissonneau, 1840)","Myiotheretes fumigatus (Boissonneau, 1840)",4,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotheretes,2483325.0,Myiotheretes fumigatus,2483329.0,LC
"Tyrannus melancholicus Vieillot, 1819","Tyrannus melancholicus Vieillot, 1819",10188,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,LC
Tyrannus melancholicus melancholicus,Tyrannus melancholicus melancholicus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,
"Tyrannus niveigularis P.L.Sclater, 1860","Tyrannus niveigularis P.L.Sclater, 1860",87,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus niveigularis,5229677.0,LC
"Tyrannus tyrannus (Linnaeus, 1758)","Tyrannus tyrannus (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus tyrannus,5229688.0,LC
"Tyrannus savana Vieillot, 1808","Tyrannus savana Vieillot, 1808",7,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannus,2483336.0,Tyrannus savana,5229693.0,LC
"Ornithion brunneicapillus (Lawrence, 1862)","Ornithion brunneicapillus (Lawrence, 1862)",51,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Ornithion,2483379.0,Ornithion brunneicapillus,2483382.0,LC
"Lophotriccus pileatus (Tschudi, 1844)","Lophotriccus pileatus (Tschudi, 1844)",5134,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,LC
"Lophotriccus pileatus squamaecrista (Lafresnaye, 1846)","Lophotriccus pileatus squamaecrista (Lafresnaye, 1846)",14,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,
"Lophotriccus pileatus luteiventris Taczanowski, 1884","Lophotriccus pileatus luteiventris Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,
"Megarynchus pitangua (Linnaeus, 1766)","Megarynchus pitangua (Linnaeus, 1766)",121,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Megarynchus,2483409.0,Megarynchus pitangua,2483410.0,LC
"Rhynchocyclus pacificus (Chapman, 1914)","Rhynchocyclus pacificus (Chapman, 1914)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Rhynchocyclus,2483432.0,Rhynchocyclus pacificus,5229712.0,LC
"Rhynchocyclus fulvipectus (P.L.Sclater, 1860)","Rhynchocyclus fulvipectus (P.L.Sclater, 1860)",32,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Rhynchocyclus,2483432.0,Rhynchocyclus fulvipectus,5229713.0,LC
"Myiodynastes hemichrysus (Cabanis, 1861)","Myiodynastes hemichrysus (Cabanis, 1861)",2837,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,LC
"Myiodynastes hemichrysus minor Taczanowski & Berlepsch, 1885","Myiodynastes hemichrysus minor Taczanowski & Berlepsch, 1885",17,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,
"Myiodynastes chrysocephalus (Tschudi, 1844)","Myiodynastes chrysocephalus (Tschudi, 1844)",6,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,LC
"Myiodynastes chrysocephalus minor Taczanowski & Berlepsch, 1885","Myiodynastes chrysocephalus minor Taczanowski & Berlepsch, 1885",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,
"Myiodynastes maculatus (Statius Muller, 1776)","Myiodynastes maculatus (Statius Muller, 1776)",317,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiodynastes,2483488.0,Myiodynastes maculatus,2483497.0,LC
"Camptostoma obsoletum (Temminck, 1824)","Camptostoma obsoletum (Temminck, 1824)",1804,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,LC
"Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)","Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,
"Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)","Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)",4317,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiarchus,2483527.0,Myiarchus tuberculifer,2483531.0,LC
"Myiarchus tuberculifer nigriceps P.L.Sclater, 1860","Myiarchus tuberculifer nigriceps P.L.Sclater, 1860",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiarchus,2483527.0,Myiarchus tuberculifer,2483531.0,
"Sayornis nigricans (Swainson, 1827)","Sayornis nigricans (Swainson, 1827)",6421,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Sayornis,2483605.0,Sayornis nigricans,2483612.0,LC
"Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896","Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896",23,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Sayornis,2483605.0,Sayornis nigricans,2483612.0,
"Attila spadiceus (Gmelin, 1789)","Attila spadiceus (Gmelin, 1789)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Attila,2483622.0,Attila spadiceus,2483629.0,LC
"Attila spadiceus parambae Hartert, 1900","Attila spadiceus parambae Hartert, 1900",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Attila,2483622.0,Attila spadiceus,2483629.0,
"Pyrocephalus rubinus (Boddaert, 1783)","Pyrocephalus rubinus (Boddaert, 1783)",23,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pyrocephalus,2483646.0,Pyrocephalus rubinus,2483647.0,LC
"Myiotriccus ornatus (Lafresnaye, 1853)","Myiotriccus ornatus (Lafresnaye, 1853)",5931,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotriccus,2483665.0,Myiotriccus ornatus,2483666.0,LC
"Myiotriccus ornatus stellatus (Cabanis, 1873)","Myiotriccus ornatus stellatus (Cabanis, 1873)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Myiotriccus,2483665.0,Myiotriccus ornatus,2483666.0,
"Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)","Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)",5,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Rhytipterna,2483671.0,Rhytipterna holerythra,2483673.0,LC
"Contopus virens (Linnaeus, 1766)","Contopus virens (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus virens,5229734.0,LC
"Contopus cooperi (Nuttall, 1831)","Contopus cooperi (Nuttall, 1831)",299,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus cooperi,5229743.0,NT
"Contopus sordidulus P.L.Sclater, 1859","Contopus sordidulus P.L.Sclater, 1859",1404,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus sordidulus,5229754.0,LC
"Contopus fumigatus (Orbigny & Lafresnaye, 1837)","Contopus fumigatus (Orbigny & Lafresnaye, 1837)",840,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus fumigatus,5229760.0,LC
"Contopus fumigatus zarumae (Chapman, 1924)","Contopus fumigatus zarumae (Chapman, 1924)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Contopus,2483729.0,Contopus fumigatus,5229760.0,
"Lathrotriccus griseipectus (Lawrence, 1869)","Lathrotriccus griseipectus (Lawrence, 1869)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Lathrotriccus,2483791.0,Lathrotriccus griseipectus,2483801.0,VU
"Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885","Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885",78,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pseudotriccus,2483813.0,Pseudotriccus pelzelni,2483814.0,LC
"Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)","Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pseudotriccus,2483813.0,Pseudotriccus pelzelni,2483814.0,
"Pseudotriccus ruficeps (Lafresnaye, 1843)","Pseudotriccus ruficeps (Lafresnaye, 1843)",28,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Pseudotriccus,2483813.0,Pseudotriccus ruficeps,2483820.0,LC
"Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)","Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mecocerculus,2483821.0,Mecocerculus leucophrys,2483822.0,LC
"Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)","Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)",263,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mecocerculus,2483821.0,Mecocerculus poecilocercus,2483836.0,LC
"Mecocerculus calopterus (P.L.Sclater, 1859)","Mecocerculus calopterus (P.L.Sclater, 1859)",153,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Mecocerculus,2483821.0,Mecocerculus calopterus,2483843.0,LC
"Capsiempis flaveola (Lichtenstein, 1823)","Capsiempis flaveola (Lichtenstein, 1823)",1969,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,LC
"Capsiempis flaveola magnirostris Hartert, 1898","Capsiempis flaveola magnirostris Hartert, 1898",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,
"Phylloscartes flaveola (Lichtenstein, 1823)","Capsiempis flaveola (Lichtenstein, 1823)",2,SPECIES,SYNONYM,Passeriformes,729.0,Tyrannidae,5291.0,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,NE
"Tyrannulus elatus (Latham, 1790)","Tyrannulus elatus (Latham, 1790)",142,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Tyrannulus,2483854.0,Tyrannulus elatus,2483855.0,LC
"Poecilotriccus ruficeps (Kaup, 1852)","Poecilotriccus ruficeps (Kaup, 1852)",34,SPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Poecilotriccus,2483869.0,Poecilotriccus ruficeps,2483882.0,LC
"Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)","Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Tyrannidae,5291.0,Poecilotriccus,2483869.0,Poecilotriccus ruficeps,2483882.0,
