scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
"Cyanerpes caeruleus (Linnaeus, 1758)","Cyanerpes caeruleus (Linnaeus, 1758)",269,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Cyanerpes,2488889.0,Cyanerpes caeruleus,2488903.0,LC
"Catamblyrhynchus diadema Lafresnaye, 1842","Catamblyrhynchus diadema Lafresnaye, 1842",14,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamblyrhynchus,2488914.0,Catamblyrhynchus diadema,2488915.0,LC
"Catamenia analis (d'Orbigny & Lafresnaye, 1837)","Catamenia analis (d'Orbigny & Lafresnaye, 1837)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamenia,2491184.0,Catamenia analis,2491185.0,LC
"Haplospiza rustica (Tschudi, 1844)","Haplospiza rustica (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Haplospiza,2491288.0,Haplospiza rustica,2491290.0,LC
"Sporophila luctuosa (Lafresnaye, 1843)","Sporophila luctuosa (Lafresnaye, 1843)",420,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila luctuosa,2491313.0,LC
"Sporophila schistacea (Lawrence, 1862)","Sporophila schistacea (Lawrence, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila schistacea,2491321.0,LC
"Sporophila nigricollis (Vieillot, 1823)","Sporophila nigricollis (Vieillot, 1823)",4537,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,LC
"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)","Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,
"Sporophila nigricollis vivida Hellmayr, 1938","Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,
"Sporophila telasco (R.Lesson, 1828)","Sporophila telasco (R.Lesson, 1828)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila telasco,2491354.0,LC
"Sporophila corvina (P.L.Sclater, 1860)","Sporophila corvina (P.L.Sclater, 1860)",5054,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC
"Sporophila corvina ophthalmica (P.L.Sclater, 1860)","Sporophila corvina ophthalmica (P.L.Sclater, 1860)",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,
"Sporophila ophthalmica (P.L.Sclater, 1860)","Sporophila corvina ophthalmica (P.L.Sclater, 1860)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC
"Sporophila funerea (P.L.Sclater, 1860)","Sporophila funerea (P.L.Sclater, 1860)",167,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila funerea,7465752.0,LC
"Volatinia jacarina (Linnaeus, 1766)","Volatinia jacarina (Linnaeus, 1766)",1066,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,LC
"Volatinia jacarina peruviensis (Peale, 1849)","Volatinia jacarina peruviensis (Peale, 1849)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,
"Tiaris olivaceus (Linnaeus, 1766)","Tiaris olivaceus (Linnaeus, 1766)",202,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,LC
"Tiaris olivaceus pusillus Swainson, 1827","Tiaris olivaceus pusillus Swainson, 1827",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,
"Rhopospina alaudina (Kittlitz, 1833)","Porphyrospiza alaudina (Kittlitz, 1833)",7,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Porphyrospiza,2491829.0,Porphyrospiza alaudina,10700051.0,NE
"Sicalis luteola (Sparrman, 1789)","Sicalis luteola (Sparrman, 1789)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis luteola,2491846.0,LC
"Sicalis flaveola (Linnaeus, 1766)","Sicalis flaveola (Linnaeus, 1766)",650,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis flaveola,2491862.0,LC
"Rhodospingus cruentus (R.Lesson, 1844)","Rhodospingus cruentus (R.Lesson, 1844)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rhodospingus,2491894.0,Rhodospingus cruentus,2491895.0,LC
"Paroaria coronata (J.F.Miller, 1776)","Paroaria coronata (J.F.Miller, 1776)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Paroaria,2492080.0,Paroaria coronata,2492081.0,LC
"Coereba flaveola (Linnaeus, 1758)","Coereba flaveola (Linnaeus, 1758)",8080,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,LC
"Coereba flaveola intermedia (Salvadori & Festa, 1899)","Coereba flaveola intermedia (Salvadori & Festa, 1899)",25,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,
"Hemithraupis guira (Linnaeus, 1766)","Hemithraupis guira (Linnaeus, 1766)",2288,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Hemithraupis,3241506.0,Hemithraupis guira,2488072.0,LC
"Chalcothraupis ruficervix (Prévost & Des Murs, 1842)","Chalcothraupis ruficervix (Prévost & Des Murs, 1842)",3047,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chalcothraupis,4844667.0,Chalcothraupis ruficervix,10985391.0,NE
"Rauenia bonariensis (J.F.Gmelin, 1789)","Rauenia bonariensis (J.F.Gmelin, 1789)",23,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rauenia,4845719.0,Rauenia bonariensis,11345373.0,NE
"Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)","Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",161,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporathraupis,4845721.0,Sporathraupis cyanocephala,8965072.0,LC
"Geospizopsis plebejus (Tschudi, 1844)","Geospizopsis plebejus (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Geospizopsis,4848401.0,Geospizopsis plebejus,9635084.0,LC
"Sphenopsis frontalis (Tschudi, 1844)","Sphenopsis frontalis (Tschudi, 1844)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis frontalis,9370602.0,LC
"Sphenopsis melanotis (P.L.Sclater, 1855)","Sphenopsis melanotis (P.L.Sclater, 1855)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis melanotis,9398243.0,LC
"Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)","Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis ochracea,11072745.0,LC
"Ixothraupis rufigula (Bonaparte, 1851)","Ixothraupis rufigula (Bonaparte, 1851)",1977,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,NE
"Tangara rufigula (Bonaparte, 1851)","Ixothraupis rufigula (Bonaparte, 1851)",3,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,LC
"Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)","Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)",2535,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Loriotus,4852603.0,Loriotus luctuosus,10802560.0,NE
"Chlorornis riefferii (Boissonneau, 1840)","Chlorornis riefferii (Boissonneau, 1840)",62,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorornis,5230634.0,Chlorornis riefferii,5230635.0,LC
"Saltator striatipectus Lafresnaye, 1847","Saltator striatipectus Lafresnaye, 1847",134,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator striatipectus,5230928.0,LC
"Saltator maximus (P.L.S.Müller, 1776)","Saltator maximus (P.L.S.Müller, 1776)",6343,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,LC
Saltator maximus maximus,Saltator maximus maximus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,
"Saltator atripennis P.L.Sclater, 1857","Saltator atripennis P.L.Sclater, 1857",4792,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator atripennis,5230952.0,LC
"Saltator grossus (Linnaeus, 1767)","Saltator grossus (Linnaeus, 1767)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator grossus,5230955.0,LC
"Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)","Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)",1310,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,LC
"Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)","Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,
"Poecilostreptus palmeri (Hellmayr, 1909)","Poecilostreptus palmeri (Hellmayr, 1909)",105,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Poecilostreptus,7813472.0,Poecilostreptus palmeri,11090140.0,NE
"Stilpnia heinei (Cabanis, 1851)","Stilpnia heinei (Cabanis, 1851)",590,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia heinei,10913109.0,NE
"Stilpnia larvata (Du Bus de Gisignies, 1846)","Stilpnia larvata (Du Bus de Gisignies, 1846)",60,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia larvata,10955666.0,NE
"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)","Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",7357,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,NE
"Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)","Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)",26,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,
"Tangara cyanicollis (d'Orbigny & Lafresnaye, 1837)","Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,LC
"Stilpnia vitriolina (Cabanis, 1851)","Stilpnia vitriolina (Cabanis, 1851)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia vitriolina,11081628.0,NE
"Conirostrum cinereum d'Orbigny & Lafresnaye, 1838","Conirostrum cinereum d'Orbigny & Lafresnaye, 1838",13,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Conirostrum,8406176.0,Conirostrum cinereum,5230612.0,LC
"Conirostrum albifrons Lafresnaye, 1842","Conirostrum albifrons Lafresnaye, 1842",77,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Conirostrum,8406176.0,Conirostrum albifrons,5230627.0,LC
"Cinnycerthia unirufa (Lafresnaye, 1840)","Cinnycerthia unirufa (Lafresnaye, 1840)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia unirufa,2493788.0,LC
"Cinnycerthia olivascens Sharpe, 1882","Cinnycerthia olivascens Sharpe, 1882",89,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia olivascens,7341239.0,LC
"Troglodytes solstitialis P.L.Sclater, 1859","Troglodytes solstitialis P.L.Sclater, 1859",195,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes solstitialis,5231437.0,LC
"Troglodytes aedon Vieillot, 1809","Troglodytes aedon Vieillot, 1809",7454,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,LC
"Troglodytes aedon albicans Berlepsch & Taczanowski, 1884","Troglodytes aedon albicans Berlepsch & Taczanowski, 1884",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,
"Troglodytes musculus J.F.Naumann, 1823","Troglodytes musculus J.F.Naumann, 1823",81,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes musculus,8346347.0,NE
"Campylorhynchus zonatus (Lesson, 1832)","Campylorhynchus zonatus (Lesson, 1832)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,LC
"Campylorhynchus zonatus brevirostris Lafresnaye, 1845","Campylorhynchus zonatus brevirostris Lafresnaye, 1845",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,
"Henicorhina leucophrys (Tschudi, 1844)","Henicorhina leucophrys (Tschudi, 1844)",5268,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,LC
"Henicorhina leucophrys brunneiceps Chapman, 1914","Henicorhina leucophrys brunneiceps Chapman, 1914",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,
"Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884","Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,
Henicorhina leucophrys leucophrys,Henicorhina leucophrys leucophrys,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,
"Cantorchilus nigricapillus (P.L.Sclater, 1860)","Cantorchilus nigricapillus (P.L.Sclater, 1860)",5404,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC
Cantorchilus nigricapillus nigricapillus,Cantorchilus nigricapillus nigricapillus,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,
"Thryothorus nigricapillus P.L.Sclater, 1860","Cantorchilus nigricapillus (P.L.Sclater, 1860)",4,SPECIES,SYNONYM,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC
"Pheugopedius mystacalis (P.L.Sclater, 1860)","Pheugopedius mystacalis (P.L.Sclater, 1860)",363,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,LC
Pheugopedius mystacalis mystacalis,Pheugopedius mystacalis mystacalis,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,
"Pheugopedius euophrys (P.L.Sclater, 1860)","Pheugopedius euophrys (P.L.Sclater, 1860)",89,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius euophrys,7341209.0,LC
"Microcerculus marginatus (P.L.Sclater, 1855)","Microcerculus marginatus (P.L.Sclater, 1855)",2152,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,LC
"Microcerculus marginatus taeniatus Salvin, 1881","Microcerculus marginatus taeniatus Salvin, 1881",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,
"Cyclarhis gujanensis (Gmelin, 1789)","Cyclarhis gujanensis (Gmelin, 1789)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Cyclarhis,2487403.0,Cyclarhis gujanensis,2487404.0,LC
"Cyclarhis nigrirostris Lafresnaye, 1842","Cyclarhis nigrirostris Lafresnaye, 1842",46,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Cyclarhis,2487403.0,Cyclarhis nigrirostris,2487405.0,LC
"Vireo flavoviridis (Cassin, 1851)","Vireo flavoviridis (Cassin, 1851)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo flavoviridis,2487426.0,LC
"Vireo chivi (Vieillot, 1817)","Vireo olivaceus chivi (Vieillot, 1817)",2418,SPECIES,SYNONYM,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC
"Vireo olivaceus (Linnaeus, 1766)","Vireo olivaceus (Linnaeus, 1766)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC
"Vireo chivi griseobarbatus (Berlepsch & Taczanowski, 1884)","Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,
"Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)","Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo olivaceus,2487430.0,
"Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996","Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996",1,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo masteri,2487433.0,NT
"Vireo leucophrys (Lafresnaye, 1844)","Vireo leucophrys (Lafresnaye, 1844)",1639,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo leucophrys,2487452.0,LC
"Vireo leucophrys josephae P.L.Sclater, 1859","Vireo leucophrys josephae P.L.Sclater, 1859",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo leucophrys,2487452.0,
"Vireo flavifrons Vieillot, 1808","Vireo flavifrons Vieillot, 1808",8,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireo,2487406.0,Vireo flavifrons,2487453.0,LC
"Vireolanius leucotis (Swainson, 1838)","Vireolanius leucotis (Swainson, 1838)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Vireonidae,9358.0,Vireolanius,2487482.0,Vireolanius leucotis,2487484.0,LC
"Pachysylvia decurtata (Bonaparte, 1838)","Hylophilus decurtatus (Bonaparte, 1838)",1007,SPECIES,SYNONYM,Passeriformes,729.0,Vireonidae,9358.0,Hylophilus,9576765.0,Hylophilus decurtatus,5230500.0,LC
"Tunchiornis ochraceiceps (P.L.Sclater, 1860)","Hylophilus ochraceiceps P.L.Sclater, 1860",1,SPECIES,SYNONYM,Passeriformes,729.0,Vireonidae,9358.0,Hylophilus,9576765.0,Hylophilus ochraceiceps,5230507.0,LC
"Microbates cinereiventris (P.L.Sclater, 1855)","Microbates cinereiventris (P.L.Sclater, 1855)",19,SPECIES,ACCEPTED,Passeriformes,729.0,Polioptilidae,5789066.0,Microbates,2487578.0,Microbates cinereiventris,5230511.0,LC
"Polioptila bilineata (Bonaparte, 1850)","Polioptila plumbea bilineata (Bonaparte, 1850)",406,SPECIES,SYNONYM,Passeriformes,729.0,Polioptilidae,5789066.0,Polioptila,2487581.0,Polioptila plumbea,2487583.0,NE
Polioptila bilineata bilineata,"Polioptila plumbea bilineata (Bonaparte, 1850)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Polioptilidae,5789066.0,Polioptila,2487581.0,Polioptila plumbea,2487583.0,
"Grallaricula flavirostris (P.L.Sclater, 1858)","Grallaricula flavirostris (P.L.Sclater, 1858)",154,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaricula,2490507.0,Grallaricula flavirostris,2490514.0,NT
"Grallaricula flavirostris mindoensis Chapman, 1925","Grallaricula flavirostris mindoensis Chapman, 1925",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaricula,2490507.0,Grallaricula flavirostris,2490514.0,
"Grallaria gigantea Lawrence, 1866","Grallaria gigantea Lawrence, 1866",96,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria gigantea,2490517.0,VU
"Grallaria gigantea hylodroma Wetmore, 1945","Grallaria gigantea hylodroma Wetmore, 1945",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria gigantea,2490517.0,
"Grallaria haplonota P.L.Sclater, 1877","Grallaria haplonota P.L.Sclater, 1877",3,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria haplonota,2490518.0,LC
"Grallaria alleni Chapman, 1912","Grallaria alleni Chapman, 1912",54,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria alleni,2490520.0,VU
"Grallaria ruficapilla Lafresnaye, 1842","Grallaria ruficapilla Lafresnaye, 1842",80,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria ruficapilla,2490523.0,LC
"Grallaria flavotincta P.L.Sclater, 1877","Grallaria flavotincta P.L.Sclater, 1877",72,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria flavotincta,2490528.0,LC
"Grallaria guatimalensis Prevost & Des Murs, 1842","Grallaria guatimalensis Prevost & Des Murs, 1842",511,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria guatimalensis,2490529.0,LC
"Grallaria guatimalensis regulus P.L.Sclater, 1860","Grallaria guatimalensis regulus P.L.Sclater, 1860",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria guatimalensis,2490529.0,
"Grallaria quitensis Lesson, 1844","Grallaria quitensis Lesson, 1844",2,SPECIES,ACCEPTED,Passeriformes,729.0,Grallariidae,6101110.0,Grallaria,2490516.0,Grallaria quitensis,2490542.0,LC
"Mitrospingus cassinii (Lawrence, 1861)","Mitrospingus cassinii (Lawrence, 1861)",132,SPECIES,ACCEPTED,Passeriformes,729.0,Mitrospingidae,9397627.0,Mitrospingus,2488751.0,Mitrospingus cassinii,2488752.0,LC
"Chlorospingus flavigularis (P.L.Sclater, 1852)","Chlorospingus flavigularis (P.L.Sclater, 1852)",5302,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus flavigularis,2488703.0,LC
"Chlorospingus flavigularis marginatus Chapman, 1914","Chlorospingus flavigularis marginatus Chapman, 1914",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus flavigularis,2488703.0,
"Chlorospingus semifuscus P.L.Sclater & Salvin, 1873","Chlorospingus semifuscus P.L.Sclater & Salvin, 1873",1707,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus semifuscus,2488735.0,LC
Chlorospingus semifuscus semifuscus,Chlorospingus semifuscus semifuscus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus semifuscus,2488735.0,
"Chlorospingus canigularis (Lafresnaye, 1848)","Chlorospingus canigularis (Lafresnaye, 1848)",391,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus canigularis,2488739.0,LC
"Chlorospingus canigularis conspicillatus Todd, 1922","Chlorospingus canigularis conspicillatus Todd, 1922",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Chlorospingus,2488700.0,Chlorospingus canigularis,2488739.0,
"Arremonops conirostris (Bonaparte, 1850)","Arremonops conirostris (Bonaparte, 1850)",748,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremonops,2491023.0,Arremonops conirostris,2491024.0,LC
"Arremonops conirostris striaticeps (Lafresnaye, 1853)","Arremonops conirostris striaticeps (Lafresnaye, 1853)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Arremonops,2491023.0,Arremonops conirostris,2491024.0,
"Atlapetes tricolor (Taczanowski, 1875)","Atlapetes tricolor (Taczanowski, 1875)",2778,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Atlapetes,2491388.0,Atlapetes tricolor,2491398.0,LC
Atlapetes tricolor crassus,Atlapetes tricolor crassus,3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Atlapetes,2491388.0,Atlapetes tricolor,2491398.0,
"Atlapetes crassus Bangs, 1908","Atlapetes crassus Bangs, 1908",21,SPECIES,ACCEPTED,Passeriformes,729.0,Passerellidae,9410667.0,Atlapetes,2491388.0,Atlapetes crassus,2491402.0,LC
